target_a,target_b,pair_support,experimental_spearman,raw_docking,residual_docking,full_sequence_identity,same_curated_family,equal_rank_sequence_family,equal_rank_sequence_residual,equal_rank_sequence_family_residual
ADRA1A,HTR2B,29,0.40689655172413786,0.7203537173575194,-0.09429316442423598,0.2555970149253731,0.0,0.5709459459459459,0.5304054054054054,0.4977477477477477
ADRA1A,HTR3A,22,-0.11635131782806024,0.7274581096607299,-0.01483934345289591,0.1669449081803005,0.0,0.33783783783783783,0.34121621621621623,0.37162162162162166
ADRA1A,SLC6A3,16,0.10882352941176471,0.7538320863271345,0.1811645663827858,0.15827338129496402,0.0,0.2972972972972973,0.44594594594594594,0.44144144144144143
ADRA1A,SLC6A4,26,-0.1747008547008547,0.6258254929267895,-0.3768639336858799,0.15826330532212884,0.0,0.2939189189189189,0.14189189189189189,0.23873873873873874
ADRA2A,ADRB1,22,0.12901435668202102,0.8986131845963119,0.1953689474020838,0.2774869109947644,1.0,0.8918918918918919,0.7972972972972973,0.8423423423423424
ADRA2A,ADRB2,22,0.28597366541320857,0.8967816285278024,0.0963280978244859,0.22977941176470587,1.0,0.7297297297297297,0.554054054054054,0.6801801801801801
ADRA2A,CHRM1,29,0.13376031632436103,0.7807235247124907,-0.1245562634799885,0.2596899224806202,0.0,0.5844594594594594,0.527027027027027,0.4954954954954955
ADRA2A,CHRM2,25,0.20427005571170023,-0.07641634172777953,0.030137967733888254,0.226,0.0,0.46621621621621623,0.5067567567567568,0.481981981981982
ADRA2A,CHRM3,24,0.10089150053682368,0.44191121993074406,-0.1892139904020721,0.22682119205298013,0.0,0.4695945945945946,0.3783783783783784,0.3963963963963964
ADRA2A,DRD1,31,0.21030345907864115,0.8432421751499252,0.025415937890355064,0.24310344827586206,0.0,0.5202702702702703,0.5540540540540541,0.5135135135135135
ADRA2A,DRD2,45,0.1244482508729165,0.8889363211248111,0.15420649037077944,0.31547619047619047,0.0,0.6756756756756757,0.8040540540540541,0.6801801801801801
ADRA2A,HRH1,34,0.4930857986733811,0.618528030966249,-0.1501276983166878,0.2602996254681648,0.0,0.5912162162162162,0.5168918918918919,0.48873873873873874
ADRA2A,HRH2,17,0.45861443322687545,0.6889534844335892,-0.19911859767178092,0.22433460076045628,0.0,0.4594594594594595,0.3648648648648649,0.3873873873873874
ADRA2A,HTR1A,55,0.4974115695536737,0.903201771039145,0.19433215538905008,0.3286573146292585,0.0,0.6824324324324325,0.8344594594594594,0.7004504504504504
ADRA2A,HTR1B,39,0.4568276141309849,0.8853621960308479,0.1629038349201023,0.3006134969325153,0.0,0.6587837837837838,0.7972972972972973,0.6756756756756758
ADRA2A,HTR2A,49,0.18547811025268227,0.8420283243548418,-0.06763527252048829,0.24347826086956523,0.0,0.527027027027027,0.5,0.4774774774774775
ADRA2A,HTR2B,38,0.3990589780063465,0.889162568780879,0.0472290560931677,0.24,0.0,0.5101351351351351,0.5608108108108107,0.518018018018018
ADRA2A,HTR3A,22,0.28700564971751413,0.8714622880695294,0.010546941204710803,0.16521739130434782,0.0,0.3310810810810811,0.3614864864864865,0.38513513513513514
ADRA2A,SLC6A3,18,-0.6883384932920537,0.8067971216783216,-0.15952965204694292,0.13821138211382114,0.0,0.22297297297297297,0.14527027027027029,0.240990990990991
ADRA2A,SLC6A4,24,-0.06697108225289157,0.8827507563185456,0.12534373994980993,0.17415730337078653,0.0,0.3547297297297297,0.45945945945945943,0.45045045045045046
ADRB1,ADRB2,38,0.7651573716178907,0.9421956398484185,0.6219983842486708,0.4493927125506073,1.0,0.9493243243243243,0.9695945945945946,0.9572072072072073
ADRB1,CHRM1,12,-0.5897082582324441,0.738049029998972,-0.22668077398431427,0.22953736654804271,0.0,0.47635135135135137,0.3716216216216216,0.3918918918918919
ADRB1,CHRM2,10,-0.45902081052301746,-0.13682741844008056,-0.3177385690286937,0.18664383561643835,0.0,0.3783783783783784,0.23310810810810811,0.29954954954954954
ADRB1,CHRM3,11,-0.4385927910529725,0.33514295012158907,-0.5447548861716484,0.19236641221374046,0.0,0.3885135135135135,0.18918918918918917,0.27027027027027023
ADRB1,DRD1,14,-0.3431317581537581,0.8337081538485653,0.03584883212308039,0.3135755258126195,0.0,0.6722972972972974,0.7162162162162162,0.6216216216216216
ADRB1,DRD2,17,0.6223639900737964,0.8865651855925717,0.25682398055874106,0.23235800344234078,0.0,0.4864864864864865,0.6824324324324325,0.5990990990990991
ADRB1,HRH1,14,-0.33101391836662153,0.5298033467633995,-0.4563269406427647,0.19381107491856678,0.0,0.3986486486486487,0.22297297297297297,0.29279279279279286
ADRB1,HTR1A,23,0.2583829438065456,0.9444040638852194,0.6225213106512925,0.27171903881700554,0.0,0.6216216216216217,0.8986486486486487,0.7432432432432433
ADRB1,HTR1B,21,-0.2985152175241288,0.9362814668691114,0.6237704738685917,0.27450980392156865,0.0,0.6317567567567568,0.9121621621621621,0.7522522522522523
ADRB1,HTR2A,21,-0.4668056757256511,0.8080878174426592,-0.008241626030096804,0.26454033771106944,0.0,0.6013513513513513,0.6148648648648649,0.5540540540540541
ADRB1,HTR2B,18,0.005315850113890805,0.8989578691482654,0.3152799796214416,0.2656546489563567,0.0,0.6047297297297297,0.8243243243243243,0.6936936936936937
ADRB1,HTR3A,12,-0.35830375183743435,0.8454965455625777,0.04195765690079551,0.14421553090332806,0.0,0.23310810810810811,0.2804054054054054,0.3310810810810811
ADRB2,CHRM1,13,0.03583894328601817,0.7726805287171612,-0.09552311065971564,0.22413793103448276,0.0,0.4560810810810811,0.40878378378378377,0.4166666666666667
ADRB2,CHRM2,11,0.3172362221418302,-0.14188809137805453,-0.4159837693317828,0.1978021978021978,0.0,0.41216216216216217,0.24662162162162163,0.30855855855855857
ADRB2,CHRM3,11,0.29557340266613363,0.3766188177834419,-0.48526598397483806,0.19248826291079812,0.0,0.3918918918918919,0.20608108108108109,0.28153153153153154
ADRB2,DRD1,15,-0.1844661968431555,0.8546050317391213,0.0974928275917985,0.3225108225108225,0.0,0.6790540540540541,0.7567567567567568,0.6486486486486487
ADRB2,DRD2,18,0.4619535291666429,0.8926794662733665,0.25472561077475875,0.22509225092250923,0.0,0.46283783783783783,0.6554054054054054,0.581081081081081
ADRB2,HRH1,15,0.20145574100634506,0.5952159581918552,-0.2784511473948807,0.20598591549295775,0.0,0.4222972972972973,0.29054054054054057,0.3378378378378379
ADRB2,HTR1A,24,0.5403724579387476,0.9285527189989279,0.48428612122485354,0.24319066147859922,0.0,0.5236486486486487,0.7736486486486487,0.6599099099099099
ADRB2,HTR1B,22,-0.24737599278075098,0.9256803355041444,0.5475332969813397,0.25591397849462366,0.0,0.5743243243243243,0.8344594594594594,0.7004504504504504
ADRB2,HTR2A,22,-0.3117054471681803,0.8467373498506955,0.20684820270799797,0.25443786982248523,0.0,0.5641891891891893,0.7364864864864864,0.6351351351351352
ADRB2,HTR2B,19,0.3846166370159137,0.911603224543422,0.3809167279230264,0.2589641434262948,0.0,0.5810810810810811,0.8243243243243243,0.6936936936936937
ADRB2,HTR3A,13,0.29906895225444036,0.8689921581550553,0.1702272616336456,0.1623931623931624,0.0,0.32770270270270274,0.4695945945945946,0.45720720720720726
ADRB2,SLC6A4,10,0.1813385658494095,0.9155717574550769,0.5098386783719636,0.14992927864214992,0.0,0.2668918918918919,0.5202702702702703,0.4909909909909909
CHRM1,CHRM2,75,0.8581690932456019,-0.07175108203773956,-0.06020570438413394,0.4246031746031746,1.0,0.9459459459459459,0.6722972972972973,0.759009009009009
CHRM1,CHRM3,69,0.9043743549368405,0.5316079672502195,0.13813550159501692,0.4665551839464883,1.0,0.9560810810810811,0.8175675675675675,0.8558558558558559
CHRM1,DRD1,19,0.15964912280701754,0.7980430548513758,0.14655106662069034,0.21354166666666666,0.0,0.4391891891891892,0.5574324324324325,0.5157657657657658
CHRM1,DRD2,31,-0.4163726203234841,0.7502508678669451,-0.17629687922515186,0.2542372881355932,0.0,0.5608108108108107,0.4797297297297297,0.4639639639639639
CHRM1,HRH1,30,0.5055067335763794,0.6637334375592491,0.16123599097595356,0.27717391304347827,0.0,0.6385135135135136,0.7736486486486487,0.6599099099099099
CHRM1,HRH2,13,0.34065934065934067,0.7022954062419386,0.0837817358877733,0.21825396825396826,0.0,0.44594594594594594,0.5135135135135135,0.48648648648648646
CHRM1,HTR1A,35,0.09663865546218488,0.753410900974688,-0.20701198268038712,0.2718052738336714,0.0,0.625,0.527027027027027,0.4954954954954955
CHRM1,HTR1B,26,-0.1275213675213675,0.7540064269100968,-0.09973968848206864,0.2658486707566462,0.0,0.6081081081081081,0.5574324324324325,0.5157657657657658
CHRM1,HTR2A,35,0.27086834733893556,0.7814861769887289,0.076375188175902,0.18858131487889274,0.0,0.3817567567567568,0.44594594594594594,0.44144144144144154
CHRM1,HTR2B,20,0.18345864661654135,0.7870365090324442,-0.04513487597768071,0.21453900709219859,0.0,0.44256756756756754,0.42229729729729726,0.42567567567567566
CHRM1,HTR3A,25,0.6801308069647571,0.8457972458887724,0.2962464295079048,0.16776315789473684,0.0,0.34121621621621623,0.5574324324324325,0.5157657657657658
CHRM1,SLC6A3,23,-0.3270750988142293,0.7856335352276466,0.1386779098932754,0.15921787709497207,0.0,0.30067567567567566,0.41554054054054057,0.4211711711711712
CHRM1,SLC6A4,28,-0.0060207991242474,0.7455042611858894,-0.13286180513799822,0.15552523874488403,0.0,0.27702702702702703,0.20945945945945948,0.28378378378378377
CHRM2,CHRM3,69,0.8139335203167547,0.008293959632319626,0.19788833226329122,0.40033783783783783,1.0,0.9391891891891893,0.847972972972973,0.8761261261261262
CHRM2,DRD1,19,0.20877192982456141,-0.13530423946388456,-0.12051481498134992,0.20695652173913043,0.0,0.42567567567567566,0.3716216216216216,0.3918918918918919
CHRM2,DRD2,30,-0.4905996247957379,-0.039565913787521896,-0.02995239152903394,0.25390625,0.0,0.5540540540540541,0.5472972972972973,0.509009009009009
CHRM2,HRH1,28,0.4762556497316273,0.10466819118648925,0.2575861848708653,0.27647058823529413,0.0,0.6351351351351351,0.8344594594594594,0.7004504504504504
CHRM2,HRH2,13,0.4505494505494505,-0.026545108748036925,0.1568596945460821,0.21142857142857144,0.0,0.43581081081081086,0.5675675675675675,0.5225225225225225
CHRM2,HTR1A,32,0.126099706744868,-0.1291271649727163,-0.27077116383725114,0.2716049382716049,0.0,0.6182432432432432,0.48986486486486486,0.4707207207207207
CHRM2,HTR1B,24,-0.17652173913043476,-0.14152823539519577,-0.3094745185235506,0.254,0.0,0.5574324324324325,0.41554054054054057,0.4211711711711712
CHRM2,HTR2A,33,0.24766042780748665,-0.0689982776777335,-0.26447128453444463,0.18274111675126903,0.0,0.3716216216216216,0.25,0.3108108108108108
CHRM2,HTR2B,18,0.28792569659442724,-0.17688756224024976,-0.42638432527138853,0.2,0.0,0.41554054054054057,0.2466216216216216,0.30855855855855857
CHRM2,HTR3A,24,0.6675364367414842,-0.09843750025262636,-0.24350818237331687,0.1471927162367223,0.0,0.2533783783783784,0.13851351351351351,0.2364864864864865
CHRM2,SLC6A3,20,-0.3954887218045112,-0.0925379722640085,-0.17790855593298788,0.13352272727272727,0.0,0.2195945945945946,0.13175675675675674,0.23198198198198197
CHRM2,SLC6A4,27,0.021370783335537855,-0.1552053220687263,-0.3833187948962923,0.15730337078651685,0.0,0.29054054054054057,0.13513513513513514,0.23423423423423426
CHRM3,DRD1,16,-0.02647058823529412,0.38739587465715725,-0.23721133139889886,0.19619326500732065,0.0,0.40540540540540543,0.2939189189189189,0.3400900900900901
CHRM3,DRD2,25,-0.573076923076923,0.4083160610821001,-0.29839297342558874,0.23666666666666666,0.0,0.49662162162162166,0.3581081081081081,0.3828828828828829
CHRM3,HRH1,27,0.43168982337786466,0.5944683548406271,0.38160889142430915,0.26009693053311794,0.0,0.5878378378378378,0.8344594594594594,0.7004504504504504
CHRM3,HRH2,11,0.2545454545454546,0.5951117912219834,0.36482596811264306,0.1797752808988764,0.0,0.3648648648648649,0.597972972972973,0.5427927927927928
CHRM3,HTR1A,29,0.09802955665024629,0.34527807696356855,-0.5452527622047361,0.24040066777963273,0.0,0.5135135135135136,0.31081081081081086,0.35135135135135137
CHRM3,HTR1B,21,-0.07272727272727272,0.29362755808057855,-0.6103756341033056,0.22297297297297297,0.0,0.44932432432432434,0.23648648648648649,0.30180180180180183
CHRM3,HTR2A,29,0.19310344827586204,0.4783737326372253,-0.13048685086142608,0.19672131147540983,0.0,0.40878378378378377,0.34797297297297297,0.3761261261261261
CHRM3,HTR2B,17,0.14215686274509806,0.3927935613838675,-0.42927068651183137,0.2057057057057057,0.0,0.41891891891891897,0.24662162162162163,0.30855855855855857
CHRM3,HTR3A,21,0.5194805194805194,0.47734106056919967,-0.13385064595210486,0.1562043795620438,0.0,0.28378378378378377,0.21283783783783783,0.28603603603603606
CHRM3,SLC6A3,19,-0.29298245614035084,0.46811390319622953,-0.0754939503640506,0.15968586387434555,0.0,0.30405405405405406,0.27364864864864863,0.32657657657657657
CHRM3,SLC6A4,25,0.048855550047807776,0.305889696088901,-0.5896472517738685,0.15637319316688567,0.0,0.28716216216216217,0.0777027027027027,0.19594594594594594
DRD1,DRD2,51,0.33212669683257917,0.8347318219199241,0.053752179006558404,0.23909249563699825,1.0,0.7533783783783784,0.5641891891891893,0.686936936936937
DRD1,HRH1,29,0.19852216748768467,0.5962374510993511,-0.09448441135386562,0.18211920529801323,0.0,0.36824324324324326,0.32432432432432434,0.3603603603603604
DRD1,HRH2,15,0.13928571428571426,0.7076034977865495,0.025807999228686263,0.3053097345132743,0.0,0.6655405405405406,0.7027027027027027,0.6126126126126127
DRD1,HTR1A,49,-0.23551020408163262,0.8311366553133729,-0.019491658297063133,0.2722222222222222,0.0,0.6283783783783784,0.625,0.5608108108108109
DRD1,HTR1B,34,-0.01818181818181818,0.8509376870597528,0.17569927083644885,0.26732673267326734,0.0,0.6114864864864865,0.7567567567567568,0.6486486486486487
DRD1,HTR2A,41,0.38867595818815337,0.8340239764641625,0.12296911567066894,0.24953445065176907,0.0,0.5371621621621622,0.6385135135135135,0.5698198198198198
DRD1,HTR2B,33,0.15608288770053477,0.8820442510878564,0.2655100023380537,0.2546816479400749,0.0,0.5675675675675675,0.7702702702702703,0.6576576576576576
DRD1,HTR3A,19,0.12549364964134016,0.8627489786082276,0.20524246373658442,0.16151202749140894,0.0,0.3175675675675676,0.4831081081081081,0.46621621621621623
DRD1,SLC6A3,11,0.4000000000000001,0.8442267156378616,0.24850253023659397,0.1440677966101695,0.0,0.22972972972972974,0.41891891891891897,0.4234234234234235
DRD1,SLC6A4,19,-0.2631578947368421,0.8156078638540913,-0.017735503162599735,0.16160220994475138,0.0,0.32094594594594594,0.32094594594594594,0.3581081081081081
DRD2,HRH1,41,0.054181184668989565,0.6552903070118868,0.007479079954241727,0.26305609284332687,0.0,0.5945945945945946,0.6182432432432432,0.5563063063063063
DRD2,HRH2,16,0.1411764705882353,0.6694943489947557,-0.2482697123368701,0.2237354085603113,0.0,0.45270270270270274,0.33445945945945943,0.3671171171171171
DRD2,HTR1A,79,0.16334479508549696,0.8909650944613452,0.24216394664412016,0.2868525896414343,0.0,0.652027027027027,0.8378378378378378,0.7027027027027026
DRD2,HTR1B,44,0.08952488368814324,0.8728984603518046,0.21944896164390126,0.30246913580246915,0.0,0.6621621621621622,0.8412162162162162,0.704954954954955
DRD2,HTR2A,64,0.34760907147015746,0.859291446756552,0.20618304397003678,0.23985890652557318,0.0,0.5067567567567568,0.6756756756756757,0.5945945945945946
DRD2,HTR2B,42,0.47913459201037195,0.8750762921102713,0.11822305981156497,0.22942206654991243,0.0,0.47297297297297297,0.5675675675675675,0.5225225225225225
DRD2,HTR3A,30,-0.10013351382750348,0.8435717220477613,-0.0066631977345547625,0.16074450084602368,0.0,0.31081081081081086,0.32770270270270274,0.36261261261261263
DRD2,SLC6A3,16,0.3205882352941176,0.8116794193251783,0.00909920530846734,0.14513788098693758,0.0,0.23986486486486489,0.2668918918918919,0.32207207207207206
DRD2,SLC6A4,21,-0.37532467532467534,0.854697289353492,0.11268395717394268,0.175,0.0,0.3581081081081081,0.44256756756756754,0.4391891891891892
HRH1,HRH2,17,0.7009803921568628,0.7038526089421304,0.3653643509947459,0.20947176684881602,1.0,0.6824324324324325,0.6689189189189189,0.7567567567567567
HRH1,HTR1A,41,0.21254355400696867,0.5395484535086293,-0.4633730017842886,0.2678227360308285,0.0,0.6148648648648649,0.4358108108108108,0.43468468468468474
HRH1,HTR1B,28,-0.11330049261083742,0.5115942256343753,-0.46527425588322174,0.25868725868725867,0.0,0.5777027027027027,0.3952702702702703,0.40765765765765766
HRH1,HTR2A,40,0.37562737505556953,0.6989505297940626,0.1303521291944774,0.1832797427652733,0.0,0.375,0.4831081081081081,0.46621621621621623
HRH1,HTR2B,25,0.34615384615384615,0.5981542436980172,-0.26762894163473716,0.19585987261146498,0.0,0.40202702702702703,0.27702702702702703,0.32882882882882886
HRH1,HTR3A,22,0.6416266847217303,0.6215717826417688,-0.13121116299418412,0.16611842105263158,0.0,0.3344594594594595,0.2702702702702703,0.32432432432432434
HRH1,SLC6A3,21,-0.257875947345429,0.6647440814770311,0.09840858044280754,0.14840499306518723,0.0,0.2567567567567568,0.33783783783783783,0.3693693693693694
HRH1,SLC6A4,30,-0.25739710789766407,0.47941497970832436,-0.5735851891432715,0.14446002805049088,0.0,0.2364864864864865,0.030405405405405407,0.16441441441441443
HRH2,HTR1A,16,-0.1764705882352941,0.6219879746819269,-0.5120056649813879,0.25,0.0,0.5405405405405406,0.3445945945945946,0.3738738738738739
HRH2,HTR1B,15,0.11785714285714284,0.6003803231790139,-0.48952829765400946,0.25223214285714285,0.0,0.5506756756756757,0.3614864864864865,0.3851351351351351
HRH2,HTR2A,15,0.4392857142857142,0.7490402585734709,0.05069108126815829,0.23408624229979466,0.0,0.48986486486486486,0.5472972972972973,0.509009009009009
HRH2,HTR3A,13,0.40990410167114344,0.7167565431782041,-0.08660048030162154,0.16111111111111112,0.0,0.3141891891891892,0.27702702702702703,0.32882882882882886
HRH2,SLC6A4,12,-0.3846153846153847,0.599650398643715,-0.5030147629369223,0.1465648854961832,0.0,0.24324324324324326,0.05067567567567568,0.17792792792792791
HTR1A,HTR1B,68,0.43989616203971627,0.9366126857354615,0.60136581758208,0.38826185101580135,1.0,0.9358108108108107,0.9527027027027026,0.9459459459459459
HTR1A,HTR2A,92,0.169293902352968,0.8171385768037962,-0.03796522461363494,0.23713235294117646,1.0,0.75,0.4864864864864865,0.6351351351351352
HTR1A,HTR2B,73,0.3405837344193509,0.9021041945150691,0.2786026021017959,0.24716981132075472,1.0,0.7837837837837838,0.7432432432432432,0.8063063063063063
HTR1A,HTR3A,33,0.3982951752106927,0.851050365266675,0.005193830208432947,0.16784452296819788,0.0,0.3445945945945946,0.36486486486486486,0.3873873873873874
HTR1A,SLC6A3,16,-0.28529411764705886,0.7778270883553481,-0.21396694233121205,0.14852941176470588,0.0,0.26013513513513514,0.1587837837837838,0.25
HTR1A,SLC6A4,24,0.30347826086956514,0.9417177888750553,0.6328174740605308,0.16189111747851004,0.0,0.32432432432432434,0.6081081081081081,0.5495495495495496
HTR1B,HTR2A,67,0.19271987102730162,0.809653347337768,0.04749111310026157,0.2450199203187251,1.0,0.7804054054054055,0.5844594594594594,0.7004504504504506
HTR1B,HTR2B,63,0.21189064637688113,0.900984139057359,0.37491659186713255,0.23232323232323232,1.0,0.7331081081081081,0.722972972972973,0.7927927927927928
HTR1B,HTR3A,23,-0.302940458964117,0.8665671729442366,0.2206282269119382,0.14669051878354203,0.0,0.24662162162162163,0.42905405405405406,0.43018018018018017
HTR1B,SLC6A3,10,-0.8060606060606059,0.7936786128544648,-0.00983912513131781,0.14329268292682926,0.0,0.22635135135135137,0.23648648648648649,0.30180180180180183
HTR1B,SLC6A4,20,-0.07518796992481201,0.9316700686510196,0.6222833278615625,0.16,0.0,0.30743243243243246,0.581081081081081,0.5315315315315315
HTR2A,HTR2B,89,0.5418817751231199,0.8477268457741647,0.1507827332913875,0.41254752851711024,1.0,0.9425675675675675,0.8175675675675675,0.8558558558558559
HTR2A,HTR3A,33,0.33564564364691224,0.8453046599367494,0.19817431841926691,0.14967105263157895,0.0,0.26351351351351354,0.4256756756756757,0.42792792792792794
HTR2A,SLC6A3,16,-0.3294117647058824,0.8404224164010556,0.2816112534515373,0.14689265536723164,0.0,0.25,0.46283783783783783,0.4527027027027027
HTR2A,SLC6A4,26,-0.24277654654704733,0.7835908925351623,-0.044072087633038215,0.15416666666666667,0.0,0.2736486486486487,0.25675675675675674,0.31531531531531537
HTR2B,HTR3A,16,0.44919047242079985,0.8722930921243971,0.1477855690573632,0.1506849315068493,0.0,0.2702702702702703,0.3918918918918919,0.40540540540540543
HTR2B,SLC6A3,12,-0.4755244755244756,0.837678343310088,0.12190061846710591,0.16863905325443787,0.0,0.34797297297297297,0.44594594594594594,0.44144144144144143
HTR2B,SLC6A4,20,-0.26315789473684204,0.893873275379046,0.34335263352362905,0.17877906976744187,0.0,0.3614864864864865,0.5878378378378378,0.536036036036036
HTR3A,SLC6A4,13,0.1868131868131868,0.8453035308353161,0.11564592841429715,0.15611814345991562,0.0,0.28040540540540543,0.36824324324324326,0.3896396396396396
OPRD1,OPRK1,37,0.20700871110984914,0.8940643304698654,0.3406447366916061,0.5544554455445545,1.0,0.9628378378378378,0.9358108108108107,0.9346846846846847
OPRD1,OPRM1,37,0.13802509359000378,0.931152886665312,0.5832677331335127,0.5504807692307693,1.0,0.9594594594594594,0.972972972972973,0.9594594594594593
OPRK1,OPRM1,37,0.20083665324564257,0.9204281663017102,0.5295496177702861,0.5655339805825242,1.0,0.9662162162162162,0.972972972972973,0.9594594594594595
SLC6A3,SLC6A4,51,-0.09932351413207526,0.7763840984938369,-0.07801780491144068,0.4608294930875576,1.0,0.9527027027027027,0.668918918918919,0.7567567567567567
