target_a,target_b,docking_observed_residual_correlation,docking_descriptor_component_target_specific_correlation,docking_descriptor_component_target_blind_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_centered_correlation
CDK2,LCK,0.1130499962738577,0.6376702601778601,1,-0.45182140648928071,-0.28710681778827041,-0.23264696498593049,-0.52714063974220515
CDK2,MAP2K1,0.031912360485898981,0.86367806838709638,1,0.0090427469522778008,0.0301518640508678,0.22311136045556459,0.1079321494811299
CDK2,MAPK1,0.18054635189032212,-0.68043644915822543,1,0.36334550724839892,0.26781780989961013,0.17342069294055301,0.54953043883038866
CDK2,MAPK14,-0.057336606955251036,-0.4566590277947723,1,0.071845028454812804,-0.0178327609984304,-0.27953761917796149,-0.10614878747423941
CDK2,MAPKAPK2,0.18395316693953156,0.44043439480764957,1,0.56935097003444157,0.21139953515958251,-0.19169758772748149,0.54472401701656237
CDK2,MET,-0.24476468108719002,-0.74840802711455201,1,-0.028859555582190201,0.023495981170290801,-0.017892295288750901,0.1474654921606405
CDK2,PLK1,0.11318729829398418,0.66956009933205407,1,0.1820230999566563,0.17626777234416391,-0.17272585553811601,0.63107718995687523
CDK2,ROCK1,0.16220237139750726,0.98854314724703518,1,0.38670610606431821,-0.062968895115141796,-0.066879780616569004,0.46092612930993598
CDK2,SRC,0.096241252402602881,0.80792882215662243,1,-0.33888747315921519,-0.16594332439458989,-0.017825603553426699,-0.3903102796610774
CSF1R,EGFR,-0.21301851423976081,-0.69112407629291339,1,-0.35098291829212619,-0.18081321661829011,-0.32838356190299589,-0.43367296653369047
CSF1R,FGFR1,-0.10672499798011341,0.68018966548055915,1,-0.1007409249315613,-0.080800538178575701,-0.18442145228986501,0.40259692914565659
CSF1R,IGF1R,0.10786477608192649,0.43442666725541024,1,-0.33210866381826321,-0.3192159661005054,0.048287657565637999,-0.23836517759914341
CSF1R,JAK2,0.12826705486852624,0.68199708110642132,1,-0.19475657464976309,-0.1837727263141867,-0.23971979189524001,0.10074419965350701
CSF1R,KDR,-0.15523425644169045,0.41887845984034799,1,0.4852651093738119,0.48507837989833841,0.1783701020080872,0.4973372478247744
CSF1R,KIT,0.085479040933319358,0.66282066780236437,1,0.8195402241632167,0.6754413304274739,0.6449029848499277,0.78227556442116186
CSF1R,LCK,0.032399284406680683,0.044545719483540323,1,0.22367553967277901,0.29542395793592308,0.025936298523269698,0.44372717172379889
CSF1R,MAP2K1,-0.30451723751814036,-0.92537029920228842,1,-0.1472728591131095,-0.23117219569590489,-0.33323284123552133,-0.36800169776584252
CSF1R,MAPK1,0.0519252949562563,-0.0059895644778691377,1,-0.46156530621135872,-0.43175161009779162,-0.42047841972215549,-0.57009402324693614
CSF1R,MAPK14,0.19216492676654914,0.81097694637811291,1,-0.15151313796291929,-0.151787546020071,-0.32642694129605349,-0.113225989531198
CSF1R,MAPKAPK2,-0.07044878623363722,-0.70186987878198903,1,-0.50484392691830304,-0.35012350926123681,-0.55733253818714168,-0.58840624916295525
CSF1R,MET,-0.12751601848140159,0.28607036356394722,1,-0.1074246357978766,-0.021087174269920801,-0.022858291770630999,-0.22726359499897009
CSF1R,PLK1,-0.012234993732311827,-0.29540734100802657,1,-0.41363447472047149,-0.36559860646042719,-0.12170397186869911,-0.56426021283947392
CSF1R,ROCK1,-0.076403167967688965,-0.68447557920301116,1,-0.39501033976045291,-0.23862897532149199,-0.1771558949370198,-0.48259679917827458
CSF1R,SRC,-0.019579174582151845,-0.28086236458404235,1,0.022164611086207601,0.1135991395491707,0.2516183331287043,0.043611571972858601
EGFR,FGFR1,-0.11121410108816518,-0.70906095957799264,1,-0.22252160144063279,-0.19679021197872171,0.028669957454643898,-0.15473546402277311
EGFR,IGF1R,-0.0074967760438803266,-0.59055160812490404,1,-0.0583295069464254,0.026320944915901701,-0.060353950239632699,0.1187023730599405
EGFR,JAK2,0.0063507844761725935,-0.40970525409490571,1,-0.24721607936728571,-0.13206348232745219,0.00034650515376440002,-0.20715624807798169
EGFR,KDR,-0.048740741091200891,-0.49761088895055516,1,-0.31769643640711392,-0.24422002986095551,-0.25607676483203418,-0.2724327029092834
EGFR,KIT,-0.077306617019912191,-0.44112307175729615,1,-0.352153760021027,-0.1613553456196252,-0.32657403235125049,-0.4292318382162304
EGFR,LCK,-0.052670852423913256,0.11298300627993288,1,0.1487355822501861,0.1971155426011707,0.066827382579382394,0.050323656454398298
EGFR,MAP2K1,0.1164720383610293,0.72876776952245281,1,0.0089548897740919994,0.0979556870894151,0.027987535164452602,-0.017015814215531399
EGFR,MAPK1,-0.001183020554277645,0.16754572983078087,1,0.18525013581785429,-0.0344929955428507,0.086293274160887806,-0.00070221973584739996
EGFR,MAPK14,-0.13690240608547208,-0.94685677258971179,1,0.068081137947971604,0.079733747585814002,0.033958534156345199,0.019409533519087599
EGFR,MAPKAPK2,-0.0031666282995594561,0.19207079344347344,1,0.13574894803369361,0.072370138917236704,0.25008809702748991,0.0373201516376317
EGFR,MET,-0.023221580663959771,-0.31389846102987368,1,-0.080892719540058597,-0.1730794828748847,-0.011190265831706301,-0.037721627068054597
EGFR,PLK1,-0.0082182636969153899,0.73450168184549103,1,0.032575982763282302,-0.049855258892160602,-0.059361583934285901,0.1027972831485931
EGFR,ROCK1,-0.031513279358858989,0.51089466546565998,1,-0.1064093293150616,-0.095231028743010801,-0.059999962474009398,-0.1159217472085774
EGFR,SRC,-0.080292478151617247,0.41791663659566491,1,0.1755587680201528,0.091913804447610797,-0.1257936828770807,0.29137764230967361
FGFR1,IGF1R,-0.26717035553651158,0.93398590927513692,1,0.094365319148069296,0.026083397518762999,-0.090496705421284698,-0.1926482963102055
FGFR1,JAK2,-0.3397329775478623,0.36569008614487392,1,0.20577531677882571,0.072434757534281705,0.080750734169721602,0.2392605782399809
FGFR1,KDR,0.39553273410922163,0.86964622092091404,1,0.3957577043850089,0.13604764233042019,-0.025593278590418999,0.41510309982308952
FGFR1,KIT,0.27475577418815483,0.90005358773692679,1,0.12572743786182941,-0.1375645787001829,-0.1639874317924645,0.29927507262081032
FGFR1,LCK,-0.21648200490414163,-0.5891594241253616,1,-0.093631742758470998,-0.1128310143514577,-0.040280053647755901,0.23861365852960709
FGFR1,MAP2K1,-0.17075321776116054,-0.89805715309633616,1,-0.037676174564684001,-0.12399377362540311,0.1188865463677609,-0.40056145556252071
FGFR1,MAPK1,-0.24124590551598998,0.54487940674645607,1,-0.1066200520691646,-0.040552457918222699,0.1382064653006482,-0.39654252852496608
FGFR1,MAPK14,-0.043409827551576866,0.63128384856498476,1,-0.18948105549350219,-0.096244442030446103,0.074994859965734503,-0.25816881679865211
FGFR1,MAPKAPK2,-0.22788924675642011,-0.39233420299783833,1,-0.165310987876923,-0.18070858475302989,0.37366776220631981,-0.44613662344382038
FGFR1,MET,0.23060652434870824,0.72618054730863335,1,-0.066300840549446599,0.039765838057669103,-0.044286139004030202,-0.18788978676954371
FGFR1,PLK1,-0.29407532893806104,-0.79702327581728172,1,-0.066579294272591905,0.047523880403943203,0.068565075400940506,-0.41680346112556399
FGFR1,ROCK1,-0.31213205864568766,-0.94678580678196778,1,-0.024308431029494801,-0.073257175854585299,0.025415194182257302,-0.41760339054872658
FGFR1,SRC,-0.26853603305536172,-0.78269279195059305,1,0.073746714336018607,0.0113169619373203,-0.1597509955527614,0.15112851053588339
IGF1R,JAK2,0.18283165495961076,0.16296653553415061,1,0.1168473917809172,-0.039613353177819402,0.1118670293903512,0.1671690141674847
IGF1R,KDR,-0.2552085811749783,0.93487160405360237,1,-0.16982921991178199,-0.2360989823256299,-0.36743886615960197,-0.36237769000227921
IGF1R,KIT,-0.19151531403372407,0.79530858303172847,1,-0.38500588139052772,-0.33317998624110617,-0.21520859618182209,-0.38482754006794279
IGF1R,LCK,0.04193347185859031,-0.81680271304219076,1,-0.3076735548674569,-0.33259501242992962,-0.3666085255923438,-0.26577477429208768
IGF1R,MAP2K1,-0.090130474193254401,-0.70821187124893203,1,0.023547205227762401,0.1506964567985879,0.22364374956888219,-0.0286577023735523
IGF1R,MAPK1,0.1797249352490311,0.6406437987590593,1,0.42418688585378328,0.3136006821072852,0.190125878261832,0.22662705196410779
IGF1R,MAPK14,0.09727339522393437,0.47570280092860345,1,-0.074018983258976601,0.037461851789515603,-0.090741751598474696,-0.40076321617244132
IGF1R,MAPKAPK2,0.025513513177665273,-0.17664650337700902,1,0.20744057164712179,0.30397907133176089,0.14573758831526629,0.16426716316942139
IGF1R,MET,-0.15659616453666797,0.82967979286118143,1,0.20108352892835599,0.16600838122612219,-0.1177028971363859,0.010489904512971699
IGF1R,PLK1,0.056983337665467704,-0.89530201702347334,1,0.37339398637062921,0.16883382247236001,0.33365044474838229,0.35998701615174789
IGF1R,ROCK1,-0.0074668947136021192,-0.88105214155447442,1,0.1869877460559311,-0.032493368532221602,0.12155111447902731,0.12563118696215
IGF1R,SRC,0.062682150596389874,-0.93994608275776792,1,-0.3047246921393264,-0.19813727814113011,-0.31754798588894673,0.082937440390798201
JAK2,KDR,-0.34778544360179192,-0.039893816692936401,1,-0.1676275412678912,-0.1192208416087121,-0.3417566556922863,-0.094663921812777205
JAK2,KIT,-0.15244660898927354,0.50101926411026065,1,-0.1836961361721195,-0.16423206453076761,-0.30405909041738899,0.0069602299934556997
JAK2,LCK,0.11995365266332288,0.30161610279989964,1,0.0008459213220763,-0.1994278092233876,-0.2034490697254602,-0.0169800165317768
JAK2,MAP2K1,-0.13583414009816783,-0.60783381966466776,1,0.19484597705854939,-0.048311514957197398,0.3180482138818379,-0.1741238409658708
JAK2,MAPK1,0.1932353308351577,-0.058032194570591604,1,-0.1968655421755133,-0.014072563710423799,0.32463414127377649,-0.22772805704662019
JAK2,MAPK14,-0.0098925353118893434,0.48179471274072178,1,-0.28075999303923099,-0.24960798896228631,-0.028435394837261999,-0.34246716599888982
JAK2,MAPKAPK2,0.12083640311625217,-0.10688951687083054,1,-0.13843787958075021,-0.086219630124448499,0.39038208087101067,-0.25301699123086008
JAK2,MET,-0.25039170236524044,-0.24713418325415706,1,0.026810683298378501,0.019437658923824701,0.12884371448730711,-0.25925148383510199
JAK2,PLK1,0.20779769703677681,-0.12606396613849205,1,0.1066453853066225,0.056231687427012497,0.025292195795722099,-0.1492670266306407
JAK2,ROCK1,0.043601287783333754,-0.42411924289646019,1,0.36106102897334508,0.27242189460177391,0.27902015208559289,0.049740745964888901
JAK2,SRC,0.079143435054049902,-0.037121311592530709,1,0.0096316053167819996,-0.1155334025098458,-0.24475838570956149,0.1180649746360815
KDR,KIT,0.24368543977864041,0.70879716292813422,1,0.70638536885700332,0.37606653758925018,0.31368008674512948,0.59287390252880523
KDR,LCK,-0.44158764366082842,-0.85152300585090268,1,-0.19747305785442729,0.102234805366719,0.27262857433085741,0.2880874347016279
KDR,MAP2K1,-0.21342169998433813,-0.67064980971025534,1,0.0023518091743587998,-0.16203517771645329,-0.46164991100419711,-0.27985138603912701
KDR,MAPK1,-0.18410901316732109,0.65524253435700508,1,-0.26251368297187261,-0.38177040178495519,-0.4862232285710012,-0.49453419939380888
KDR,MAPK14,-0.13014320441993488,0.41807247401176095,1,-0.2234754680352479,-0.17149691005744599,-0.13889845551530439,0.072174436412296802
KDR,MAPKAPK2,-0.1800768812041092,-0.36512306910308628,1,-0.26778636210711049,-0.35928296573147173,-0.55627326545766986,-0.46267515706747869
KDR,MET,0.4249697682050953,0.96354908632602376,1,-0.066533329562833698,0.078611372183708297,-0.1239682477118263,-0.13034097261066099
KDR,PLK1,-0.32690987607904604,-0.7997425857973337,1,-0.29446744785406348,-0.22646445193518219,-0.22419708217317111,-0.47679392398550691
KDR,ROCK1,-0.39353208389630989,-0.85079651250481791,1,-0.2615906429265365,-0.23364609694959329,-0.25689622355930641,-0.39186704159285918
KDR,SRC,-0.41348671780457147,-0.91153416177028124,1,-0.27012563811219598,0.041793771647556197,0.32333717794268968,0.0160963732662119
KIT,LCK,-0.24566576283744831,-0.48305185763677899,1,0.21675110026427369,0.28276260636756551,0.18698081484580131,0.3101313110562578
KIT,MAP2K1,-0.23695157774492531,-0.8593882980262384,1,-0.1458425279568768,-0.1953773559250013,-0.46718858789486628,-0.23977265936163181
KIT,MAPK1,-0.090793178802163449,0.68990769036770538,1,-0.51505236848668889,-0.39035885292381189,-0.4897097695238733,-0.42255968170290048
KIT,MAPK14,-0.097996178617059684,0.37967952540079275,1,-0.1667613998782066,-0.1481684471083953,-0.25824466225305709,-0.0152578113063675
KIT,MAPKAPK2,-0.14968209690798273,-0.44098728946075361,1,-0.5512250606744894,-0.3011896090739295,-0.58414112918088557,-0.48586740125870609
KIT,MET,0.12718868428484398,0.58615940129489663,1,-0.2378357534492328,-0.069905659637056999,-0.096391634328490697,-0.28630029691847358
KIT,PLK1,-0.16028228124505733,-0.53875873314833367,1,-0.4436398523749458,-0.35126651602952469,-0.3608354727756144,-0.48678838328982521
KIT,ROCK1,-0.29676171458798417,-0.95940100834608721,1,-0.44869762747345349,-0.28709794801640748,-0.35861776968350551,-0.38145166965622151
KIT,SRC,-0.30934254888409407,-0.64845647566395215,1,0.019471066022913201,0.1092082042751467,0.37394015606705677,-0.097802960903737399
LCK,MAP2K1,0.050750004571485104,0.24962503938425831,1,0.0113505238839309,-0.1174790754844052,-0.53407458770923133,-0.2308262517559079
LCK,MAPK1,-0.091017125809429208,-0.75920898217341026,1,-0.56391594193587058,-0.41668180241102171,-0.52917072926884734,-0.73621669368192066
LCK,MAPK14,0.14335632392180761,0.0058014886806221182,1,-0.052851738308582898,-0.052901346490029998,-0.016991579644684202,-0.060323562465096202
LCK,MAPKAPK2,0.011985797181695524,0.0065374580512755675,1,-0.63451056471434053,-0.3336780580676374,-0.42386966713331731,-0.7315830042543181
LCK,MET,-0.39505693112964413,-0.88473991270924168,1,-0.0630782826412839,-0.071217479420923199,0.064397059565025297,-0.1066745628105684
LCK,PLK1,0.1304570434852568,0.69045364993765002,1,-0.42449668076848368,-0.31503994574243172,-0.27061282211345439,-0.69218158014600084
LCK,ROCK1,0.19763056262707318,0.60623004116711077,1,-0.48788130943328673,-0.30289156914138499,-0.32396625581072103,-0.62254618096557868
LCK,SRC,0.48432403228657467,0.91981626623347501,1,0.73536346194478985,0.52538654249371453,0.72765792174186084,0.63219692088347201
MAP2K1,MAPK1,-0.17456089212459136,-0.30729199290330578,1,-0.1808076308301233,0.16159298125093949,0.93993901978818617,0.2551973105855691
MAP2K1,MAPK14,-0.051752016620045388,-0.75679358517658735,1,-0.26148367504705039,-0.090725860205977699,0.061164485389163602,0.067092307954118205
MAP2K1,MAPKAPK2,0.032079500775359912,0.61526728850138546,1,-0.010349394141749801,0.055765055582256702,0.4835901442777048,0.3170190213688952
MAP2K1,MET,-0.11873521687934468,-0.51674004238820392,1,0.049878782125875799,-0.089848118612913502,0.086433510968494304,0.16298665669676821
MAP2K1,PLK1,0.038301790410089603,0.54691584394027848,1,-0.074158276506875398,0.1244411434609525,0.12341557027493889,0.20424977681691231
MAP2K1,ROCK1,0.29328893110246029,0.88977022848883636,1,0.071691623077990096,-0.015391106593012601,0.40018396984811588,0.20810551694725099
MAP2K1,SRC,0.12209197462697187,0.53056541436415994,1,-0.0017807442564268001,-0.077161432409708602,-0.46989356827557971,-0.1422696308232301
MAPK1,MAPK14,-0.18951425327736449,-0.29413184839969686,1,0.31100986380484807,0.0032732876314187,0.1216017818979009,0.1365342364460157
MAPK1,MAPKAPK2,0.073870354077633246,-0.13245996672183413,1,0.79184551019990124,0.42647339951530161,0.55364916374716522,0.88391239397206256
MAPK1,MET,-0.078450121455740429,0.66852509302039242,1,0.059044406489215197,-0.00099874551442760001,0.058441914046657301,0.15112438809192461
MAPK1,PLK1,0.11515644526058712,-0.36443427134108719,1,0.40788589297816258,0.22603257573488431,0.14463933601746021,0.80291163688021439
MAPK1,ROCK1,-0.093818673988037934,-0.68734510945638505,1,0.1980961183046781,0.064459470406695599,0.36615005525260619,0.54597516871341623
MAPK1,SRC,-0.040683285184747793,-0.64103885190615451,1,-0.4502561476955193,-0.30099986327518591,-0.48088446173862559,-0.58553014150511307
MAPK14,MAPKAPK2,-0.073196844393431479,-0.36337789489829025,1,0.26122559840259979,0.073517762031563294,0.2619979283414165,0.22358965067240369
MAPK14,MET,-0.1794072064374527,0.25286912582972232,1,-0.099557604805649,-0.086862897417388896,-0.032006498511095403,0.0091701122358467998
MAPK14,PLK1,-0.10363743923906324,-0.56753117481871407,1,-0.0056598601969780997,-0.086790476859747695,-0.048219567159163097,0.0031911607545155002
MAPK14,ROCK1,0.041286564112898848,-0.46602574945234437,1,-0.18169244545293189,-0.10891564725014979,-0.079462647205347695,0.048669883724493303
MAPK14,SRC,0.085286971787612159,-0.33108089604053592,1,-0.0021711629436481999,-0.075037335781591899,-0.2072219222670291,-0.27324391946543319
MAPKAPK2,MET,-0.14115381989622977,-0.41101438320265038,1,0.049601155974005003,0.0063579270103927997,0.13258367117117301,0.15719326580269399
MAPKAPK2,PLK1,0.040256160076787811,-0.12763701812842571,1,0.3726718588483996,0.13704228690772161,0.26826266317907049,0.80592323191051185
MAPKAPK2,ROCK1,0.037825152630344201,0.46743654847838845,1,0.3044240158389433,0.11264065410190501,0.24207516036408699,0.54332068943889222
MAPKAPK2,SRC,0.019213557510889753,0.080735158765343859,1,-0.48131307412545082,-0.34918715337194201,-0.62297031318800122,-0.5480246453471207
MET,PLK1,-0.21983075185659134,-0.6614200533523471,1,-0.0158339445530098,0.0067435166102271004,-0.035340406921532501,0.058692013394655899
MET,ROCK1,-0.29355091697794833,-0.74073998390321927,1,-0.096102727662511503,-0.189516058869793,0.0485384170439941,-0.0066753696778304996
MET,SRC,-0.3282589903847859,-0.86415420796008502,1,-0.11572325942056839,-0.1161723273792884,-0.1053075994278803,-0.1155855312571183
PLK1,ROCK1,0.10218887777761144,0.65782622220852227,1,0.30775127824947901,0.089926379461819694,0.066098633239717,0.53739226889820235
PLK1,SRC,0.16758463763113618,0.84245558042393776,1,-0.23787680140575779,-0.23536893982536469,-0.297184929440867,-0.4825580252021523
ROCK1,SRC,0.22620415037721814,0.7769051260025992,1,-0.36457926212240283,-0.2030001123170703,-0.38689699208531869,-0.46344231241232831
