target_a,target_b,docking_observed_residual_correlation,docking_descriptor_component_correlation,docking_descriptor_removed_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_centered_correlation
CDK2,FGFR1,-0.36707108788078996,-0.9391862076057096,-0.3451797836873511,-0.0826848577204857,-0.0173729030555976,-0.2433147772059267,-0.330874616075309
CDK2,IGF1R,0.12967809240493214,-0.8928512356882266,0.15997484979432416,0.1255406111620089,0.2093502134716844,-0.0230345324088247,0.207811235612897
CDK2,JAK2,0.2260864080544588,-0.3996306610375352,0.24330467624946622,-0.0641765468264516,0.0293985699389287,0.0080249064445468,-0.0078698860591853
CDK2,KDR,-0.3358813357876202,-0.8478774292045164,-0.31334802099946507,-0.2155783112326783,-0.1733681352861477,-0.0096038126414312,-0.4581914175167439
CDK2,KIT,-0.259291970680531,-0.9599187833967067,-0.23483689849990905,-0.4184595397613155,-0.2312067840260967,0.1668900081953449,-0.3648168651854772
CDK2,LCK,0.1130499962738578,0.6376702601778602,0.08624001353899023,-0.4518214064892807,-0.2871068177882704,-0.2326469649859305,-0.5271406397422052
CDK2,MAP2K1,0.031912360485898995,0.8636780683870966,-0.03816057223237006,0.0090427469522778,0.0301518640508678,0.2231113604555646,0.1079321494811299
CDK2,MAPK1,0.18054635189032217,-0.6804364491582255,0.2032626565359128,0.3633455072483989,0.2678178098996101,0.173420692940553,0.5495304388303887
CDK2,MAPK14,-0.0573366069552511,-0.4566590277947724,-0.041146230383845205,0.0718450284548128,-0.0178327609984304,-0.2795376191779615,-0.1061487874742394
CDK2,MAPKAPK2,0.18395316693953173,0.4404343948076497,0.1763027566102388,0.5693509700344416,0.2113995351595825,-0.1916975877274815,0.5447240170165624
CDK2,MET,-0.24476468108718996,-0.7484080271145526,-0.2225605464651575,-0.0288595555821902,0.0234959811702908,-0.0178922952887509,0.1474654921606405
CDK2,PLK1,0.11318729829398426,0.6695600993320541,0.09390384974559744,0.1820230999566563,0.1762677723441639,-0.172725855538116,0.6310771899568752
CDK2,ROCK1,0.16220237139750726,0.9885431472470352,0.09970584426858521,0.3867061060643182,-0.0629688951151418,-0.066879780616569,0.460926129309936
CDK2,SRC,0.09624125240260291,0.8079288221566228,0.0670532075273512,-0.3388874731592152,-0.1659433243945899,-0.0178256035534267,-0.3903102796610774
CSF1R,EGFR,-0.21301851423976076,-0.6911240762929133,-0.17200829966152167,-0.3509829182921262,-0.1808132166182901,-0.3283835619029959,-0.4336729665336905
CSF1R,FGFR1,-0.10672499798011341,0.6801896654805589,-0.19568654659334114,-0.1007409249315613,-0.0808005381785757,-0.184421452289865,0.4025969291456566
CSF1R,IGF1R,0.10786477608192646,0.43442666725541007,0.08501693992987439,-0.3321086638182632,-0.3192159661005054,0.048287657565638,-0.2383651775991434
CSF1R,JAK2,0.12826705486852621,0.6819970811064213,0.09206418657875297,-0.1947565746497631,-0.1837727263141867,-0.23971979189524,0.100744199653507
CSF1R,KDR,-0.15523425644169037,0.41887845984034794,-0.2470403248023028,0.4852651093738119,0.4850783798983384,0.1783701020080872,0.4973372478247744
CSF1R,KIT,0.08547904093331933,0.6628206678023641,0.03261288019536134,0.8195402241632167,0.6754413304274739,0.6449029848499277,0.7822755644211619
CSF1R,LCK,0.03239928440668068,0.044545719483540296,0.031032901420258222,0.223675539672779,0.2954239579359231,0.0259362985232697,0.4437271717237989
CSF1R,MAP2K1,-0.30451723751814036,-0.9253702992022882,-0.16614631058081586,-0.1472728591131095,-0.2311721956959049,-0.3332328412355213,-0.3680016977658425
CSF1R,MAPK1,0.05192529495625632,-0.005989564477869121,0.05720603036507037,-0.4615653062113587,-0.4317516100977916,-0.4204784197221555,-0.5700940232469361
CSF1R,MAPK14,0.19216492676654914,0.8109769463781127,0.12700236990563687,-0.1515131379629193,-0.151787546020071,-0.3264269412960535,-0.113225989531198
CSF1R,MAPKAPK2,-0.07044878623363719,-0.7018698787819889,-0.021625082374890418,-0.504843926918303,-0.3501235092612368,-0.5573325381871417,-0.5884062491629553
CSF1R,MET,-0.1275160184814016,0.2860703635639474,-0.18306412251509582,-0.1074246357978766,-0.0210871742699208,-0.022858291770631,-0.2272635949989701
CSF1R,PLK1,-0.012234993732311811,-0.2954073410080264,0.013945947835694236,-0.4136344747204715,-0.3655986064604272,-0.1217039718686991,-0.5642602128394739
CSF1R,ROCK1,-0.07640316796768891,-0.684475579203011,0.06904051979256183,-0.3950103397604529,-0.238628975321492,-0.1771558949370198,-0.4825967991782746
CSF1R,SRC,-0.01957917458215183,-0.28086236458404246,0.009133007641304503,0.0221646110862076,0.1135991395491707,0.2516183331287043,0.0436115719728586
EGFR,FGFR1,-0.11121410108816517,-0.7090609595779929,-0.07434941144529719,-0.2225216014406328,-0.1967902119787217,0.0286699574546439,-0.1547354640227731
EGFR,IGF1R,-0.0074967760438803205,-0.590551608124904,0.017488182435674904,-0.0583295069464254,0.0263209449159017,-0.0603539502396327,0.1187023730599405
EGFR,JAK2,0.006350784476172603,-0.4097052540949058,0.022716767208966145,-0.2472160793672857,-0.1320634823274522,0.0003465051537644,-0.2071562480779817
EGFR,KDR,-0.0487407410912009,-0.49761088895055516,-0.009701591574846607,-0.3176964364071139,-0.2442200298609555,-0.2560767648320342,-0.2724327029092834
EGFR,KIT,-0.07730661701991214,-0.44112307175729615,-0.05850525747235772,-0.352153760021027,-0.1613553456196252,-0.3265740323512505,-0.4292318382162304
EGFR,LCK,-0.05267085242391326,0.11298300627993287,-0.06638517556670281,0.1487355822501861,0.1971155426011707,0.0668273825793824,0.0503236564543983
EGFR,MAP2K1,0.11647203836102933,0.7287677695224529,0.04488694633657844,0.008954889774092,0.0979556870894151,0.0279875351644526,-0.0170158142155314
EGFR,MAPK1,-0.001183020554277635,0.16754572983078087,-0.007782408914498758,0.1852501358178543,-0.0344929955428507,0.0862932741608878,-0.0007022197358474
EGFR,MAPK14,-0.1369024060854721,-0.9468567725897121,-0.08841578522612546,0.0680811379479716,0.079733747585814,0.0339585341563452,0.0194095335190876
EGFR,MAPKAPK2,-0.0031666282995594544,0.1920707934434735,-0.011815493176415356,0.1357489480336936,0.0723701389172367,0.2500880970274899,0.0373201516376317
EGFR,MET,-0.023221580663959768,-0.31389846102987373,-0.0018998668099155034,-0.0808927195400586,-0.1730794828748847,-0.0111902658317063,-0.0377216270680546
EGFR,PLK1,-0.008218263696915395,0.7345016818454909,-0.04633070816691944,0.0325759827632823,-0.0498552588921606,-0.0593615839342859,0.1027972831485931
EGFR,ROCK1,-0.03151327935885897,0.51089466546566,-0.10561944584477906,-0.1064093293150616,-0.0952310287430108,-0.0599999624740094,-0.1159217472085774
EGFR,SRC,-0.08029247815161723,0.4179166365956649,-0.11062079216446186,0.1755587680201528,0.0919138044476108,-0.1257936828770807,0.2913776423096736
FGFR1,IGF1R,-0.2671703555365116,0.9339859092751367,-0.33023696827052346,0.0943653191480693,0.026083397518763,-0.0904967054212847,-0.1926482963102055
FGFR1,JAK2,-0.33973297754786225,0.36569008614487386,-0.3752204743203134,0.2057753167788257,0.0724347575342817,0.0807507341697216,0.2392605782399809
FGFR1,KDR,0.3955327341092215,0.8696462209209141,0.3474916891415401,0.3957577043850089,0.1360476423304202,-0.025593278590419,0.4151030998230895
FGFR1,KIT,0.2747557741881548,0.9000535877369269,0.2357665442578535,0.1257274378618294,-0.1375645787001829,-0.1639874317924645,0.2992750726208103
FGFR1,LCK,-0.21648200490414163,-0.5891594241253617,-0.18110599728474536,-0.093631742758471,-0.1128310143514577,-0.0402800536477559,0.2386136585296071
FGFR1,MAP2K1,-0.17075321776116056,-0.8980571530963364,-0.06556048015175564,-0.037676174564684,-0.1239937736254031,0.1188865463677609,-0.4005614555625207
FGFR1,MAPK1,-0.24124590551599007,0.544879406746456,-0.27888663862739255,-0.1066200520691646,-0.0405524579182227,0.1382064653006482,-0.3965425285249661
FGFR1,MAPK14,-0.04340982755157688,0.6312838485649852,-0.0924154316082353,-0.1894810554935022,-0.0962444420304461,0.0749948599657345,-0.2581688167986521
FGFR1,MAPKAPK2,-0.22788924675642014,-0.39233420299783817,-0.21981455383126872,-0.165310987876923,-0.1807085847530299,0.3736677622063198,-0.4461366234438204
FGFR1,MET,0.23060652434870835,0.7261805473086336,0.18698064020152663,-0.0663008405494466,0.0397658380576691,-0.0442861390040302,-0.1878897867695437
FGFR1,PLK1,-0.29407532893806104,-0.7970232758172818,-0.26329201792237444,-0.0665792942725919,0.0475238804039432,0.0685650754009405,-0.416803461125564
FGFR1,ROCK1,-0.31213205864568766,-0.9467858067819678,-0.22298052259406706,-0.0243084310294948,-0.0732571758545853,0.0254151941822573,-0.4176033905487266
FGFR1,SRC,-0.2685360330553617,-0.7826927919505933,-0.23081896065666002,0.0737467143360186,0.0113169619373203,-0.1597509955527614,0.1511285105358834
IGF1R,JAK2,0.18283165495961076,0.16296653553415055,0.1835546644524844,0.1168473917809172,-0.0396133531778194,0.1118670293903512,0.1671690141674847
IGF1R,KDR,-0.2552085811749783,0.9348716040536023,-0.34756302971485203,-0.169829219911782,-0.2360989823256299,-0.367438866159602,-0.3623776900022792
IGF1R,KIT,-0.191515314033724,0.7953085830317285,-0.23459304741240183,-0.3850058813905277,-0.3331799862411062,-0.2152085961818221,-0.3848275400679428
IGF1R,LCK,0.041933471858590324,-0.8168027130421908,0.09988372694490363,-0.3076735548674569,-0.3325950124299296,-0.3666085255923438,-0.2657747742920877
IGF1R,MAP2K1,-0.09013047419325439,-0.7082118712489321,-0.030450350450501817,0.0235472052277624,0.1506964567985879,0.2236437495688822,-0.0286577023735523
IGF1R,MAPK1,0.17972493524903108,0.6406437987590593,0.1650413357130604,0.4241868858537833,0.3136006821072852,0.190125878261832,0.2266270519641078
IGF1R,MAPK14,0.09727339522393441,0.4757028009286035,0.07861484031158682,-0.0740189832589766,0.0374618517895156,-0.0907417515984747,-0.4007632161724413
IGF1R,MAPKAPK2,0.025513513177665266,-0.17664650337700893,0.03286983040288481,0.2074405716471218,0.3039790713317609,0.1457375883152663,0.1642671631694214
IGF1R,MET,-0.156596164536668,0.8296797928611814,-0.21838000848681874,0.201083528928356,0.1660083812261222,-0.1177028971363859,0.0104899045129717
IGF1R,PLK1,0.05698333766546772,-0.8953020170234732,0.09782913670399809,0.3733939863706292,0.16883382247236,0.3336504447483823,0.3599870161517479
IGF1R,ROCK1,-0.007466894713602122,-0.8810521415544744,0.0893008304016068,0.1869877460559311,-0.0324933685322216,0.1215511144790273,0.12563118696215
IGF1R,SRC,0.0626821505963899,-0.939946082757768,0.11360599860121876,-0.3047246921393264,-0.1981372781411301,-0.3175479858889467,0.0829374403907982
JAK2,KDR,-0.3477854436017918,-0.03989381669293643,-0.3762581779974129,-0.1676275412678912,-0.1192208416087121,-0.3417566556922863,-0.0946639218127772
JAK2,KIT,-0.15244660898927356,0.5010192641102607,-0.17883396126713577,-0.1836961361721195,-0.1642320645307676,-0.304059090417389,0.0069602299934557
JAK2,LCK,0.11995365266332288,0.30161610279989964,0.1105997601161232,0.0008459213220763,-0.1994278092233876,-0.2034490697254602,-0.0169800165317768
JAK2,MAP2K1,-0.13583414009816783,-0.6078338196646679,-0.0986912628176463,0.1948459770585494,-0.0483115149571974,0.3180482138818379,-0.1741238409658708
JAK2,MAPK1,0.19323533083515768,-0.05803219457059159,0.2005846644647516,-0.1968655421755133,-0.0140725637104238,0.3246341412737765,-0.2277280570466202
JAK2,MAPK14,-0.009892535311889349,0.4817947127407221,-0.03264279058496079,-0.280759993039231,-0.2496079889622863,-0.028435394837262,-0.3424671659988898
JAK2,MAPKAPK2,0.12083640311625217,-0.10688951687083045,0.1286734274388097,-0.1384378795807502,-0.0862196301244485,0.3903820808710107,-0.2530169912308601
JAK2,MET,-0.2503917023652404,-0.24713418325415712,-0.25329277953586987,0.0268106832983785,0.0194376589238247,0.1288437144873071,-0.259251483835102
JAK2,PLK1,0.20779769703677678,-0.12606396613849205,0.2214225790086184,0.1066453853066225,0.0562316874270125,0.0252921957957221,-0.1492670266306407
JAK2,ROCK1,0.04360128778333376,-0.42411924289646025,0.09516508142339287,0.3610610289733451,0.2724218946017739,0.2790201520855929,0.0497407459648889
JAK2,SRC,0.07914343505404993,-0.037121311592530716,0.08496113444109367,0.009631605316782,-0.1155334025098458,-0.2447583857095615,0.1180649746360815
KDR,KIT,0.24368543977864035,0.7087971629281343,0.20475720647412052,0.7063853688570033,0.3760665375892502,0.3136800867451295,0.5928739025288052
KDR,LCK,-0.4415876436608283,-0.8515230058509027,-0.38543451081106067,-0.1974730578544273,0.102234805366719,0.2726285743308574,0.2880874347016279
KDR,MAP2K1,-0.2134216999843382,-0.6706498097102552,-0.11617142807142626,0.0023518091743588,-0.1620351777164533,-0.4616499110041971,-0.279851386039127
KDR,MAPK1,-0.18410901316732106,0.6552425343570051,-0.2436643986518046,-0.2625136829718726,-0.3817704017849552,-0.4862232285710012,-0.4945341993938089
KDR,MAPK14,-0.13014320441993485,0.41807247401176106,-0.187720282135057,-0.2234754680352479,-0.171496910057446,-0.1388984555153044,0.0721744364122968
KDR,MAPKAPK2,-0.1800768812041091,-0.36512306910308623,-0.1691723461007402,-0.2677863621071105,-0.3592829657314717,-0.5562732654576699,-0.4626751570674787
KDR,MET,0.4249697682050952,0.9635490863260238,0.357704917765721,-0.0665333295628337,0.0786113721837083,-0.1239682477118263,-0.130340972610661
KDR,PLK1,-0.3269098760790459,-0.7997425857973335,-0.28926188237955164,-0.2944674478540635,-0.2264644519351822,-0.2241970821731711,-0.4767939239855069
KDR,ROCK1,-0.3935320838963098,-0.8507965125048176,-0.2947483358949868,-0.2615906429265365,-0.2336460969495933,-0.2568962235593064,-0.3918670415928592
KDR,SRC,-0.4134867178045714,-0.9115341617702811,-0.36434648854732543,-0.270125638112196,0.0417937716475562,0.3233371779426897,0.0160963732662119
KIT,LCK,-0.24566576283744826,-0.48305185763677894,-0.22790729281626138,0.2167511002642737,0.2827626063675655,0.1869808148458013,0.3101313110562578
KIT,MAP2K1,-0.2369515777449253,-0.8593882980262384,-0.1683823620735387,-0.1458425279568768,-0.1953773559250013,-0.4671885878948663,-0.2397726593616318
KIT,MAPK1,-0.09079317880216341,0.6899076903677052,-0.12140001430339886,-0.5150523684866889,-0.3903588529238119,-0.4897097695238733,-0.4225596817029005
KIT,MAPK14,-0.09799617861705974,0.3796795254007927,-0.12719573313794094,-0.1667613998782066,-0.1481684471083953,-0.2582446622530571,-0.0152578113063675
KIT,MAPKAPK2,-0.14968209690798276,-0.4409872894607535,-0.13674879226678827,-0.5512250606744894,-0.3011896090739295,-0.5841411291808856,-0.4858674012587061
KIT,MET,0.12718868428484395,0.5861594012948966,0.09333849702429316,-0.2378357534492328,-0.069905659637057,-0.0963916343284907,-0.2863002969184736
KIT,PLK1,-0.16028228124505728,-0.5387587331483336,-0.1404726102584071,-0.4436398523749458,-0.3512665160295247,-0.3608354727756144,-0.4867883832898252
KIT,ROCK1,-0.29676171458798406,-0.9594010083460873,-0.22350315012794972,-0.4486976274734535,-0.2870979480164075,-0.3586177696835055,-0.3814516696562215
KIT,SRC,-0.30934254888409407,-0.6484564756639523,-0.2885075704728153,0.0194710660229132,0.1092082042751467,0.3739401560670568,-0.0978029609037374
LCK,MAP2K1,0.05075000457148511,0.2496250393842583,0.012074192228883344,0.0113505238839309,-0.1174790754844052,-0.5340745877092313,-0.2308262517559079
LCK,MAPK1,-0.09101712580942921,-0.7592089821734102,-0.052308477348321426,-0.5639159419358706,-0.4166818024110217,-0.5291707292688473,-0.7362166936819207
LCK,MAPK14,0.14335632392180767,0.0058014886806221164,0.15669303401608567,-0.0528517383085829,-0.05290134649003,-0.0169915796446842,-0.0603235624650962
LCK,MAPKAPK2,0.011985797181695505,0.006537458051275514,0.012645357046265597,-0.6345105647143405,-0.3336780580676374,-0.4238696671333173,-0.7315830042543181
LCK,MET,-0.3950569311296442,-0.8847399127092419,-0.3390921091898769,-0.0630782826412839,-0.0712174794209232,0.0643970595650253,-0.1066745628105684
LCK,PLK1,0.1304570434852568,0.6904536499376499,0.08662876839806648,-0.4244966807684837,-0.3150399457424317,-0.2706128221134544,-0.6921815801460008
LCK,ROCK1,0.19763056262707315,0.6062300411671107,0.11682772730728493,-0.4878813094332867,-0.302891569141385,-0.323966255810721,-0.6225461809655787
LCK,SRC,0.48432403228657483,0.9198162662334749,0.4446990479293919,0.7353634619447899,0.5253865424937145,0.7276579217418608,0.632196920883472
MAP2K1,MAPK1,-0.17456089212459133,-0.3072919929033057,-0.17365177943801074,-0.1808076308301233,0.1615929812509395,0.9399390197881862,0.2551973105855691
MAP2K1,MAPK14,-0.05175201662004539,-0.7567935851765871,0.05063697316144976,-0.2614836750470504,-0.0907258602059777,0.0611644853891636,0.0670923079541182
MAP2K1,MAPKAPK2,0.03207950077535992,0.6152672885013852,-0.029422911824530416,-0.0103493941417498,0.0557650555822567,0.4835901442777048,0.3170190213688952
MAP2K1,MET,-0.11873521687934467,-0.516740042388204,-0.04911577926094317,0.0498787821258758,-0.0898481186129135,0.0864335109684943,0.1629866566967682
MAP2K1,PLK1,0.038301790410089624,0.5469158439402786,-0.02428247561937709,-0.0741582765068754,0.1244411434609525,0.1234155702749389,0.2042497768169123
MAP2K1,ROCK1,0.29328893110246035,0.8897702284888361,0.0973467082016957,0.0716916230779901,-0.0153911065930126,0.4001839698481159,0.208105516947251
MAP2K1,SRC,0.12209197462697197,0.5305654143641599,0.06520720368990772,-0.0017807442564268,-0.0771614324097086,-0.4698935682755797,-0.1422696308232301
MAPK1,MAPK14,-0.18951425327736454,-0.29413184839969686,-0.18553641322256925,0.3110098638048481,0.0032732876314187,0.1216017818979009,0.1365342364460157
MAPK1,MAPKAPK2,0.07387035407763326,-0.13245996672183405,0.08065682720253613,0.7918455101999012,0.4264733995153016,0.5536491637471652,0.8839123939720626
MAPK1,MET,-0.07845012145574044,0.6685250930203924,-0.12040664224218374,0.0590444064892152,-0.0009987455144276,0.0584419140466573,0.1511243880919246
MAPK1,PLK1,0.11515644526058713,-0.36443427134108697,0.1337327427547913,0.4078858929781626,0.2260325757348843,0.1446393360174602,0.8029116368802144
MAPK1,ROCK1,-0.09381867398803792,-0.6873451094563849,-0.04163085550601024,0.1980961183046781,0.0644594704066956,0.3661500552526062,0.5459751687134162
MAPK1,SRC,-0.04068328518474781,-0.6410388519061545,-0.013570044416817023,-0.4502561476955193,-0.3009998632751859,-0.4808844617386256,-0.5855301415051131
MAPK14,MAPKAPK2,-0.0731968443934315,-0.3633778948982902,-0.058309409212297006,0.2612255984025998,0.0735177620315633,0.2619979283414165,0.2235896506724037
MAPK14,MET,-0.17940720643745275,0.2528691258297225,-0.21690408671197486,-0.099557604805649,-0.0868628974173889,-0.0320064985110954,0.0091701122358468
MAPK14,PLK1,-0.10363743923906324,-0.567531174818714,-0.07584915271535479,-0.0056598601969781,-0.0867904768597477,-0.0482195671591631,0.0031911607545155
