target_a,target_b,docking_local_20_centered_correlation,docking_all_58_centered_then_extract_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_centered_correlation
AKT1,MAPK1,-0.04747893684665581,0.04287532525681743,0.49594522408455755,0.35454962943178003,0.26474705895720424,0.7587531489675203
AKT1,MAPK14,-0.12225543279198997,-0.03761525349082922,0.11597665361776534,-0.04012697434733213,0.06754229515033941,0.17171010400417083
AKT1,MAPKAPK2,0.0828260079497171,0.21150520192399058,0.58527207920848,0.21292354166515468,0.531964203667623,0.7240460338587361
AKT1,MET,-0.18260925851017806,-0.12067916678417129,-0.019902454197614623,-0.1639028155531148,-0.07545587453857897,0.0672927603615367
AKT1,PLK1,0.1196717206129548,0.22584301885442526,0.20237721133184453,0.14543703429855917,0.09683867958616153,0.5918291757055631
AKT1,ROCK1,0.4445822937964307,0.5152899062619265,0.5508640355752609,0.36148469771907843,0.3354474000478611,0.7391734082487404
AKT1,SRC,0.13436953424102738,0.2434226331788766,-0.37813347956870264,-0.30280791994948353,-0.5091623611080522,-0.569591552281479
AKT2,CDK2,0.005362635327267141,0.15340887797976838,0.3744659342623898,0.12534316906528375,-0.18299409049525345,0.45001455767560405
AKT2,CSF1R,-0.12168384046648931,-0.010882837419035512,-0.416041283977248,-0.3414080581587303,-0.4499125407890878,-0.5505770194502154
AKT2,EGFR,-0.1273724602903926,0.04245390224936722,0.040211866608778866,-0.004616777330841287,0.08150330469495769,-0.054964256971017166
AKT2,FGFR1,-0.10220334461159887,-0.0030871889686392316,-0.17502840237062936,-0.009880586459347217,0.10622673523349442,-0.4115791765358117
AKT2,IGF1R,-0.10239798430909737,-0.02112400393808389,0.12419747961128765,0.16973666176323884,0.02116782786620208,0.06087994120520692
AKT2,JAK2,-0.11728541511394805,0.018325659956646936,-0.1430519361585755,0.009230445437766209,0.15143193428672116,-0.23801841216891056
AKT2,KDR,-0.13382874692317387,-0.10186822735313049,-0.2485822785542959,-0.37436148490411764,-0.0929824285776985,-0.4349422713611585
AKT2,KIT,-0.10561676356896231,0.04107294405732099,-0.4530902049542426,-0.35063708013137773,-0.4728761793297178,-0.3527393741122114
AKT2,LCK,0.02079612894833526,0.1878449695048541,-0.5385583830171794,-0.36936825990668243,-0.40540788380335646,-0.6845233601947582
AKT2,MAP2K1,0.05415656382446735,0.1920674750814714,-0.10713522623174955,-0.04067835535140086,0.2209783260886415,0.32100349014072954
AKT2,MAPK1,-0.024211283177804497,0.08280112956357726,0.5153993286575239,0.35235816383524393,0.2688247410698677,0.7510759654298311
AKT2,MAPK14,-0.11888136708036945,-0.015121230245688067,0.12032301752163105,-0.008642613288244632,0.06489791645103771,0.1129025743473273
AKT2,MAPKAPK2,0.007043159981231147,0.1746128345498234,0.6236116779914281,0.37003289502069436,0.5299210268560269,0.749260942979729
AKT2,MET,-0.12604315934187824,-0.05262975905317765,-0.021569449618994107,-0.14008199034943808,-0.07504863345146522,0.08234799777931164
AKT2,PLK1,-0.01548084358746863,0.13151943092825139,0.21450271828726664,0.10158398787557187,0.10115143051227518,0.6138879937775833
AKT2,ROCK1,0.18945743117850838,0.3132090022874967,0.477754607160799,0.2561747815246255,0.3059962701407519,0.7102169832253499
AKT2,SRC,0.049274646731343096,0.19318643710104172,-0.4094513491546162,-0.29217716211928935,-0.5035177753283872,-0.5206598032980576
CDK2,CSF1R,-0.008503438111213985,0.059173265172832515,-0.36516959215360745,-0.3627046473800616,0.0684209925071733,-0.3940418397828209
CDK2,EGFR,0.05958065308163328,0.17890370035890832,-0.010852366669977869,-0.10588341460108362,-0.223883136283895,0.04149675211399765
CDK2,FGFR1,-0.3669956672883681,-0.27255784188438525,-0.08268485772048577,-0.017372903055597654,-0.24331477720592676,-0.33087461607530905
CDK2,IGF1R,0.12966087600708873,0.15986330558150935,0.12554061116200896,0.20935021347168448,-0.02303453240882478,0.20781123561289702
CDK2,JAK2,0.22601874451369303,0.29616782932094754,-0.06417654682645162,0.029398569938928726,0.008024906444546837,-0.007869886059185318
CDK2,KDR,-0.33580087505516604,-0.3238756152762201,-0.21557831123267834,-0.17336813528614775,-0.009603812641431253,-0.45819141751674397
CDK2,KIT,-0.25919654949022564,-0.11940769092695509,-0.41845953976131556,-0.2312067840260967,0.16689000819534494,-0.36481686518547723
CDK2,LCK,0.1129424673107106,0.2429742873543429,-0.4518214064892807,-0.28710681778827046,-0.23264696498593057,-0.5271406397422052
CDK2,MAP2K1,0.03188102623783721,0.15404098549163012,0.009042746952277877,0.030151864050867807,0.22311136045556468,0.10793214948112995
CDK2,MAPK1,0.1805911785141979,0.23975307520847855,0.3633455072483989,0.2678178098996101,0.17342069294055307,0.5495304388303887
CDK2,MAPK14,-0.05732651202132656,0.0026737111043930936,0.07184502845481287,-0.017832760998430435,-0.2795376191779615,-0.10614878747423949
CDK2,MAPKAPK2,0.18397248605979913,0.29467625936157993,0.5693509700344416,0.21139953515958257,-0.19169758772748155,0.5447240170165624
CDK2,MET,-0.2447233873345803,-0.19966183727207698,-0.028859555582190236,0.02349598117029082,-0.017892295288750908,0.1474654921606405
CDK2,PLK1,0.11309988562736728,0.21754227820152308,0.18202309995665636,0.1762677723441639,-0.17272585553811604,0.6310771899568752
CDK2,ROCK1,0.1621452270536581,0.2699592644802088,0.3867061060643182,-0.06296889511514184,-0.06687978061656907,0.46092612930993604
CDK2,SRC,0.09616768640847381,0.2083552805336472,-0.3388874731592152,-0.16594332439458995,-0.01782560355342673,-0.39031027966107745
CSF1R,EGFR,-0.21306842542259688,-0.115423292106322,-0.3509829182921262,-0.1808132166182901,-0.3283835619029959,-0.43367296653369053
CSF1R,FGFR1,-0.10666716603359776,-0.06709713692161905,-0.1007409249315613,-0.0808005381785757,-0.184421452289865,0.4025969291456566
CSF1R,IGF1R,0.10786034068611058,0.11311962604291384,-0.3321086638182632,-0.31921596610050545,0.04828765756563808,-0.23836517759914347
CSF1R,JAK2,0.12821502822553404,0.17181497569050638,-0.1947565746497631,-0.1837727263141867,-0.23971979189524,0.10074419965350707
CSF1R,KDR,-0.1551668682907852,-0.17223929821657014,0.48526510937381195,0.48507837989833846,0.1783701020080872,0.49733724782477445
CSF1R,KIT,0.0855394446801429,0.15034317370764574,0.8195402241632167,0.6754413304274739,0.6449029848499277,0.7822755644211619
CSF1R,LCK,0.03236207622897269,0.12326345218564749,0.223675539672779,0.2954239579359231,0.025936298523269764,0.44372717172379894
CSF1R,MAP2K1,-0.3045412036895258,-0.19851261135232365,-0.1472728591131095,-0.2311721956959049,-0.3332328412355213,-0.3680016977658425
CSF1R,MAPK1,0.05191436466305783,0.08648952189860977,-0.4615653062113587,-0.4317516100977916,-0.42047841972215555,-0.5700940232469361
CSF1R,MAPK14,0.19221996500833197,0.20894094912211575,-0.15151313796291935,-0.15178754602007102,-0.32642694129605354,-0.11322598953119808
CSF1R,MAPKAPK2,-0.07047615328261381,0.017960024067393804,-0.504843926918303,-0.3501235092612368,-0.5573325381871417,-0.5884062491629553
CSF1R,MET,-0.1274896499368941,-0.12077280923325459,-0.1074246357978766,-0.021087174269920846,-0.022858291770631034,-0.2272635949989701
CSF1R,PLK1,-0.012284537807345626,0.06001651516601973,-0.41363447472047155,-0.36559860646042724,-0.12170397186869915,-0.5642602128394739
CSF1R,ROCK1,-0.07643893023350525,0.010795328511136012,-0.3950103397604529,-0.23862897532149205,-0.1771558949370198,-0.4825967991782746
CSF1R,SRC,-0.01960908146888046,0.05798673772487832,0.02216461108620768,0.11359913954917077,0.2516183331287043,0.04361157197285862
EGFR,FGFR1,-0.11117939229112066,-0.027579592343437043,-0.22252160144063282,-0.19679021197872174,0.02866995745464393,-0.15473546402277316
EGFR,IGF1R,-0.0075292437046399355,0.047414047435218876,-0.05832950694642542,0.026320944915901773,-0.0603539502396327,0.11870237305994051
EGFR,JAK2,0.006302802299013143,0.10769719776747712,-0.24721607936728576,-0.1320634823274522,0.00034650515376443125,-0.20715624807798177
EGFR,KDR,-0.048686810535425874,-0.035098143088475774,-0.3176964364071139,-0.24422002986095553,-0.25607676483203423,-0.2724327029092834
EGFR,KIT,-0.07726182039257708,0.04756348645930035,-0.35215376002102705,-0.16135534561962525,-0.32657403235125054,-0.42923183821623045
EGFR,LCK,-0.052697876413252985,0.10554253505227118,0.14873558225018613,0.1971155426011707,0.06682738257938244,0.05032365645439837
EGFR,MAP2K1,0.11645394449164606,0.23034304898962826,0.008954889774092015,0.0979556870894151,0.02798753516445269,-0.017015814215531402
EGFR,MAPK1,-0.0011838920535571006,0.08477763039576856,0.18525013581785432,-0.034492995542850714,0.08629327416088783,-0.0007022197358474772
EGFR,MAPK14,-0.13689744997386089,-0.05420609031339241,0.06808113794797162,0.07973374758581407,0.033958534156345206,0.019409533519087696
EGFR,MAPKAPK2,-0.003213831161597462,0.14252468428137272,0.13574894803369364,0.07237013891723679,0.2500880970274899,0.03732015163763177
EGFR,MET,-0.02316441216545569,0.02538138362740899,-0.08089271954005862,-0.17307948287488478,-0.011190265831706396,-0.03772162706805464
EGFR,PLK1,-0.008235671742591422,0.11782912421124515,0.03257598276328238,-0.04985525889216063,-0.0593615839342859,0.10279728314859315
EGFR,ROCK1,-0.031541367037114985,0.10608323135831042,-0.10640932931506167,-0.09523102874301088,-0.059999962474009495,-0.11592174720857747
EGFR,SRC,-0.08032261195457553,0.06124917386722705,0.1755587680201528,0.09191380444761084,-0.12579368287708076,0.29137764230967367
FGFR1,IGF1R,-0.2671466318624631,-0.24861770411992673,0.09436531914806937,0.026083397518763,-0.09049670542128475,-0.1926482963102055
FGFR1,JAK2,-0.3396411295442495,-0.2701022255964543,0.20577531677882577,0.07243475753428173,0.08075073416972163,0.2392605782399809
FGFR1,KDR,0.39543495605564594,0.38786078159250287,0.3957577043850089,0.13604764233042022,-0.025593278590419082,0.41510309982308957
FGFR1,KIT,0.27462493669893084,0.32069498610015496,0.12572743786182947,-0.13756457870018296,-0.16398743179246453,0.2992750726208103
FGFR1,LCK,-0.21641296103009836,-0.10727167651212378,-0.09363174275847101,-0.11283101435145772,-0.04028005364775598,0.23861365852960714
FGFR1,MAP2K1,-0.1707304012193431,-0.08234020763365538,-0.037676174564684056,-0.12399377362540318,0.11888654636776093,-0.4005614555625207
FGFR1,MAPK1,-0.24121566110808812,-0.19173199702379906,-0.10662005206916464,-0.040552457918222776,0.13820646530064823,-0.39654252852496613
FGFR1,MAPK14,-0.043491867969047825,-0.014119109591646722,-0.1894810554935022,-0.09624444203044619,0.07499485996573459,-0.25816881679865217
FGFR1,MAPKAPK2,-0.22789624371821796,-0.12703553614824367,-0.16531098787692308,-0.1807085847530299,0.3736677622063198,-0.4461366234438204
FGFR1,MET,0.23057140132093973,0.24219315287400056,-0.06630084054944667,0.03976583805766915,-0.04428613900403024,-0.18788978676954374
FGFR1,PLK1,-0.2940005966831332,-0.20312119747399165,-0.06657929427259195,0.04752388040394326,0.0685650754009405,-0.416803461125564
FGFR1,ROCK1,-0.3121061604483873,-0.20993900461301332,-0.02430843102949487,-0.07325717585458538,0.02541519418225732,-0.41760339054872664
FGFR1,SRC,-0.26848175936487606,-0.17398127312127148,0.07374671433601865,0.011316961937320348,-0.15975099555276143,0.1511285105358834
IGF1R,JAK2,0.18282179677980892,0.20155863801356352,0.11684739178091726,-0.03961335317781946,0.11186702939035122,0.16716901416748475
IGF1R,KDR,-0.2552032804123789,-0.2951921194511832,-0.16982921991178204,-0.23609898232562992,-0.367438866159602,-0.36237769000227926
IGF1R,KIT,-0.19144960349723752,-0.13499124594080344,-0.38500588139052777,-0.33317998624110623,-0.2152085961818221,-0.38482754006794284
IGF1R,LCK,0.041976947531900684,0.10562477592860336,-0.3076735548674569,-0.3325950124299296,-0.36660852559234386,-0.2657747742920877
IGF1R,MAP2K1,-0.09013080605713272,-0.026171573804568957,0.023547205227762456,0.15069645679858795,0.2236437495688822,-0.028657702373552342
IGF1R,MAPK1,0.17967303745709567,0.18834233170537615,0.4241868858537833,0.3136006821072852,0.19012587826183205,0.2266270519641078
IGF1R,MAPK14,0.09731395348922699,0.09027371246984515,-0.07401898325897666,0.037461851789515624,-0.09074175159847471,-0.40076321617244137
IGF1R,MAPKAPK2,0.02551002896900086,0.07330214164117965,0.2074405716471218,0.30397907133176094,0.1457375883152663,0.1642671631694214
IGF1R,MET,-0.15662466116266438,-0.17647030306115744,0.20108352892835607,0.1660083812261222,-0.11770289713638596,0.010489904512971776
IGF1R,PLK1,0.05700711370644555,0.09862837579726663,0.3733939863706292,0.16883382247236,0.3336504447483823,0.3599870161517479
IGF1R,ROCK1,-0.007516710368203909,0.04775797069004093,0.18698774605593113,-0.03249336853222165,0.12155111447902735,0.12563118696215006
IGF1R,SRC,0.06267647117439717,0.10760877494506332,-0.30472469213932646,-0.1981372781411301,-0.3175479858889467,0.08293744039079827
JAK2,KDR,-0.34767564929257244,-0.34826155518655316,-0.1676275412678912,-0.11922084160871213,-0.3417566556922863,-0.09466392181277729
JAK2,KIT,-0.15231880576153364,-0.04926934821903791,-0.18369613617211955,-0.16423206453076766,-0.304059090417389,0.00696022999345576
JAK2,LCK,0.1198217620412278,0.22364259050542484,0.0008459213220763493,-0.19942780922338763,-0.20344906972546023,-0.016980016531776866
JAK2,MAP2K1,-0.13588539936295593,-0.02023084014691868,0.19484597705854947,-0.04831151495719745,0.31804821388183796,-0.17412384096587086
JAK2,MAPK1,0.19324031143309778,0.23809397528314913,-0.19686554217551339,-0.014072563710423891,0.3246341412737765,-0.2277280570466202
JAK2,MAPK14,-0.009810116164701248,0.03069540271334163,-0.280759993039231,-0.24960798896228634,-0.028435394837262026,-0.3424671659988898
JAK2,MAPKAPK2,0.1208542973087357,0.21492055025466475,-0.1384378795807502,-0.08621963012444855,0.39038208087101073,-0.2530169912308601
JAK2,MET,-0.2503498746782881,-0.22231765808116935,0.026810683298378598,0.01943765892382471,0.12884371448730716,-0.25925148383510205
JAK2,PLK1,0.20768395518448163,0.2817923293854862,0.10664538530662258,0.05623168742701256,0.025292195795722144,-0.1492670266306407
JAK2,ROCK1,0.04354843743645952,0.14221569903744502,0.36106102897334513,0.27242189460177396,0.2790201520855929,0.04974074596488896
JAK2,SRC,0.07905996573756371,0.17015951105154487,0.009631605316782066,-0.11553340250984584,-0.24475838570956157,0.11806497463608152
KDR,KIT,0.24356767372135849,0.24453896477341366,0.7063853688570033,0.3760665375892502,0.31368008674512954,0.5928739025288052
KDR,LCK,-0.44152514628922795,-0.3916806002601028,-0.19747305785442734,0.10223480536671901,0.2726285743308574,0.28808743470162795
KDR,MAP2K1,-0.21340702454929134,-0.18705591463870236,0.0023518091743588592,-0.16203517771645332,-0.46164991100419717,-0.279851386039127
KDR,MAPK1,-0.18413164744236057,-0.1977011921550868,-0.26251368297187266,-0.38177040178495525,-0.4862232285710012,-0.49453419939380894
KDR,MAPK14,-0.13021699865114542,-0.15878852429627688,-0.2234754680352479,-0.17149691005744605,-0.1388984555153044,0.0721744364122968
KDR,MAPKAPK2,-0.18005904111355617,-0.16489971220555522,-0.26778636210711054,-0.3592829657314717,-0.5562732654576699,-0.46267515706747875
KDR,MET,0.4249341523717592,0.40668851624601576,-0.06653332956283371,0.07861137218370838,-0.12396824771182635,-0.130340972610661
KDR,PLK1,-0.32681383177616335,-0.30777154868126544,-0.2944674478540635,-0.22646445193518225,-0.22419708217317114,-0.4767939239855069
KDR,ROCK1,-0.39352889318151546,-0.3610049629982768,-0.2615906429265365,-0.23364609694959332,-0.25689622355930647,-0.39186704159285923
KDR,SRC,-0.41345080165878206,-0.38589590794565926,-0.270125638112196,0.0417937716475562,0.3233371779426897,0.016096373266211956
KIT,LCK,-0.24560636460154703,-0.07992166527239387,0.2167511002642737,0.28276260636756556,0.18698081484580134,0.31013131105625785
KIT,MAP2K1,-0.2369400484291613,-0.09680352760556507,-0.14584252795687686,-0.1953773559250013,-0.4671885878948663,-0.23977265936163186
KIT,MAPK1,-0.09075322989105976,-0.008489830714110426,-0.5150523684866889,-0.39035885292381195,-0.4897097695238733,-0.42255968170290054
KIT,MAPK14,-0.09806103003806078,-0.028160386020651285,-0.16676139987820665,-0.14816844710839533,-0.25824466225305714,-0.015257811306367561
KIT,MAPKAPK2,-0.14966443821783298,-0.002379414800049079,-0.5512250606744894,-0.3011896090739295,-0.5841411291808856,-0.4858674012587061
KIT,MET,0.12714499946947463,0.16311803597727248,-0.23783575344923286,-0.06990565963705704,-0.09639163432849074,-0.2863002969184736
KIT,PLK1,-0.16020160379445272,-0.03264933282259942,-0.44363985237494585,-0.3512665160295247,-0.36083547277561445,-0.48678838328982527
KIT,ROCK1,-0.29673269920967504,-0.14425497224923106,-0.4486976274734535,-0.2870979480164075,-0.3586177696835055,-0.3814516696562215
KIT,SRC,-0.30929336729478646,-0.15819171161771753,0.01947106602291329,0.10920820427514673,0.37394015606705683,-0.09780296090373743
LCK,MAP2K1,0.05072218075558198,0.1895404164330806,0.011350523883930928,-0.1174790754844052,-0.5340745877092313,-0.23082625175590799
LCK,MAPK1,-0.09095516702463326,0.01963791412454064,-0.5639159419358706,-0.41668180241102176,-0.5291707292688473,-0.7362166936819207
LCK,MAPK14,0.14340419623665976,0.21748659097370457,-0.052851738308582905,-0.05290134649003001,-0.016991579644684257,-0.0603235624650962
LCK,MAPKAPK2,0.012011716683870254,0.1769137447151672,-0.6345105647143405,-0.3336780580676374,-0.4238696671333173,-0.7315830042543181
LCK,MET,-0.39500327366758897,-0.30437227882380524,-0.06307828264128396,-0.07121747942092328,0.06439705956502535,-0.1066745628105684
LCK,PLK1,0.13026965259815224,0.254866386567241,-0.42449668076848374,-0.31503994574243177,-0.27061282211345444,-0.6921815801460008
LCK,ROCK1,0.1976296695136498,0.31958167775917057,-0.4878813094332867,-0.30289156914138504,-0.323966255810721,-0.6225461809655787
LCK,SRC,0.4842583057800736,0.5615190151654983,0.7353634619447899,0.5253865424937145,0.7276579217418608,0.632196920883472
MAP2K1,MAPK1,-0.17456339927025427,-0.07257394396902306,-0.18080763083012338,0.16159298125093952,0.9399390197881862,0.25519731058556916
MAP2K1,MAPK14,-0.051764165572423915,0.02803406157042211,-0.26148367504705045,-0.0907258602059777,0.06116448538916366,0.06709230795411822
MAP2K1,MAPKAPK2,0.03205456164677795,0.1709919078931233,-0.010349394141749856,0.05576505558225675,0.48359014427770486,0.31701902136889526
MAP2K1,MET,-0.11871170220631869,-0.06091144024165092,0.049878782125875855,-0.08984811861291356,0.08643351096849435,0.1629866566967682
MAP2K1,PLK1,0.03827332487314216,0.15688497015667513,-0.07415827650687547,0.12444114346095257,0.12341557027493891,0.20424977681691237
MAP2K1,ROCK1,0.2932803238443217,0.3856444922660845,0.07169162307799011,-0.015391106593012648,0.40018396984811594,0.20810551694725102
MAP2K1,SRC,0.12208020581207933,0.23547926945472045,-0.0017807442564268005,-0.07716143240970869,-0.4698935682755797,-0.14226963082323016
MAPK1,MAPK14,-0.18942811307718524,-0.15902360096749885,0.3110098638048481,0.003273287631418703,0.1216017818979009,0.13653423644601573
MAPK1,MAPKAPK2,0.07389520915099056,0.1550636036337505,0.7918455101999012,0.4264733995153016,0.5536491637471652,0.8839123939720626
MAPK1,MET,-0.07854060815021845,-0.06777348226583503,0.05904440648921526,-0.0009987455144276282,0.05844191404665736,0.15112438809192463
MAPK1,PLK1,0.11517403362765687,0.18326981434492515,0.4078858929781626,0.2260325757348843,0.1446393360174602,0.8029116368802144
MAPK1,ROCK1,-0.0938100813770778,0.0013329199986677424,0.1980961183046781,0.06445947040669564,0.36615005525260624,0.5459751687134162
MAPK1,SRC,-0.0406671049261374,0.0450141055471397,-0.4502561476955193,-0.30099986327518596,-0.4808844617386256,-0.5855301415051131
MAPK14,MAPKAPK2,-0.07320925614111036,0.004296408115676025,0.2612255984025998,0.07351776203156336,0.26199792834141655,0.22358965067240377
MAPK14,MET,-0.17943024490873435,-0.18598548227624848,-0.09955760480564901,-0.08686289741738898,-0.032006498511095494,0.009170112235846893
MAPK14,PLK1,-0.10358364970499952,-0.03407127778925517,-0.005659860196978134,-0.08679047685974778,-0.04821956715916313,0.003191160754515562
MAPK14,ROCK1,0.041282473118067965,0.1117486924026731,-0.18169244545293198,-0.10891564725014989,-0.07946264720534775,0.04866988372449337
MAPK14,SRC,0.08530635494484358,0.1468441393649916,-0.0021711629436482484,-0.07503733578159197,-0.20722192226702912,-0.2732439194654332
MAPKAPK2,MET,-0.14114450545537954,-0.08733623362300516,0.04960115597400506,0.006357927010392866,0.13258367117117303,0.157193265802694
MAPKAPK2,PLK1,0.04029335636459452,0.17089255148516616,0.3726718588483996,0.13704228690772166,0.2682626631790705,0.8059232319105119
MAPKAPK2,ROCK1,0.03777639103512128,0.17928565720858064,0.3044240158389433,0.112640654101905,0.24207516036408708,0.5433206894388922
MAPKAPK2,SRC,0.019240882019240554,0.15964841978513478,-0.4813130741254508,-0.34918715337194206,-0.6229703131880012,-0.5480246453471207
MET,PLK1,-0.21977352964435332,-0.16928936380524853,-0.01583394455300982,0.006743516610227169,-0.03534040692153253,0.05869201339465593
MET,ROCK1,-0.29352868445260794,-0.22749878336824617,-0.0961027276625115,-0.18951605886979303,0.048538417043994184,-0.006675369677830521
MET,SRC,-0.3282172700233888,-0.26628924691410416,-0.11572325942056844,-0.1161723273792884,-0.10530759942788032,-0.11558553125711833
PLK1,ROCK1,0.10218447297201277,0.21585068260358056,0.307751278249479,0.08992637946181978,0.06609863323971703,0.5373922688982024
PLK1,SRC,0.16749172688676078,0.2702570909768222,-0.23787680140575782,-0.23536893982536475,-0.29718492944086705,-0.48255802520215235
ROCK1,SRC,0.22620181411474838,0.32895532018220275,-0.3645792621224028,-0.20300011231707032,-0.3868969920853187,-0.4634423124123283
