target_a,target_b,full_residual_correlation,normalized_low_mode_correlation,communality_weighted_spectral_kernel
EGFR,JAK2,0.00630280229901272,0.124063984909476,0.0631868657975391
EGFR,KDR,-0.0486868105354267,0.0599506427743795,0.0365930620799335
EGFR,KIT,-0.0772618203925745,-0.397202948246772,-0.176844617950094
EGFR,LCK,-0.0526978764132433,-0.040374933558454,-0.0258837603610461
EGFR,MAP2K1,0.116453944491653,0.423601410150827,0.250098173265873
EGFR,MAPK1,-0.00118389205355332,0.0175248607661109,0.00953469943903352
EGFR,MAPK14,-0.136897449973861,-0.255822370180183,-0.159083128099696
EGFR,MAPKAPK2,-0.00321383116161036,0.306151126501341,0.0927242076693369
EGFR,MET,-0.0231644121654559,0.188322257368155,0.0975457688639259
EGFR,PLK1,-0.00823567174259166,0.131498164078265,0.0570449395758893
EGFR,ROCK1,-0.031541367037118,-0.166015460273252,-0.0960456431001287
EGFR,SRC,-0.0803226119545741,-0.028000304821722,-0.0162550442347868
FGFR1,IGF1R,-0.267146631862464,-0.656540969942669,-0.331927142028013
FGFR1,JAK2,-0.339641129544248,-0.761748303518208,-0.374291828294762
FGFR1,KDR,0.395434956055648,0.876484153835548,0.516139075689352
FGFR1,KIT,0.274624936698927,0.809468283807137,0.347693829373891
FGFR1,LCK,-0.216412961030099,-0.291996792686896,-0.180597358237396
FGFR1,MAP2K1,-0.170730401219344,-0.267676012301111,-0.152468574033844
FGFR1,MAPK1,-0.24121566110809,-0.55828418135736,-0.293039062395111
FGFR1,MAPK14,-0.0434918679690465,-0.0183166030660374,-0.0109887501787936
FGFR1,MAPKAPK2,-0.22789624371821,-0.82220031542509,-0.240244066626109
FGFR1,MET,0.230571401320941,0.667528971854303,0.333575900288345
FGFR1,PLK1,-0.294000596683139,-0.714816911413694,-0.299164471633014
FGFR1,ROCK1,-0.312106160448386,-0.596141546200911,-0.332733315116782
FGFR1,SRC,-0.268481759364876,-0.41279885821387,-0.23119670813864
IGF1R,JAK2,0.18282179677981,0.690754889951556,0.316214006618371
IGF1R,KDR,-0.25520328041238,-0.454274163999326,-0.249229240434791
IGF1R,KIT,-0.191449603497238,-0.426556630556397,-0.170699452592577
IGF1R,LCK,0.0419769475319017,-0.0219076161153677,-0.0126237015798345
IGF1R,MAP2K1,-0.0901308060571371,-0.132542484386277,-0.0703370705761895
IGF1R,MAPK1,0.179673037457099,0.441308446423165,0.215809579423131
IGF1R,MAPK14,0.0973139534892292,0.492435018102772,0.275239385884623
IGF1R,MAPKAPK2,0.0255100289689949,0.351754873130792,0.0957576411724153
IGF1R,MET,-0.156624661162665,-0.274992618871458,-0.128027678153227
IGF1R,PLK1,0.0570071137064496,0.126202385525414,0.0492086042248276
IGF1R,ROCK1,-0.0075167103681997,0.112070468175153,0.0582768902028113
IGF1R,SRC,0.0626764711743918,-0.0218799616784029,-0.0114168948425045
JAK2,KDR,-0.347675649292577,-0.676226150274062,-0.36057103214269
JAK2,KIT,-0.152318805761534,-0.417194243649373,-0.162260068281557
JAK2,LCK,0.119821762041228,0.319875140057901,0.179138940754012
JAK2,MAP2K1,-0.135885399362959,-0.340666475945191,-0.175701910382568
JAK2,MAPK1,0.193240311433099,0.770219797903614,0.366067414596473
JAK2,MAPK14,-0.00981011616470294,-0.0300883631893364,-0.0163447442552587
JAK2,MAPKAPK2,0.120854297308739,0.712668038152246,0.188555200141802
JAK2,MET,-0.250349874678285,-0.575921642338307,-0.260593840960582
JAK2,PLK1,0.207683955184487,0.743317439795765,0.281686296930292
JAK2,ROCK1,0.0435484374364548,-0.0171047549598727,-0.00864450152209231
JAK2,SRC,0.0790599657375639,0.308310311832599,0.156353428947839
KDR,KIT,0.243567673721355,0.8192021895691,0.381846023653934
KDR,LCK,-0.441525146289229,-0.693296095501269,-0.465320395267536
KDR,MAP2K1,-0.21340702454929,-0.242494969398119,-0.149890338454565
KDR,MAPK1,-0.184131647442357,-0.275516329015596,-0.15693418587019
KDR,MAPK14,-0.130216998651146,-0.193284269742428,-0.125834549558825
KDR,MAPKAPK2,-0.180059041113556,-0.582602028186908,-0.184734090024524
KDR,MET,0.424934152371757,0.941227350732397,0.510409921665964
KDR,PLK1,-0.326813831776167,-0.761148098657644,-0.345688065417073
KDR,ROCK1,-0.393528893181514,-0.667351842005837,-0.404205094392173
KDR,SRC,-0.413450801658783,-0.780655171596806,-0.474463077883037
KIT,LCK,-0.245606364601554,-0.518297237034289,-0.253738695517882
KIT,MAP2K1,-0.236940048429157,-0.679992721169397,-0.306584112692112
KIT,MAPK1,-0.0907532298910604,-0.0215730289598806,-0.00896304995802143
KIT,MAPK14,-0.098061030038062,-0.188465808699108,-0.0894974034554855
KIT,MAPKAPK2,-0.149664438217833,-0.534085053954292,-0.123526447943715
KIT,MET,0.127144999469471,0.677830744929346,0.268114503761839
KIT,PLK1,-0.160201603794451,-0.533927711526947,-0.176877322859689
KIT,ROCK1,-0.296732699209672,-0.737155718142838,-0.325672158924
KIT,SRC,-0.309293367294783,-0.643615681550147,-0.285327921596675
LCK,MAP2K1,0.0507221807555787,0.114732844794064,0.0744850836529728
LCK,MAPK1,-0.0909551670246392,-0.244706887367117,-0.146395271513386
LCK,MAPK14,0.143404196236667,0.295642004848923,0.202152989330099
LCK,MAPKAPK2,0.0120117166838741,0.0217665363790721,0.00724894862094734
LCK,MET,-0.395003273667592,-0.874826434428012,-0.498261243850173
LCK,PLK1,0.130269652598151,0.536863601158759,0.256088349213452
LCK,ROCK1,0.197629669513649,0.324797066945749,0.20661871636316
LCK,SRC,0.484258305780082,0.977092499658734,0.623719757518683
MAP2K1,MAPK1,-0.174563399270256,-0.435502001216497,-0.239943276141597
MAP2K1,MAPK14,-0.0517641655724285,0.00100708580940366,0.000634188085014189
MAP2K1,MAPKAPK2,0.0320545616467765,0.147045507847255,0.0450998428842159
MAP2K1,MET,-0.11871170220632,-0.115768394794457,-0.0607243387919044
MAP2K1,PLK1,0.0382733248731482,0.0170398920001175,0.00748566299067146
MAP2K1,ROCK1,0.293280323844328,0.731097156917854,0.428321848552344
MAP2K1,SRC,0.122080205812081,0.275605188675946,0.162023788990381
MAPK1,MAPK14,-0.189428113077188,-0.48328104844417,-0.280446920488352
MAPK1,MAPKAPK2,0.0738952091509885,0.801069112953991,0.226408414221613
MAPK1,MET,-0.0785406081502175,-0.094136343679956,-0.0455018880717876
MAPK1,PLK1,0.115174033627661,0.594709276274774,0.240750642364117
MAPK1,ROCK1,-0.0938100813770781,-0.176707292120557,-0.0954001183891671
MAPK1,SRC,-0.0406671049261442,-0.220412120146631,-0.119406006949653
MAPK14,MAPKAPK2,-0.0732092561411112,-0.537131948028799,-0.173514883548005
MAPK14,MET,-0.179430244908736,-0.27474332538178,-0.151786244164322
MAPK14,PLK1,-0.103583649704998,-0.429608066055694,-0.198778011262677
MAPK14,ROCK1,0.0412824731180639,0.205834806274725,0.127012489785153
MAPK14,SRC,0.0853063549448388,0.237119931575267,0.146822270832052
MAPKAPK2,MET,-0.141144505455378,-0.349946461269394,-0.0941626204515274
MAPKAPK2,PLK1,0.0402933563645871,0.816466168085044,0.183994894971307
MAPKAPK2,ROCK1,0.037776391035122,0.283584054036406,0.0852277624350892
MAPKAPK2,SRC,0.0192408820192454,0.139078630580781,0.0419426577953875
MET,PLK1,-0.219773529644352,-0.710489138972686,-0.273825909617668
MET,ROCK1,-0.293528684452608,-0.559872787223258,-0.287765121760792
MET,SRC,-0.328217270023392,-0.91413307990254,-0.471470454536786
PLK1,ROCK1,0.102184472972015,0.267474078382655,0.115138653300135
PLK1,SRC,0.167491726886767,0.599581760432877,0.258990670548349
ROCK1,SRC,0.22620181411475,0.502603675503383,0.289529664677304
