replicate,regime,truth_informative,raw_pr,residual_pr,expansion_log2,raw_seed_spearman,residual_seed_spearman,preference_accuracy,residual_truth_spearman,residual_pr_null_median,residual_pr_null_ratio,residual_pr_null_lower_tail_p,expansion_only_pass,reproducibility_axis_pass,residual_structure_axis_pass,coherence_gate_pass,coherence_composite_score
8,good_correlated_interactions,True,1.0890838565108236,3.8458917665499235,1.8202031200914188,0.9972760256730256,0.9368165730991381,0.9266776315789473,0.985578099588521,18.081981046973265,0.21269194766652438,0.025,True,True,True,True,2.0920638088100465
8,generic_ligand_effect_independent_noise,False,1.0907101763902127,18.373352883268232,4.074275217766731,0.9972414381482362,0.9383070205572595,0.5016008771929824,0.008952310481253369,18.32083100947666,1.002866784468696,0.9,True,True,False,False,0.0
8,target_correlated_artifact,False,1.0895838590389042,3.862570123364333,1.8257838880727526,0.997290552677849,0.9355882336218342,0.501951754385965,-0.0012904975725965447,18.067819241053115,0.2137817559403033,0.025,True,True,True,True,2.0824223316781345
8,shuffled_box_labels,False,1.0890838565108236,3.845891766549923,1.8202031200914188,0.9972760256730256,0.9368165730991381,0.46922149122807016,-0.08828985003840983,18.081981046973265,0.21269194766652436,0.025,True,True,True,True,2.0920638088100465
8,seed_unstable_noise,False,1.058380349799484,18.32109974119846,4.1135760185667,0.9334438116286221,0.003940556439242149,0.49408991228070176,-0.021184173718903795,18.327255874261787,0.9996640995735769,0.5,True,False,False,False,1.9099218462109226e-06
8,good_high_dimensional_interactions,True,1.0892045337541831,18.330479373705522,4.0728977175805055,0.9972836123972831,0.9384505648974671,0.9380263157894737,0.9854015203494089,18.326324864090516,1.0002266962768485,0.55,True,True,False,False,0.0
9,good_correlated_interactions,True,1.1014462351684209,3.8258595783921967,1.796384848443376,0.9968444424163895,0.9374630037430882,0.9256469298245614,0.9850939572085934,18.084102746691446,0.21155927014914533,0.025,True,True,True,True,2.1007291508601376
9,generic_ligand_effect_independent_noise,False,1.1027705586151542,18.244247007078048,4.0482370464306925,0.9968797963528624,0.9401883528123737,0.49858552631578945,0.0024275339890140408,18.348747204004944,0.9943047775542906,0.15,True,True,False,False,0.007747110381979356
9,target_correlated_artifact,False,1.1020761734085358,3.7112843923428467,1.7516946139864358,0.9967976168272311,0.9329642916445778,0.5046929824561404,0.011426308215888761,18.055790939918516,0.2055453790250628,0.025,True,True,True,True,2.129464085830596
9,shuffled_box_labels,False,1.1014462351684209,3.825859578392196,1.7963848484433755,0.9968444424163895,0.9374630037430882,0.42770833333333336,-0.22753653919853017,18.084102746691446,0.21155927014914527,0.025,True,True,True,True,2.100729150860138
9,seed_unstable_noise,False,1.0662966441342283,18.394733769075245,4.108612038666152,0.9256591891890104,0.01224897128362599,0.500296052631579,-0.004199760747067716,18.331807295906266,1.0034326388093242,0.875,True,False,False,False,0.0
9,good_high_dimensional_interactions,True,1.1025351330329571,18.262733960304878,4.050006221142502,0.9968106489318648,0.9374152401656385,0.9371052631578948,0.985218889338855,18.341257417313326,0.9957187527974868,0.15,True,True,False,False,0.005802406854946427
10,good_correlated_interactions,True,1.1024579284164524,4.014484955442926,1.864491305573687,0.9965842807789094,0.937173310272063,0.9235745614035088,0.9853522007281056,18.13528610968041,0.22136319940935695,0.025,True,True,True,True,2.0388324330669
10,generic_ligand_effect_independent_noise,False,1.103542561136574,18.314341529967027,4.052759654338384,0.9966451341324343,0.9393977010568327,0.500953947368421,0.003342628427111854,18.328157940372847,0.9992461648109554,0.475,True,True,False,False,0.0010220312687349833
10,target_correlated_artifact,False,1.1019974895160274,3.960203337664697,1.8454535704782113,0.9966350364353845,0.9370403907827733,0.4959649122807018,-0.014536707568757678,18.05079839725737,0.2193921426913952,0.025,True,True,True,True,2.050634405811487
10,shuffled_box_labels,False,1.1024579284164526,4.014484955442928,1.8644913055736871,0.9965842807789094,0.937173310272063,0.5444078947368421,0.17186675787344574,18.13528610968041,0.22136319940935706,0.025,True,True,True,True,2.038832433066899
10,seed_unstable_noise,False,1.0676916524391111,18.35770260607095,4.10381855808677,0.9175277385528184,0.007345424206222051,0.5068311403508772,0.017959069530805876,18.320574113763527,1.0020266009174643,0.725,True,False,False,False,0.0
10,good_high_dimensional_interactions,True,1.1038144028773968,18.214570885681674,4.0445234866830315,0.9965624595167367,0.9393398422101762,0.9344407894736843,0.9859475937331554,18.314465945533588,0.994545565229748,0.075,True,True,False,False,0.0074119784988133566
11,good_correlated_interactions,True,1.0990115156908795,3.931947404147862,1.839037520288669,0.9963803073608973,0.9343608870508995,0.9204714912280701,0.9844018490739133,18.07132514894445,0.2175793624286334,0.025,True,True,True,True,2.0559549629142158
11,generic_ligand_effect_independent_noise,False,1.1001201286426316,18.316027055460797,4.057373627304257,0.9965126547201896,0.9404618923118695,0.5037390350877193,0.009558428936723404,18.29524981206555,1.0011356632791941,0.6,True,True,False,False,0.0
11,target_correlated_artifact,False,1.0991909090088232,3.719406903061732,1.7586306100662068,0.9963654676526201,0.9363149642476668,0.4945833333333333,-0.005983945214669544,18.00438264941614,0.2065834177981297,0.025,True,True,True,True,2.130307214307585
11,shuffled_box_labels,False,1.0990115156908793,3.9319474041478633,1.83903752028867,0.9963803073608973,0.9343608870508995,0.48540570175438597,-0.04743553306679181,18.07132514894445,0.2175793624286335,0.025,True,True,True,True,2.055954962914215
11,seed_unstable_noise,False,1.066038752754764,18.260313424875402,4.098379739168548,0.9164400299906688,0.0012479576958328745,0.49898026315789473,0.003770922661902373,18.29521924180781,0.9980920798777507,0.225,True,False,False,False,3.4383431715430203e-06
11,good_high_dimensional_interactions,True,1.1001948979712275,18.215338839944135,4.049322809311989,0.9964717631181832,0.9401526608496382,0.9363706140350877,0.985607830328861,18.298987174639482,0.9954287997528478,0.15,True,True,False,False,0.006214378256669909
12,good_correlated_interactions,True,1.0969997990467584,3.82396865758297,1.8015074371352695,0.9970958969682715,0.9359247924633767,0.923782894736842,0.9847253634274671,18.072521025922757,0.21159021766238192,0.025,True,True,True,True,2.0970847205125764
12,generic_ligand_effect_independent_noise,False,1.097454499812604,18.373150004997427,4.0653659597598635,0.9971057577539688,0.9387548787299792,0.499594298245614,-0.0047606648058882905,18.332477860753123,1.0022185841190283,0.775,True,True,False,False,0.0
12,target_correlated_artifact,False,1.0962324122796914,3.844665183010721,1.8103042683756516,0.9970365860545419,0.9366480240386071,0.4831688596491228,-0.053895971627017925,18.107771647537273,0.21232127607118406,0.025,True,True,True,True,2.094044456644503
12,shuffled_box_labels,False,1.0969997990467586,3.823968657582968,1.8015074371352682,0.9970958969682715,0.9359247924633767,0.4977083333333333,0.019235052441244058,18.072521025922757,0.2115902176623818,0.025,True,True,True,True,2.097084720512577
12,seed_unstable_noise,False,1.0628735107284144,18.27051988174258,4.1034758644247535,0.93057950339713,0.0067381757594203095,0.4968969298245614,-0.009808380124873917,18.33033215053688,0.9967369784517217,0.175,True,False,False,False,3.1772130455796956e-05
12,good_high_dimensional_interactions,True,1.0969659503863884,18.164335095376213,4.049517906366278,0.9970044353244839,0.9355826620614439,0.9342872807017544,0.9851424518380258,18.31507936370643,0.9917693903839185,0.025,True,True,False,False,0.011155322264646586
13,good_correlated_interactions,True,1.1012606616718676,4.00039585678872,1.8609867816668468,0.9966000246620011,0.9367614932374295,0.9236622807017544,0.985334361141866,18.13317454977113,0.22061199740887133,0.025,True,True,True,True,2.04253053923925
13,generic_ligand_effect_independent_noise,False,1.1027258511786253,18.323495111732356,4.054548644274026,0.9966148879841026,0.9377834968428115,0.49798245614035086,-0.010933036576964372,18.312410931497116,1.0006052824107488,0.575,True,True,False,False,0.0
13,target_correlated_artifact,False,1.1014201505297916,3.896097436445321,1.8226648498291667,0.996640976403982,0.9369333796596503,0.49486842105263157,-0.011208879109254333,18.101904436198925,0.21523135591491563,0.025,True,True,True,True,2.076281680909253
13,shuffled_box_labels,False,1.1012606616718676,4.000395856788722,1.8609867816668475,0.9966000246620011,0.9367614932374295,0.503859649122807,0.033164561612028666,18.13317454977113,0.2206119974088714,0.025,True,True,True,True,2.0425305392392494
13,seed_unstable_noise,False,1.0665612673556708,18.249232947808792,4.096797078786167,0.9191593403907263,9.189290464293517e-05,0.507609649122807,0.02240284198570792,18.329255627896245,0.9956341554882533,0.1,True,False,False,False,5.800621699136093e-07
13,good_high_dimensional_interactions,True,1.1028571256512083,18.32734902318377,4.054680312932933,0.9966171023260318,0.9392897251713296,0.9323245614035087,0.9858135210998648,18.347951449381565,0.9988771266233927,0.475,True,True,False,False,0.0015224703320692562
14,good_correlated_interactions,True,1.1046953774615402,3.705238257082337,1.7459177171420877,0.9966208820162855,0.9341706191723158,0.9156907894736842,0.984684410790304,18.06377274883468,0.20511984448660467,0.025,True,True,True,True,2.1350105376511004
14,generic_ligand_effect_independent_noise,False,1.1063381053677697,18.427581315982103,4.0580024679781195,0.9966819348462668,0.9390018511447685,0.5034649122807018,0.008845803196569045,18.340909769890835,1.0047255859812119,0.875,True,True,False,False,0.0
14,target_correlated_artifact,False,1.106427952736681,3.8218949814308285,1.78837862605037,0.9967072357634249,0.9360637818854578,0.4907785087719298,-0.025417365754311697,18.085170371709637,0.2113275630186687,0.025,True,True,True,True,2.0990735576610176
14,shuffled_box_labels,False,1.1046953774615402,3.7052382570823372,1.7459177171420879,0.9966208820162855,0.9341706191723158,0.5291118421052632,0.10036624703359644,18.06377274883468,0.2051198444866047,0.025,True,True,True,True,2.1350105376511004
14,seed_unstable_noise,False,1.0668560658895325,18.27576349779653,4.0984942239635735,0.9203176303067235,-0.0017739406523865089,0.5004166666666666,0.0013411605234500926,18.323997363368395,0.9973677214302437,0.25,True,False,False,False,0.0
14,good_high_dimensional_interactions,True,1.1067518493406774,18.312228611442244,4.048403689608516,0.9966504407053001,0.9382941214550145,0.9322807017543859,0.9853331232268134,18.343235779312366,0.9983096129688802,0.375,True,True,False,False,0.0022901662390434323
15,good_correlated_interactions,True,1.107367433718883,4.052706268006272,1.8717516157796665,0.9967479217718959,0.9353420859140852,0.9254714912280702,0.9846892333136853,18.070528682375315,0.224271593777939,0.025,True,True,True,True,2.017234687143194
15,generic_ligand_effect_independent_noise,False,1.1083034280016189,18.44997166745548,4.057193783508979,0.9967556184679428,0.9393757762519074,0.5031140350877193,0.01461549969743381,18.29914941508576,1.0082420362252127,0.975,True,True,False,False,0.0
15,target_correlated_artifact,False,1.1068559672210265,4.109487655009096,1.8924910394635786,0.9967993216476707,0.9362367214625297,0.512905701754386,0.03487430509303716,18.099461545881038,0.2270502713349673,0.025,True,True,True,True,2.002532016064871
15,shuffled_box_labels,False,1.107367433718883,4.052706268006272,1.8717516157796665,0.9967479217718959,0.9353420859140852,0.5053179824561403,0.03078163910082074,18.070528682375315,0.224271593777939,0.025,True,True,True,True,2.017234687143194
15,seed_unstable_noise,False,1.0679490596557584,18.328001909004403,4.101134775681639,0.9201053978554189,-0.008150277418622802,0.49541666666666667,-0.0071997454258869945,18.316716083821596,1.0006161489390981,0.55,True,False,False,False,0.0
15,good_high_dimensional_interactions,True,1.1082206718556076,18.237717258106166,4.04060807606419,0.9966858300557273,0.9384664117536503,0.9355263157894737,0.9857651013809148,18.336699871730275,0.9946019395901925,0.2,True,True,False,False,0.007328343739505204
16,good_correlated_interactions,True,1.0911235924055385,4.11869236079269,1.916371844317443,0.9971167854097959,0.9349500946446407,0.9322807017543859,0.9847842896976376,18.09761706064743,0.22758202624082635,0.025,True,True,True,True,1.9966247018833496
16,generic_ligand_effect_independent_noise,False,1.092201078530726,18.31403599474651,4.067639371494406,0.9971557299902966,0.9402697646649281,0.5055263157894737,0.011171143811535849,18.331618517595913,0.9990408635859117,0.425,True,True,False,False,0.0013017145125084827
16,target_correlated_artifact,False,1.0910501452404608,3.712978696202687,1.7668596273166877,0.997115902176822,0.9367397140081349,0.5108771929824562,0.034550619054368695,18.109332770100227,0.20503122579607538,0.025,True,True,True,True,2.141466093144765
16,shuffled_box_labels,False,1.0911235924055385,4.118692360792689,1.9163718443174427,0.9971167854097959,0.9349500946446407,0.4641447368421053,-0.12101519794124564,18.09761706064743,0.22758202624082632,0.025,True,True,True,True,1.99662470188335
16,seed_unstable_noise,False,1.0595251741851694,18.28694017317605,4.109323927645144,0.9309517336935952,-0.0034745468448844053,0.5054714912280702,0.015225590863450423,18.30507357673381,0.9990093782752771,0.425,True,False,False,False,0.0
16,good_high_dimensional_interactions,True,1.0919034901397546,18.316868105393603,4.068255594697212,0.9971248308878562,0.938437642249215,0.9412938596491228,0.9855676212762329,18.32084853140388,0.9997827379008427,0.45,True,True,False,False,0.00029417862390859176
17,good_correlated_interactions,True,1.1093101825457874,3.947939835925511,1.8314371795158966,0.996276287394491,0.9347090363059791,0.9219627192982456,0.9843335341588926,18.09050571885636,0.21823269604953258,0.025,True,True,True,True,2.052677901740712
17,generic_ligand_effect_independent_noise,False,1.110824873254378,18.228150745789502,4.03646491459616,0.9963517757036868,0.9384486511469038,0.5007565789473685,0.0010626768507234902,18.320668081468515,0.9949501112477118,0.125,True,True,False,False,0.006854341653273944
17,target_correlated_artifact,False,1.1097399016688227,3.92719185068365,1.8232764974926468,0.9963690991088228,0.936958034729905,0.4916885964912281,-0.02287591549073259,18.06760704865814,0.21736092887714856,0.025,True,True,True,True,2.063027424409395
17,shuffled_box_labels,False,1.1093101825457872,3.9479398359255096,1.8314371795158964,0.996276287394491,0.9347090363059791,0.5415241228070176,0.13784680999454005,18.090505718856356,0.21823269604953255,0.025,True,True,True,True,2.0526779017407124
17,seed_unstable_noise,False,1.07033253548361,18.354966676974907,4.100039501221228,0.9150827794605337,0.007825023780110935,0.5006578947368421,0.0011133622896415181,18.316637473148646,1.0020925895313728,0.625,True,False,False,False,0.0
17,good_high_dimensional_interactions,True,1.110361162679643,18.238131189696738,4.037856990553077,0.996297165365095,0.9375470374354063,0.9333333333333333,0.9852620439345925,18.323224957083116,0.995355961213941,0.15,True,True,False,False,0.0062961322243057245
18,good_correlated_interactions,True,1.1063020798745247,3.8975862504754795,1.8168355763855069,0.9966805928052366,0.9360861605885001,0.9254166666666667,0.9850278071970249,18.051409534676484,0.21591589526503596,0.025,True,True,True,True,2.070115827152858
18,generic_ligand_effect_independent_noise,False,1.106919451587007,18.166537212612123,4.036661299724256,0.9966731114276597,0.9379108847158301,0.4988048245614035,0.0016025938894595692,18.325432747763898,0.9913292342211584,0.075,True,True,False,False,0.011783742418029736
18,target_correlated_artifact,False,1.1048476284734154,3.8432493657709568,1.798479168741581,0.996552097876542,0.9302853950226279,0.49915570175438595,0.0015360357561418811,18.052551875225372,0.21289230422017424,0.025,True,True,True,True,2.0762149408416
18,shuffled_box_labels,False,1.1063020798745242,3.8975862504754786,1.8168355763855073,0.9966805928052366,0.9360861605885001,0.5080043859649123,0.021723656580660337,18.051409534676488,0.21591589526503588,0.025,True,True,True,True,2.0701158271528586
18,seed_unstable_noise,False,1.0703043315613003,18.389706443619538,4.102805472441607,0.9190998609114569,-0.008739091742503166,0.4994188596491228,-2.0759847230467093e-05,18.31388870181255,1.0041399040390304,0.9,True,False,False,False,0.0
18,good_high_dimensional_interactions,True,1.1072940134679565,18.329536969201758,4.049060093070891,0.9966830469339524,0.9378988041899826,0.9375,0.985463676410196,18.328599740898536,1.0000511347465966,0.525,True,True,False,False,0.0
19,good_correlated_interactions,True,1.1012247765680074,4.157844049046247,1.9167266723589473,0.9966915541768833,0.9363610306815434,0.9251644736842105,0.9849986005994859,18.125376249695343,0.22939353047174033,0.025,True,True,True,True,1.9889276404022056
19,generic_ligand_effect_independent_noise,False,1.102800709446994,18.179742248755513,4.043087739557876,0.9967562858263486,0.9382916286571358,0.4975438596491228,-0.0011979423686842706,18.305409289661632,0.9931349778135202,0.025,True,True,False,False,0.009325010469373852
19,target_correlated_artifact,False,1.1024156876999218,3.850801738700149,1.8044905235778819,0.9966902490010877,0.938010173765844,0.5011732456140351,0.012145418073409487,18.07988191326359,0.21298821293048162,0.025,True,True,True,True,2.0928456230715566
19,shuffled_box_labels,False,1.1012247765680074,4.157844049046246,1.916726672358947,0.9966915541768833,0.9363610306815434,0.44049342105263156,-0.19223327999927603,18.125376249695346,0.22939353047174021,0.025,True,True,True,True,1.9889276404022065
19,seed_unstable_noise,False,1.0669190727704259,18.288270201370143,4.099395968935833,0.9202817134226531,-0.004461625794396982,0.49608552631578945,-0.017757124595888938,18.31039057392005,0.9987919224081755,0.35,True,False,False,False,0.0
19,good_high_dimensional_interactions,True,1.1028869445390541,18.25701906124589,4.04909441173549,0.9966770648239698,0.9391060422401915,0.9358333333333333,0.9857580887262162,18.328959890614534,0.9960750184517846,0.15,True,True,False,False,0.005328199644894339
