target_a,target_b,primary_replicated_positive,number_of_panels_in_top_10_percent,DAVIS_centered_pair_percentile,PKIS2_centered_pair_percentile,PKIS1_centered_pair_percentile,mean_experimental_centered_pair_percentile,raw_docking_pair_percentile,centered_docking_pair_percentile,receptor_domain_sequence_identity,klifs_pocket_identity,same_klifs_group,same_klifs_family,same_nonempty_klifs_subfamily
ABL1,MAP2K1,False,0,0.3921052631578947,0.4973684210526315,0.0394736842105263,0.3096491228070175,0.0973684210526315,0.0763157894736842,0.2177914110429447,0.36470588235294116,False,False,False
ABL1,MAPK1,False,0,0.0605263157894736,0.1921052631578947,0.0236842105263157,0.0921052631578947,0.1184210526315789,0.2447368421052631,0.2376237623762376,0.32941176470588235,False,False,False
ABL1,MAPK14,False,0,0.6605263157894737,0.4605263157894737,0.35,0.4903508771929825,0.1763157894736842,0.5236842105263158,0.196875,0.38823529411764707,False,False,False
ABL1,MAPKAPK2,False,0,0.0236842105263157,0.0973684210526315,0.1078947368421052,0.0763157894736842,0.2394736842105263,0.2657894736842105,0.1848184818481848,0.3176470588235294,False,False,False
ABL1,MET,False,0,0.3447368421052632,0.7078947368421052,0.4657894736842105,0.506140350877193,0.3394736842105263,0.8710526315789474,0.3194888178913738,0.49411764705882355,True,False,False
ABL1,PLK1,False,0,0.1552631578947368,0.2184210526315789,0.2236842105263158,0.1991228070175439,0.15,0.1184210526315789,0.1736111111111111,0.2823529411764706,False,False,False
ABL1,ROCK1,False,0,0.1342105263157894,0.1657894736842105,0.1342105263157894,0.1447368421052631,0.081578947368421,0.0131578947368421,0.2042042042042042,0.36470588235294116,False,False,False
ABL1,SRC,True,2,0.9605263157894736,0.8868421052631579,0.9815789473684212,0.9429824561403508,0.1289473684210526,0.181578947368421,0.3892857142857143,0.6,True,False,False
AKT1,AKT2,True,3,0.9973684210526316,0.9973684210526316,0.9973684210526316,0.9973684210526316,0.8868421052631579,0.9026315789473685,0.7323529411764705,0.8705882352941177,True,True,False
AKT1,CDK2,False,0,0.8710526315789474,0.6921052631578948,0.3236842105263158,0.6289473684210527,0.8763157894736842,0.8184210526315789,0.2209631728045325,0.29411764705882354,False,False,False
AKT1,CSF1R,False,0,0.1131578947368421,0.0657894736842105,0.1026315789473684,0.093859649122807,0.3026315789473684,0.1605263157894736,0.2005813953488372,0.35294117647058826,False,False,False
AKT1,EGFR,False,0,0.6657894736842105,0.5184210526315789,0.6657894736842105,0.6166666666666666,0.7131578947368421,0.618421052631579,0.1891117478510028,0.32941176470588235,False,False,False
AKT1,FGFR1,False,0,0.35,0.75,0.6921052631578948,0.5973684210526317,0.1236842105263157,0.1131578947368421,0.2103658536585365,0.3411764705882353,False,False,False
AKT1,IGF1R,False,0,0.7552631578947369,0.7552631578947369,0.5605263157894737,0.6903508771929824,0.45,0.4710526315789474,0.1840490797546012,0.3176470588235294,False,False,False
AKT1,JAK2,False,0,0.3815789473684211,0.718421052631579,0.7763157894736842,0.625438596491228,0.6447368421052632,0.5184210526315789,0.2162162162162162,0.3411764705882353,False,False,False
AKT1,KDR,False,0,0.2342105263157894,0.1078947368421052,0.4078947368421052,0.25,0.0289473684210526,0.0921052631578947,0.217391304347826,0.32941176470588235,False,False,False
AKT1,KIT,False,0,0.0710526315789473,0.0289473684210526,0.0710526315789473,0.0570175438596491,0.2973684210526315,0.15,0.1772853185595568,0.38823529411764707,False,False,False
AKT1,LCK,False,0,0.0289473684210526,0.0184210526315789,0.1447368421052631,0.0640350877192982,0.7342105263157894,0.6447368421052632,0.1920731707317073,0.3411764705882353,False,False,False
AKT1,MAP2K1,False,0,0.4236842105263158,0.55,0.8078947368421052,0.5938596491228071,0.986842105263158,0.986842105263158,0.2252252252252252,0.29411764705882354,False,False,False
AKT1,MAPK1,True,2,0.9342105263157896,0.95,0.85,0.91140350877193,0.5394736842105263,0.5026315789473684,0.2064516129032258,0.32941176470588235,False,False,False
AKT1,MAPK14,False,0,0.7236842105263158,0.5342105263157895,0.6447368421052632,0.6342105263157896,0.481578947368421,0.35,0.246875,0.29411764705882354,False,False,False
AKT1,MAPKAPK2,True,2,0.9552631578947368,0.8763157894736842,0.9605263157894736,0.9307017543859648,0.8973684210526316,0.7447368421052631,0.2452229299363057,0.35294117647058826,False,False,False
AKT1,MET,False,0,0.5657894736842105,0.3289473684210526,0.4342105263157895,0.4429824561403508,0.2868421052631579,0.2394736842105263,0.216867469879518,0.3411764705882353,False,False,False
AKT1,PLK1,False,0,0.8078947368421052,0.8236842105263158,0.6973684210526315,0.7763157894736842,0.8184210526315789,0.8026315789473685,0.2508250825082508,0.32941176470588235,False,False,False
AKT1,ROCK1,True,3,0.9447368421052632,0.9605263157894736,0.9078947368421052,0.937719298245614,0.9921052631578948,0.9921052631578948,0.3284457478005865,0.38823529411764707,True,False,False
AKT1,SRC,False,0,0.1657894736842105,0.15,0.0447368421052631,0.1201754385964912,0.8289473684210527,0.85,0.2409240924092409,0.36470588235294116,False,False,False
AKT2,CDK2,False,0,0.8973684210526316,0.8078947368421052,0.3289473684210526,0.6780701754385965,0.8078947368421052,0.5973684210526315,0.2394366197183098,0.3058823529411765,False,False,False
AKT2,CSF1R,False,0,0.1236842105263157,0.1026315789473684,0.0973684210526315,0.1078947368421052,0.4078947368421052,0.3552631578947368,0.168,0.36470588235294116,False,False,False
AKT2,EGFR,False,0,0.6710526315789473,0.5973684210526315,0.6763157894736842,0.6482456140350877,0.6921052631578948,0.3394736842105263,0.1880108991825613,0.3411764705882353,False,False,False
AKT2,FGFR1,False,0,0.3552631578947368,0.5868421052631579,0.7078947368421052,0.5499999999999999,0.2710526315789474,0.4131578947368421,0.1788617886178861,0.36470588235294116,False,False,False
AKT2,IGF1R,False,0,0.7394736842105263,0.85,0.5657894736842105,0.718421052631579,0.4026315789473684,0.4078947368421052,0.1570680628272251,0.3176470588235294,False,False,False
AKT2,JAK2,False,0,0.4131578947368421,0.6236842105263158,0.7657894736842106,0.6008771929824562,0.5868421052631579,0.3710526315789473,0.196629213483146,0.3411764705882353,False,False,False
AKT2,KDR,False,0,0.2657894736842105,0.0394736842105263,0.4131578947368421,0.2394736842105263,0.0921052631578947,0.3184210526315789,0.203125,0.36470588235294116,False,False,False
AKT2,KIT,False,0,0.0763157894736842,0.081578947368421,0.0763157894736842,0.0780701754385965,0.4921052631578947,0.3973684210526316,0.1375921375921376,0.38823529411764707,False,False,False
AKT2,LCK,False,0,0.0184210526315789,0.0447368421052631,0.1394736842105263,0.0675438596491228,0.7657894736842106,0.6342105263157894,0.1907356948228883,0.3058823529411765,False,False,False
AKT2,MAP2K1,False,0,0.4447368421052631,0.5236842105263158,0.8131578947368421,0.593859649122807,0.7552631578947369,0.7131578947368421,0.2201591511936339,0.29411764705882354,False,False,False
AKT2,MAPK1,True,2,0.9394736842105263,0.9447368421052632,0.8605263157894737,0.9149122807017545,0.6552631578947369,0.5342105263157895,0.1983240223463687,0.32941176470588235,False,False,False
AKT2,MAPK14,False,0,0.7342105263157894,0.5921052631578947,0.6289473684210526,0.6517543859649123,0.4763157894736842,0.3605263157894737,0.2209944751381215,0.32941176470588235,False,False,False
AKT2,MAPKAPK2,True,3,0.9657894736842104,0.9657894736842104,0.9552631578947368,0.962280701754386,0.8605263157894737,0.6078947368421053,0.2136986301369863,0.38823529411764707,False,False,False
AKT2,MET,False,0,0.5605263157894737,0.3552631578947368,0.4394736842105263,0.4517543859649122,0.3710526315789473,0.3447368421052632,0.1805929919137466,0.3411764705882353,False,False,False
AKT2,PLK1,False,0,0.8236842105263158,0.7763157894736842,0.7026315789473684,0.7675438596491229,0.75,0.55,0.2148997134670487,0.35294117647058826,False,False,False
AKT2,ROCK1,False,1,0.9236842105263158,0.8973684210526316,0.8763157894736842,0.8991228070175438,0.9447368421052632,0.8973684210526316,0.3104395604395604,0.4235294117647059,True,False,False
AKT2,SRC,False,0,0.1394736842105263,0.1710526315789473,0.05,0.1201754385964912,0.7921052631578948,0.6973684210526315,0.1925287356321839,0.3411764705882353,False,False,False
CDK2,CSF1R,False,0,0.1763157894736842,0.0552631578947368,0.65,0.293859649122807,0.6236842105263158,0.5657894736842105,0.1941176470588235,0.35294117647058826,False,False,False
CDK2,EGFR,False,0,0.5763157894736842,0.4131578947368421,0.2921052631578947,0.4271929824561404,0.9342105263157896,0.7236842105263158,0.2046979865771812,0.3176470588235294,False,False,False
CDK2,FGFR1,False,0,0.481578947368421,0.5710526315789474,0.2657894736842105,0.4394736842105263,0.1447368421052631,0.0342105263157894,0.1987767584097859,0.3764705882352941,False,False,False
CDK2,IGF1R,False,0,0.7447368421052631,0.8657894736842106,0.5131578947368421,0.7078947368421052,0.6973684210526315,0.8394736842105263,0.1907692307692307,0.3411764705882353,False,False,False
CDK2,JAK2,False,0,0.5184210526315789,0.6605263157894737,0.5552631578947368,0.5780701754385965,0.95,0.9289473684210526,0.2422360248447205,0.4,False,False,False
CDK2,KDR,False,0,0.2973684210526315,0.3026315789473684,0.5447368421052632,0.3815789473684211,0.0552631578947368,0.05,0.2205882352941176,0.3411764705882353,False,False,False
CDK2,KIT,False,0,0.1184210526315789,0.2342105263157894,0.781578947368421,0.3780701754385965,0.3973684210526316,0.1394736842105263,0.2116991643454039,0.3764705882352941,False,False,False
CDK2,LCK,False,0,0.081578947368421,0.1763157894736842,0.2763157894736842,0.1780701754385965,0.9078947368421052,0.781578947368421,0.2242990654205607,0.3764705882352941,False,False,False
CDK2,MAP2K1,False,0,0.618421052631579,0.6657894736842105,0.8184210526315789,0.7008771929824561,0.8236842105263158,0.65,0.2653061224489796,0.3764705882352941,False,False,False
CDK2,MAPK1,False,1,0.881578947368421,0.9026315789473685,0.7868421052631579,0.8570175438596491,0.8447368421052631,0.881578947368421,0.3023255813953488,0.5058823529411764,True,False,False
CDK2,MAPK14,False,0,0.7026315789473684,0.5657894736842105,0.2342105263157894,0.5008771929824561,0.6078947368421053,0.481578947368421,0.3084415584415584,0.47058823529411764,True,False,False
CDK2,MAPKAPK2,False,1,0.95,0.8710526315789474,0.3131578947368421,0.7114035087719298,0.9815789473684212,0.8921052631578947,0.2056962025316455,0.4117647058823529,False,False,False
CDK2,MET,False,0,0.5447368421052632,0.6447368421052632,0.5236842105263158,0.5710526315789474,0.3289473684210526,0.1710526315789473,0.2012012012012012,0.36470588235294116,False,False,False
CDK2,PLK1,False,0,0.7763157894736842,0.8552631578947368,0.3447368421052632,0.6587719298245615,0.9552631578947368,0.7868421052631579,0.2154340836012861,0.3176470588235294,False,False,False
CDK2,ROCK1,False,1,0.9026315789473685,0.4921052631578947,0.4447368421052631,0.6131578947368421,0.9710526315789474,0.8605263157894737,0.2344632768361582,0.3764705882352941,False,False,False
CDK2,SRC,False,0,0.1973684210526315,0.3184210526315789,0.5289473684210526,0.3482456140350877,0.881578947368421,0.7605263157894737,0.2414965986394557,0.36470588235294116,False,False,False
CSF1R,EGFR,False,0,0.1921052631578947,0.2921052631578947,0.1868421052631579,0.2236842105263158,0.4184210526315789,0.2184210526315789,0.2929292929292929,0.4588235294117647,True,False,False
CSF1R,FGFR1,False,0,0.4605263157894737,0.4552631578947368,0.3184210526315789,0.4114035087719298,0.1342105263157894,0.3921052631578947,0.4802867383512544,0.6352941176470588,True,False,False
CSF1R,IGF1R,False,0,0.2026315789473684,0.1342105263157894,0.6026315789473684,0.3131578947368421,0.3921052631578947,0.7763157894736842,0.3333333333333333,0.4470588235294118,True,False,False
CSF1R,JAK2,False,0,0.3131578947368421,0.2868421052631579,0.2710526315789474,0.2903508771929824,0.6394736842105263,0.8342105263157895,0.2671009771986971,0.4823529411764706,True,False,False
CSF1R,KDR,True,2,0.9289473684210526,0.9815789473684212,0.7921052631578948,0.9008771929824562,0.0342105263157894,0.2868421052631579,0.3875739644970414,0.7176470588235294,True,False,False
CSF1R,KIT,True,3,0.9921052631578948,0.9921052631578948,0.9763157894736842,0.986842105263158,0.4973684210526315,0.7552631578947369,0.6666666666666666,0.9176470588235294,True,True,False
CSF1R,LCK,False,1,0.8342105263157895,0.9236842105263158,0.5815789473684211,0.7798245614035088,0.5605263157894737,0.6605263157894737,0.3639575971731448,0.4823529411764706,True,False,False
CSF1R,MAP2K1,False,0,0.3973684210526316,0.2394736842105263,0.181578947368421,0.2728070175438596,0.281578947368421,0.081578947368421,0.1945288753799392,0.3176470588235294,False,False,False
CSF1R,MAPK1,False,0,0.0657894736842105,0.0078947368421052,0.1184210526315789,0.0640350877192982,0.4657894736842105,0.7078947368421052,0.2419354838709677,0.36470588235294116,False,False,False
CSF1R,MAPK14,False,0,0.3868421052631579,0.3447368421052632,0.1973684210526315,0.3096491228070175,0.5763157894736842,0.9078947368421052,0.2278481012658227,0.38823529411764707,False,False,False
CSF1R,MAPKAPK2,False,0,0.0394736842105263,0.0868421052631579,0.0131578947368421,0.0464912280701754,0.5657894736842105,0.4763157894736842,0.1904761904761904,0.35294117647058826,False,False,False
CSF1R,MET,False,0,0.4394736842105263,0.5605263157894737,0.5184210526315789,0.506140350877193,0.25,0.3342105263157894,0.3287671232876712,0.49411764705882355,True,False,False
CSF1R,PLK1,False,0,0.1289473684210526,0.05,0.3815789473684211,0.1868421052631579,0.6289473684210526,0.5552631578947368,0.2321428571428571,0.38823529411764707,False,False,False
CSF1R,ROCK1,False,0,0.1447368421052631,0.2078947368421052,0.3342105263157894,0.2289473684210526,0.4868421052631579,0.4605263157894737,0.1891117478510028,0.4,False,False,False
CSF1R,SRC,False,0,0.6394736842105263,0.7973684210526316,0.8394736842105263,0.7587719298245613,0.4710526315789474,0.5447368421052632,0.301038062283737,0.43529411764705883,True,False,False
EGFR,FGFR1,False,0,0.2921052631578947,0.2710526315789474,0.5921052631578947,0.3850877192982456,0.3078947368421053,0.3815789473684211,0.3214285714285714,0.4588235294117647,True,False,False
EGFR,IGF1R,False,0,0.5289473684210526,0.6552631578947369,0.45,0.5447368421052631,0.6657894736842105,0.5763157894736842,0.3274021352313167,0.5411764705882353,True,False,False
EGFR,JAK2,False,0,0.2710526315789474,0.3657894736842105,0.55,0.3956140350877193,0.7394736842105263,0.6026315789473684,0.3131672597864768,0.43529411764705883,True,False,False
EGFR,KDR,False,0,0.2078947368421052,0.2026315789473684,0.2552631578947368,0.2219298245614035,0.1657894736842105,0.4973684210526315,0.3047619047619048,0.47058823529411764,True,False,False
EGFR,KIT,False,0,0.1868421052631579,0.3394736842105263,0.1921052631578947,0.2394736842105262,0.6026315789473684,0.4552631578947368,0.268370607028754,0.4588235294117647,True,False,False
EGFR,LCK,False,0,0.7657894736842106,0.8605263157894737,0.6394736842105263,0.7552631578947367,0.7973684210526316,0.4868421052631579,0.3090909090909091,0.4470588235294118,True,False,False
EGFR,MAP2K1,False,0,0.6131578947368421,0.7710526315789473,0.5868421052631579,0.6570175438596492,0.8552631578947368,0.7973684210526316,0.216867469879518,0.3058823529411765,False,False,False
EGFR,MAPK1,False,0,0.781578947368421,0.5447368421052632,0.6815789473684211,0.6692982456140352,0.7026315789473684,0.5921052631578947,0.2084805653710247,0.32941176470588235,False,False,False
EGFR,MAPK14,False,0,0.6921052631578948,0.7447368421052631,0.5973684210526315,0.6780701754385965,0.6131578947368421,0.3078947368421053,0.2218430034129692,0.38823529411764707,False,False,False
EGFR,MAPKAPK2,False,0,0.7605263157894737,0.7236842105263158,0.8342105263157895,0.7728070175438596,0.9236842105263158,0.5868421052631579,0.229965156794425,0.3176470588235294,False,False,False
EGFR,MET,False,0,0.4868421052631579,0.3078947368421053,0.5394736842105263,0.4447368421052631,0.5078947368421053,0.5394736842105263,0.3484320557491289,0.4588235294117647,True,False,False
EGFR,PLK1,False,0,0.6552631578947369,0.5078947368421053,0.4605263157894737,0.5412280701754386,0.8131578947368421,0.5710526315789474,0.2080536912751678,0.32941176470588235,False,False,False
EGFR,ROCK1,False,0,0.4552631578947368,0.4236842105263158,0.4552631578947368,0.4447368421052631,0.7763157894736842,0.5289473684210526,0.1928783382789317,0.3411764705882353,False,False,False
EGFR,SRC,False,0,0.7710526315789473,0.7657894736842106,0.3710526315789473,0.6359649122807017,0.7289473684210527,0.4447368421052631,0.3091603053435114,0.4588235294117647,True,False,False
FGFR1,IGF1R,False,0,0.7131578947368421,0.65,0.4236842105263158,0.5956140350877193,0.0657894736842105,0.1289473684210526,0.3796992481203007,0.4470588235294118,True,False,False
FGFR1,JAK2,False,0,0.8131578947368421,0.7289473684210527,0.6710526315789473,0.7377192982456141,0.0868421052631579,0.0447368421052631,0.3321428571428571,0.5294117647058824,True,False,False
FGFR1,KDR,False,1,0.9078947368421052,0.8131578947368421,0.5026315789473684,0.7412280701754387,0.4131578947368421,0.9763157894736842,0.4272445820433436,0.6588235294117647,True,False,False
FGFR1,KIT,False,0,0.75,0.3605263157894737,0.3552631578947368,0.4885964912280702,0.5973684210526315,0.9552631578947368,0.4475524475524475,0.6235294117647059,True,False,False
FGFR1,LCK,False,0,0.4763157894736842,0.4026315789473684,0.481578947368421,0.4535087719298245,0.181578947368421,0.2078947368421052,0.362962962962963,0.4470588235294118,True,False,False
FGFR1,MAP2K1,False,0,0.5394736842105263,0.3710526315789473,0.718421052631579,0.5429824561403508,0.2184210526315789,0.2710526315789474,0.2289156626506024,0.3058823529411765,False,False,False
FGFR1,MAPK1,False,0,0.45,0.5289473684210526,0.75,0.5763157894736842,0.1026315789473684,0.1763157894736842,0.2559726962457337,0.3411764705882353,False,False,False
FGFR1,MAPK14,False,0,0.3184210526315789,0.4184210526315789,0.6605263157894737,0.4657894736842105,0.1868421052631579,0.5078947368421053,0.2460063897763578,0.38823529411764707,False,False,False
FGFR1,MAPKAPK2,False,1,0.3763157894736842,0.2973684210526315,0.9236842105263158,0.5324561403508772,0.2552631578947368,0.1921052631578947,0.2040816326530612,0.32941176470588235,False,False,False
FGFR1,MET,False,0,0.5131578947368421,0.6763157894736842,0.4763157894736842,0.5552631578947369,0.4289473684210526,0.9394736842105263,0.3484320557491289,0.4823529411764706,True,False,False
FGFR1,PLK1,False,0,0.5026315789473684,0.6868421052631579,0.6552631578947369,0.6149122807017545,0.1710526315789473,0.1026315789473684,0.2365591397849462,0.3058823529411765,False,False,False
FGFR1,ROCK1,False,0,0.5552631578947368,0.4763157894736842,0.5763157894736842,0.5359649122807016,0.1605263157894736,0.0657894736842105,0.2045454545454545,0.35294117647058826,False,False,False
FGFR1,SRC,False,0,0.7078947368421052,0.6342105263157894,0.3605263157894737,0.5675438596491228,0.1552631578947368,0.1236842105263157,0.3533834586466165,0.4470588235294118,True,False,False
IGF1R,JAK2,False,0,0.7289473684210527,0.5394736842105263,0.7131578947368421,0.6605263157894737,0.6710526315789473,0.8868421052631579,0.2597864768683274,0.4470588235294118,True,False,False
IGF1R,KDR,False,0,0.3605263157894737,0.2131578947368421,0.1552631578947368,0.2429824561403508,0.0026315789473684,0.1447368421052631,0.2948328267477204,0.4588235294117647,True,False,False
IGF1R,KIT,False,0,0.15,0.1184210526315789,0.2973684210526315,0.1885964912280701,0.2447368421052631,0.2236842105263158,0.3231292517006803,0.4470588235294118,True,False,False
IGF1R,LCK,False,0,0.2131578947368421,0.1236842105263157,0.1605263157894736,0.1657894736842105,0.5236842105263158,0.6868421052631579,0.3490909090909091,0.4235294117647059,True,False,False
IGF1R,MAP2K1,False,0,0.6447368421052632,0.8289473684210527,0.8236842105263158,0.7657894736842105,0.4394736842105263,0.4394736842105263,0.1994047619047619,0.3411764705882353,False,False,False
IGF1R,MAPK1,True,2,0.9184210526315788,0.9394736842105263,0.8026315789473685,0.8868421052631579,0.65,0.8763157894736842,0.2065573770491803,0.3176470588235294,False,False,False
IGF1R,MAPK14,False,0,0.4973684210526315,0.6710526315789473,0.4184210526315789,0.5289473684210527,0.3868421052631579,0.7657894736842106,0.1915584415584415,0.32941176470588235,False,False,False
IGF1R,MAPKAPK2,False,1,0.8184210526315789,0.9289473684210526,0.7605263157894737,0.8359649122807018,0.6605263157894737,0.6394736842105263,0.1924398625429553,0.3176470588235294,False,False,False
IGF1R,MET,False,0,0.8026315789473685,0.8394736842105263,0.3868421052631579,0.6763157894736841,0.1973684210526315,0.281578947368421,0.3402777777777778,0.5058823529411764,True,False,False
IGF1R,PLK1,False,1,0.8921052631578947,0.8447368421052631,0.9026315789473685,0.8798245614035087,0.6815789473684211,0.718421052631579,0.2250922509225092,0.38823529411764707,False,False,False
IGF1R,ROCK1,False,0,0.7868421052631579,0.5552631578947368,0.7236842105263158,0.6885964912280702,0.5289473684210526,0.5815789473684211,0.1954022988505747,0.32941176470588235,False,False,False
IGF1R,SRC,False,0,0.2184210526315789,0.2657894736842105,0.2078947368421052,0.2307017543859649,0.5342105263157895,0.7289473684210527,0.332089552238806,0.4588235294117647,True,False,False
JAK2,KDR,False,0,0.3657894736842105,0.3763157894736842,0.1763157894736842,0.306140350877193,0.0184210526315789,0.0394736842105263,0.2751479289940828,0.4588235294117647,True,False,False
JAK2,KIT,False,0,0.3289473684210526,0.3236842105263158,0.2184210526315789,0.2903508771929824,0.3657894736842105,0.2921052631578947,0.247588424437299,0.49411764705882355,True,False,False
JAK2,LCK,False,0,0.6026315789473684,0.2605263157894736,0.3078947368421053,0.3903508771929824,0.7605263157894737,0.8078947368421052,0.3226950354609929,0.49411764705882355,True,False,False
JAK2,MAP2K1,False,0,0.7921052631578948,0.5131578947368421,0.8868421052631579,0.730701754385965,0.5184210526315789,0.3131578947368421,0.234375,0.36470588235294116,False,False,False
JAK2,MAPK1,False,0,0.3078947368421053,0.5815789473684211,0.8973684210526316,0.5956140350877194,0.7447368421052631,0.913157894736842,0.238095238095238,0.3411764705882353,False,False,False
JAK2,MAPK14,False,0,0.2289473684210526,0.1973684210526315,0.4973684210526315,0.3078947368421053,0.4552631578947368,0.5605263157894737,0.2215189873417721,0.3764705882352941,False,False,False
JAK2,MAPKAPK2,False,1,0.4184210526315789,0.45,0.9394736842105263,0.6026315789473684,0.8657894736842106,0.8131578947368421,0.227891156462585,0.36470588235294116,False,False,False
JAK2,MET,False,0,0.65,0.6394736842105263,0.7394736842105263,0.6763157894736841,0.2342105263157894,0.1552631578947368,0.2881944444444444,0.38823529411764707,True,False,False
JAK2,PLK1,False,0,0.718421052631579,0.7026315789473684,0.5710526315789474,0.6640350877192982,0.913157894736842,0.9236842105263158,0.2791519434628975,0.3764705882352941,False,False,False
JAK2,ROCK1,False,1,0.8763157894736842,0.913157894736842,0.8710526315789474,0.8868421052631579,0.7236842105263158,0.6921052631578948,0.1899441340782122,0.3176470588235294,False,False,False
JAK2,SRC,False,0,0.6236842105263158,0.3973684210526316,0.2605263157894736,0.4271929824561404,0.718421052631579,0.7394736842105263,0.296028880866426,0.4470588235294118,True,False,False
KDR,KIT,True,2,0.9710526315789474,0.9710526315789474,0.881578947368421,0.9412280701754384,0.3131578947368421,0.95,0.3885714285714285,0.7411764705882353,True,False,False
KDR,LCK,False,0,0.3026315789473684,0.781578947368421,0.8657894736842106,0.65,0.0078947368421052,0.0078947368421052,0.2966360856269113,0.43529411764705883,True,False,False
KDR,MAP2K1,False,0,0.6078947368421053,0.3342105263157894,0.0921052631578947,0.3447368421052632,0.0763157894736842,0.2131578947368421,0.185595567867036,0.32941176470588235,False,False,False
KDR,MAPK1,False,0,0.25,0.0342105263157894,0.0605263157894736,0.1149122807017544,0.0605263157894736,0.2342105263157894,0.2132564841498559,0.35294117647058826,False,False,False
KDR,MAPK14,False,0,0.2868421052631579,0.3131578947368421,0.3657894736842105,0.3219298245614035,0.0710526315789473,0.3289473684210526,0.2252252252252252,0.38823529411764707,False,False,False
KDR,MAPKAPK2,False,0,0.2447368421052631,0.0605263157894736,0.0184210526315789,0.1078947368421052,0.1131578947368421,0.25,0.1942675159235669,0.29411764705882354,False,False,False
KDR,MET,False,0,0.5078947368421053,0.7394736842105263,0.3763157894736842,0.5412280701754386,0.55,0.9815789473684212,0.3100303951367781,0.47058823529411764,True,False,False
KDR,PLK1,False,0,0.2236842105263158,0.2447368421052631,0.2868421052631579,0.2517543859649123,0.05,0.0605263157894736,0.2232704402515723,0.35294117647058826,False,False,False
KDR,ROCK1,False,0,0.2552631578947368,0.2289473684210526,0.25,0.2447368421052631,0.0236842105263157,0.0289473684210526,0.1988950276243093,0.36470588235294116,False,False,False
KDR,SRC,False,0,0.2394736842105263,0.6815789473684211,0.8921052631578947,0.6043859649122807,0.0131578947368421,0.0184210526315789,0.2894736842105263,0.36470588235294116,True,False,False
KIT,LCK,False,1,0.8289473684210527,0.9184210526315788,0.7973684210526316,0.8482456140350877,0.3605263157894737,0.1657894736842105,0.3278688524590163,0.49411764705882355,True,False,False
KIT,MAP2K1,False,0,0.4026315789473684,0.2763157894736842,0.0868421052631579,0.2552631578947368,0.3447368421052632,0.1868421052631579,0.1942857142857142,0.35294117647058826,False,False,False
KIT,MAPK1,False,0,0.0342105263157894,0.0236842105263157,0.0552631578947368,0.037719298245614,0.3763157894736842,0.4342105263157895,0.2324159021406728,0.3764705882352941,False,False,False
KIT,MAPK14,False,0,0.3710526315789473,0.35,0.2447368421052631,0.3219298245614035,0.35,0.4184210526315789,0.191740412979351,0.38823529411764707,False,False,False
KIT,MAPKAPK2,False,0,0.0131578947368421,0.1552631578947368,0.0078947368421052,0.0587719298245614,0.5815789473684211,0.2973684210526315,0.1930379746835443,0.3411764705882353,False,False,False
KIT,MET,False,0,0.281578947368421,0.4868421052631579,0.4026315789473684,0.3903508771929824,0.5026315789473684,0.8289473684210527,0.3184713375796178,0.4823529411764706,True,False,False
