dataset,calibration_ligands,repetition,panel_targets_k,selection_source,target_index,target
DOCKSTRING-58,200,42,8,sample_map,13,HSP90AA1
DOCKSTRING-58,200,42,8,sample_map,28,NR3C1
DOCKSTRING-58,200,42,8,sample_map,33,MMP13
DOCKSTRING-58,200,42,8,sample_map,56,F2
DOCKSTRING-58,200,42,8,sample_map,57,KDR
DOCKSTRING-58,200,42,10,full_map,6,MAOB
DOCKSTRING-58,200,42,10,full_map,7,CASP3
DOCKSTRING-58,200,42,10,full_map,9,ESR2
DOCKSTRING-58,200,42,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,42,10,full_map,17,NOS1
DOCKSTRING-58,200,42,10,full_map,20,PGR
DOCKSTRING-58,200,42,10,full_map,21,PTPN1
DOCKSTRING-58,200,42,10,full_map,31,LCK
DOCKSTRING-58,200,42,10,full_map,33,MMP13
DOCKSTRING-58,200,42,10,full_map,57,KDR
DOCKSTRING-58,200,42,10,sample_map,3,ADRB1
DOCKSTRING-58,200,42,10,sample_map,6,MAOB
DOCKSTRING-58,200,42,10,sample_map,9,ESR2
DOCKSTRING-58,200,42,10,sample_map,13,HSP90AA1
DOCKSTRING-58,200,42,10,sample_map,17,NOS1
DOCKSTRING-58,200,42,10,sample_map,21,PTPN1
DOCKSTRING-58,200,42,10,sample_map,28,NR3C1
DOCKSTRING-58,200,42,10,sample_map,33,MMP13
DOCKSTRING-58,200,42,10,sample_map,56,F2
DOCKSTRING-58,200,42,10,sample_map,57,KDR
DOCKSTRING-58,200,43,6,full_map,6,MAOB
DOCKSTRING-58,200,43,6,full_map,7,CASP3
DOCKSTRING-58,200,43,6,full_map,20,PGR
DOCKSTRING-58,200,43,6,full_map,21,PTPN1
DOCKSTRING-58,200,43,6,full_map,31,LCK
DOCKSTRING-58,200,43,6,full_map,57,KDR
DOCKSTRING-58,200,43,6,sample_map,20,PGR
DOCKSTRING-58,200,43,6,sample_map,21,PTPN1
DOCKSTRING-58,200,43,6,sample_map,33,MMP13
DOCKSTRING-58,200,43,6,sample_map,52,MAPK14
DOCKSTRING-58,200,43,6,sample_map,55,THRB
DOCKSTRING-58,200,43,6,sample_map,57,KDR
DOCKSTRING-58,200,43,8,full_map,6,MAOB
DOCKSTRING-58,200,43,8,full_map,7,CASP3
DOCKSTRING-58,200,43,8,full_map,9,ESR2
DOCKSTRING-58,200,43,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,43,8,full_map,20,PGR
DOCKSTRING-58,200,43,8,full_map,21,PTPN1
DOCKSTRING-58,200,43,8,full_map,31,LCK
DOCKSTRING-58,200,43,8,full_map,57,KDR
DOCKSTRING-58,200,43,8,sample_map,20,PGR
DOCKSTRING-58,200,43,8,sample_map,21,PTPN1
DOCKSTRING-58,200,43,8,sample_map,33,MMP13
DOCKSTRING-58,200,43,8,sample_map,38,ADORA2A
DOCKSTRING-58,200,43,8,sample_map,49,F10
DOCKSTRING-58,200,43,8,sample_map,52,MAPK14
DOCKSTRING-58,200,43,8,sample_map,55,THRB
DOCKSTRING-58,200,43,8,sample_map,57,KDR
DOCKSTRING-58,200,43,10,full_map,6,MAOB
DOCKSTRING-58,200,43,10,full_map,7,CASP3
DOCKSTRING-58,200,43,10,full_map,9,ESR2
DOCKSTRING-58,200,43,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,43,10,full_map,17,NOS1
DOCKSTRING-58,200,43,10,full_map,20,PGR
DOCKSTRING-58,200,43,10,full_map,21,PTPN1
DOCKSTRING-58,200,43,10,full_map,31,LCK
DOCKSTRING-58,200,43,10,full_map,33,MMP13
DOCKSTRING-58,200,43,10,full_map,57,KDR
DOCKSTRING-58,200,43,10,sample_map,13,HSP90AA1
DOCKSTRING-58,200,43,10,sample_map,20,PGR
DOCKSTRING-58,200,43,10,sample_map,21,PTPN1
DOCKSTRING-58,200,43,10,sample_map,27,ESR1
DOCKSTRING-58,200,43,10,sample_map,33,MMP13
DOCKSTRING-58,200,43,10,sample_map,38,ADORA2A
DOCKSTRING-58,200,43,10,sample_map,49,F10
DOCKSTRING-58,200,43,10,sample_map,52,MAPK14
DOCKSTRING-58,200,43,10,sample_map,55,THRB
DOCKSTRING-58,200,43,10,sample_map,57,KDR
DOCKSTRING-58,200,44,6,full_map,6,MAOB
DOCKSTRING-58,200,44,6,full_map,7,CASP3
DOCKSTRING-58,200,44,6,full_map,20,PGR
DOCKSTRING-58,200,44,6,full_map,21,PTPN1
DOCKSTRING-58,200,44,6,full_map,31,LCK
DOCKSTRING-58,200,44,6,full_map,57,KDR
DOCKSTRING-58,200,44,6,sample_map,20,PGR
DOCKSTRING-58,200,44,6,sample_map,38,ADORA2A
DOCKSTRING-58,200,44,6,sample_map,39,ACHE
DOCKSTRING-58,200,44,6,sample_map,43,CYP3A4
DOCKSTRING-58,200,44,6,sample_map,55,THRB
DOCKSTRING-58,200,44,6,sample_map,57,KDR
DOCKSTRING-58,200,44,8,full_map,6,MAOB
DOCKSTRING-58,200,44,8,full_map,7,CASP3
DOCKSTRING-58,200,44,8,full_map,9,ESR2
DOCKSTRING-58,200,44,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,44,8,full_map,20,PGR
DOCKSTRING-58,200,44,8,full_map,21,PTPN1
DOCKSTRING-58,200,44,8,full_map,31,LCK
DOCKSTRING-58,200,44,8,full_map,57,KDR
DOCKSTRING-58,200,44,8,sample_map,9,ESR2
DOCKSTRING-58,200,44,8,sample_map,20,PGR
DOCKSTRING-58,200,44,8,sample_map,21,PTPN1
DOCKSTRING-58,200,44,8,sample_map,38,ADORA2A
DOCKSTRING-58,200,44,8,sample_map,39,ACHE
DOCKSTRING-58,200,44,8,sample_map,43,CYP3A4
DOCKSTRING-58,200,44,8,sample_map,55,THRB
DOCKSTRING-58,200,44,8,sample_map,57,KDR
DOCKSTRING-58,200,44,10,full_map,6,MAOB
DOCKSTRING-58,200,44,10,full_map,7,CASP3
DOCKSTRING-58,200,44,10,full_map,9,ESR2
DOCKSTRING-58,200,44,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,44,10,full_map,17,NOS1
DOCKSTRING-58,200,44,10,full_map,20,PGR
DOCKSTRING-58,200,44,10,full_map,21,PTPN1
DOCKSTRING-58,200,44,10,full_map,31,LCK
DOCKSTRING-58,200,44,10,full_map,33,MMP13
DOCKSTRING-58,200,44,10,full_map,57,KDR
DOCKSTRING-58,200,44,10,sample_map,7,CASP3
DOCKSTRING-58,200,44,10,sample_map,9,ESR2
DOCKSTRING-58,200,44,10,sample_map,20,PGR
DOCKSTRING-58,200,44,10,sample_map,21,PTPN1
DOCKSTRING-58,200,44,10,sample_map,38,ADORA2A
DOCKSTRING-58,200,44,10,sample_map,39,ACHE
DOCKSTRING-58,200,44,10,sample_map,41,CA2
DOCKSTRING-58,200,44,10,sample_map,43,CYP3A4
DOCKSTRING-58,200,44,10,sample_map,55,THRB
DOCKSTRING-58,200,44,10,sample_map,57,KDR
DOCKSTRING-58,200,45,6,full_map,6,MAOB
DOCKSTRING-58,200,45,6,full_map,7,CASP3
DOCKSTRING-58,200,45,6,full_map,20,PGR
DOCKSTRING-58,200,45,6,full_map,21,PTPN1
DOCKSTRING-58,200,45,6,full_map,31,LCK
DOCKSTRING-58,200,45,6,full_map,57,KDR
DOCKSTRING-58,200,45,6,sample_map,4,ADRB2
DOCKSTRING-58,200,45,6,sample_map,24,AR
DOCKSTRING-58,200,45,6,sample_map,34,PTGS2
DOCKSTRING-58,200,45,6,sample_map,43,CYP3A4
DOCKSTRING-58,200,45,6,sample_map,44,HSD11B1
DOCKSTRING-58,200,45,6,sample_map,57,KDR
DOCKSTRING-58,200,45,8,full_map,6,MAOB
DOCKSTRING-58,200,45,8,full_map,7,CASP3
DOCKSTRING-58,200,45,8,full_map,9,ESR2
DOCKSTRING-58,200,45,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,45,8,full_map,20,PGR
DOCKSTRING-58,200,45,8,full_map,21,PTPN1
DOCKSTRING-58,200,45,8,full_map,31,LCK
DOCKSTRING-58,200,45,8,full_map,57,KDR
DOCKSTRING-58,200,45,8,sample_map,4,ADRB2
DOCKSTRING-58,200,45,8,sample_map,24,AR
DOCKSTRING-58,200,45,8,sample_map,25,CDK2
DOCKSTRING-58,200,45,8,sample_map,34,PTGS2
DOCKSTRING-58,200,45,8,sample_map,38,ADORA2A
DOCKSTRING-58,200,45,8,sample_map,43,CYP3A4
DOCKSTRING-58,200,45,8,sample_map,44,HSD11B1
DOCKSTRING-58,200,45,8,sample_map,57,KDR
DOCKSTRING-58,200,45,10,full_map,6,MAOB
DOCKSTRING-58,200,45,10,full_map,7,CASP3
DOCKSTRING-58,200,45,10,full_map,9,ESR2
DOCKSTRING-58,200,45,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,45,10,full_map,17,NOS1
DOCKSTRING-58,200,45,10,full_map,20,PGR
DOCKSTRING-58,200,45,10,full_map,21,PTPN1
DOCKSTRING-58,200,45,10,full_map,31,LCK
DOCKSTRING-58,200,45,10,full_map,33,MMP13
DOCKSTRING-58,200,45,10,full_map,57,KDR
DOCKSTRING-58,200,45,10,sample_map,4,ADRB2
DOCKSTRING-58,200,45,10,sample_map,21,PTPN1
DOCKSTRING-58,200,45,10,sample_map,24,AR
DOCKSTRING-58,200,45,10,sample_map,25,CDK2
DOCKSTRING-58,200,45,10,sample_map,34,PTGS2
DOCKSTRING-58,200,45,10,sample_map,38,ADORA2A
DOCKSTRING-58,200,45,10,sample_map,41,CA2
DOCKSTRING-58,200,45,10,sample_map,43,CYP3A4
DOCKSTRING-58,200,45,10,sample_map,44,HSD11B1
DOCKSTRING-58,200,45,10,sample_map,57,KDR
DOCKSTRING-58,200,46,6,full_map,6,MAOB
DOCKSTRING-58,200,46,6,full_map,7,CASP3
DOCKSTRING-58,200,46,6,full_map,20,PGR
DOCKSTRING-58,200,46,6,full_map,21,PTPN1
DOCKSTRING-58,200,46,6,full_map,31,LCK
DOCKSTRING-58,200,46,6,full_map,57,KDR
DOCKSTRING-58,200,46,6,sample_map,3,ADRB1
DOCKSTRING-58,200,46,6,sample_map,6,MAOB
DOCKSTRING-58,200,46,6,sample_map,9,ESR2
DOCKSTRING-58,200,46,6,sample_map,20,PGR
DOCKSTRING-58,200,46,6,sample_map,40,BACE1
DOCKSTRING-58,200,46,6,sample_map,57,KDR
DOCKSTRING-58,200,46,8,full_map,6,MAOB
DOCKSTRING-58,200,46,8,full_map,7,CASP3
DOCKSTRING-58,200,46,8,full_map,9,ESR2
DOCKSTRING-58,200,46,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,46,8,full_map,20,PGR
DOCKSTRING-58,200,46,8,full_map,21,PTPN1
DOCKSTRING-58,200,46,8,full_map,31,LCK
DOCKSTRING-58,200,46,8,full_map,57,KDR
DOCKSTRING-58,200,46,8,sample_map,4,ADRB2
DOCKSTRING-58,200,46,8,sample_map,6,MAOB
DOCKSTRING-58,200,46,8,sample_map,9,ESR2
DOCKSTRING-58,200,46,8,sample_map,20,PGR
DOCKSTRING-58,200,46,8,sample_map,31,LCK
DOCKSTRING-58,200,46,8,sample_map,33,MMP13
DOCKSTRING-58,200,46,8,sample_map,40,BACE1
DOCKSTRING-58,200,46,8,sample_map,57,KDR
DOCKSTRING-58,200,46,10,full_map,6,MAOB
DOCKSTRING-58,200,46,10,full_map,7,CASP3
DOCKSTRING-58,200,46,10,full_map,9,ESR2
DOCKSTRING-58,200,46,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,46,10,full_map,17,NOS1
DOCKSTRING-58,200,46,10,full_map,20,PGR
DOCKSTRING-58,200,46,10,full_map,21,PTPN1
DOCKSTRING-58,200,46,10,full_map,31,LCK
DOCKSTRING-58,200,46,10,full_map,33,MMP13
DOCKSTRING-58,200,46,10,full_map,57,KDR
DOCKSTRING-58,200,46,10,sample_map,4,ADRB2
DOCKSTRING-58,200,46,10,sample_map,6,MAOB
DOCKSTRING-58,200,46,10,sample_map,9,ESR2
DOCKSTRING-58,200,46,10,sample_map,13,HSP90AA1
DOCKSTRING-58,200,46,10,sample_map,20,PGR
DOCKSTRING-58,200,46,10,sample_map,21,PTPN1
DOCKSTRING-58,200,46,10,sample_map,31,LCK
DOCKSTRING-58,200,46,10,sample_map,33,MMP13
DOCKSTRING-58,200,46,10,sample_map,40,BACE1
DOCKSTRING-58,200,46,10,sample_map,57,KDR
DOCKSTRING-58,200,47,6,full_map,6,MAOB
DOCKSTRING-58,200,47,6,full_map,7,CASP3
DOCKSTRING-58,200,47,6,full_map,20,PGR
DOCKSTRING-58,200,47,6,full_map,21,PTPN1
DOCKSTRING-58,200,47,6,full_map,31,LCK
DOCKSTRING-58,200,47,6,full_map,57,KDR
DOCKSTRING-58,200,47,6,sample_map,0,PPARD
DOCKSTRING-58,200,47,6,sample_map,20,PGR
DOCKSTRING-58,200,47,6,sample_map,27,ESR1
DOCKSTRING-58,200,47,6,sample_map,33,MMP13
DOCKSTRING-58,200,47,6,sample_map,55,THRB
DOCKSTRING-58,200,47,6,sample_map,57,KDR
DOCKSTRING-58,200,47,8,full_map,6,MAOB
DOCKSTRING-58,200,47,8,full_map,7,CASP3
DOCKSTRING-58,200,47,8,full_map,9,ESR2
DOCKSTRING-58,200,47,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,47,8,full_map,20,PGR
DOCKSTRING-58,200,47,8,full_map,21,PTPN1
DOCKSTRING-58,200,47,8,full_map,31,LCK
DOCKSTRING-58,200,47,8,full_map,57,KDR
DOCKSTRING-58,200,47,8,sample_map,0,PPARD
DOCKSTRING-58,200,47,8,sample_map,20,PGR
DOCKSTRING-58,200,47,8,sample_map,21,PTPN1
DOCKSTRING-58,200,47,8,sample_map,27,ESR1
DOCKSTRING-58,200,47,8,sample_map,33,MMP13
DOCKSTRING-58,200,47,8,sample_map,52,MAPK14
DOCKSTRING-58,200,47,8,sample_map,55,THRB
DOCKSTRING-58,200,47,8,sample_map,57,KDR
DOCKSTRING-58,200,47,10,full_map,6,MAOB
DOCKSTRING-58,200,47,10,full_map,7,CASP3
DOCKSTRING-58,200,47,10,full_map,9,ESR2
DOCKSTRING-58,200,47,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,47,10,full_map,17,NOS1
DOCKSTRING-58,200,47,10,full_map,20,PGR
DOCKSTRING-58,200,47,10,full_map,21,PTPN1
DOCKSTRING-58,200,47,10,full_map,31,LCK
DOCKSTRING-58,200,47,10,full_map,33,MMP13
DOCKSTRING-58,200,47,10,full_map,57,KDR
DOCKSTRING-58,200,47,10,sample_map,6,MAOB
DOCKSTRING-58,200,47,10,sample_map,17,NOS1
DOCKSTRING-58,200,47,10,sample_map,20,PGR
DOCKSTRING-58,200,47,10,sample_map,21,PTPN1
DOCKSTRING-58,200,47,10,sample_map,26,CSF1R
DOCKSTRING-58,200,47,10,sample_map,27,ESR1
DOCKSTRING-58,200,47,10,sample_map,33,MMP13
DOCKSTRING-58,200,47,10,sample_map,52,MAPK14
DOCKSTRING-58,200,47,10,sample_map,55,THRB
DOCKSTRING-58,200,47,10,sample_map,57,KDR
DOCKSTRING-58,200,48,6,full_map,6,MAOB
DOCKSTRING-58,200,48,6,full_map,7,CASP3
DOCKSTRING-58,200,48,6,full_map,20,PGR
DOCKSTRING-58,200,48,6,full_map,21,PTPN1
DOCKSTRING-58,200,48,6,full_map,31,LCK
DOCKSTRING-58,200,48,6,full_map,57,KDR
DOCKSTRING-58,200,48,6,sample_map,6,MAOB
DOCKSTRING-58,200,48,6,sample_map,14,KIT
DOCKSTRING-58,200,48,6,sample_map,20,PGR
DOCKSTRING-58,200,48,6,sample_map,39,ACHE
DOCKSTRING-58,200,48,6,sample_map,54,SRC
DOCKSTRING-58,200,48,6,sample_map,57,KDR
DOCKSTRING-58,200,48,8,full_map,6,MAOB
DOCKSTRING-58,200,48,8,full_map,7,CASP3
DOCKSTRING-58,200,48,8,full_map,9,ESR2
DOCKSTRING-58,200,48,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,48,8,full_map,20,PGR
DOCKSTRING-58,200,48,8,full_map,21,PTPN1
DOCKSTRING-58,200,48,8,full_map,31,LCK
DOCKSTRING-58,200,48,8,full_map,57,KDR
DOCKSTRING-58,200,48,8,sample_map,6,MAOB
DOCKSTRING-58,200,48,8,sample_map,9,ESR2
DOCKSTRING-58,200,48,8,sample_map,14,KIT
DOCKSTRING-58,200,48,8,sample_map,20,PGR
DOCKSTRING-58,200,48,8,sample_map,39,ACHE
DOCKSTRING-58,200,48,8,sample_map,41,CA2
DOCKSTRING-58,200,48,8,sample_map,54,SRC
DOCKSTRING-58,200,48,8,sample_map,55,THRB
DOCKSTRING-58,200,48,10,full_map,6,MAOB
DOCKSTRING-58,200,48,10,full_map,7,CASP3
DOCKSTRING-58,200,48,10,full_map,9,ESR2
DOCKSTRING-58,200,48,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,48,10,full_map,17,NOS1
DOCKSTRING-58,200,48,10,full_map,20,PGR
DOCKSTRING-58,200,48,10,full_map,21,PTPN1
DOCKSTRING-58,200,48,10,full_map,31,LCK
DOCKSTRING-58,200,48,10,full_map,33,MMP13
DOCKSTRING-58,200,48,10,full_map,57,KDR
DOCKSTRING-58,200,48,10,sample_map,6,MAOB
DOCKSTRING-58,200,48,10,sample_map,9,ESR2
DOCKSTRING-58,200,48,10,sample_map,14,KIT
DOCKSTRING-58,200,48,10,sample_map,20,PGR
DOCKSTRING-58,200,48,10,sample_map,30,JAK2
DOCKSTRING-58,200,48,10,sample_map,39,ACHE
DOCKSTRING-58,200,48,10,sample_map,41,CA2
DOCKSTRING-58,200,48,10,sample_map,47,DRD3
DOCKSTRING-58,200,48,10,sample_map,54,SRC
DOCKSTRING-58,200,48,10,sample_map,55,THRB
DOCKSTRING-58,200,49,6,full_map,6,MAOB
DOCKSTRING-58,200,49,6,full_map,7,CASP3
DOCKSTRING-58,200,49,6,full_map,20,PGR
DOCKSTRING-58,200,49,6,full_map,21,PTPN1
DOCKSTRING-58,200,49,6,full_map,31,LCK
DOCKSTRING-58,200,49,6,full_map,57,KDR
DOCKSTRING-58,200,49,6,sample_map,20,PGR
DOCKSTRING-58,200,49,6,sample_map,25,CDK2
DOCKSTRING-58,200,49,6,sample_map,31,LCK
DOCKSTRING-58,200,49,6,sample_map,33,MMP13
DOCKSTRING-58,200,49,6,sample_map,38,ADORA2A
DOCKSTRING-58,200,49,6,sample_map,55,THRB
DOCKSTRING-58,200,49,8,full_map,6,MAOB
DOCKSTRING-58,200,49,8,full_map,7,CASP3
DOCKSTRING-58,200,49,8,full_map,9,ESR2
DOCKSTRING-58,200,49,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,49,8,full_map,20,PGR
DOCKSTRING-58,200,49,8,full_map,21,PTPN1
DOCKSTRING-58,200,49,8,full_map,31,LCK
DOCKSTRING-58,200,49,8,full_map,57,KDR
DOCKSTRING-58,200,49,8,sample_map,20,PGR
DOCKSTRING-58,200,49,8,sample_map,25,CDK2
DOCKSTRING-58,200,49,8,sample_map,31,LCK
DOCKSTRING-58,200,49,8,sample_map,33,MMP13
DOCKSTRING-58,200,49,8,sample_map,38,ADORA2A
DOCKSTRING-58,200,49,8,sample_map,47,DRD3
DOCKSTRING-58,200,49,8,sample_map,52,MAPK14
DOCKSTRING-58,200,49,8,sample_map,55,THRB
DOCKSTRING-58,200,49,10,full_map,6,MAOB
DOCKSTRING-58,200,49,10,full_map,7,CASP3
DOCKSTRING-58,200,49,10,full_map,9,ESR2
DOCKSTRING-58,200,49,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,49,10,full_map,17,NOS1
DOCKSTRING-58,200,49,10,full_map,20,PGR
DOCKSTRING-58,200,49,10,full_map,21,PTPN1
DOCKSTRING-58,200,49,10,full_map,31,LCK
DOCKSTRING-58,200,49,10,full_map,33,MMP13
DOCKSTRING-58,200,49,10,full_map,57,KDR
DOCKSTRING-58,200,49,10,sample_map,20,PGR
DOCKSTRING-58,200,49,10,sample_map,25,CDK2
DOCKSTRING-58,200,49,10,sample_map,26,CSF1R
DOCKSTRING-58,200,49,10,sample_map,31,LCK
DOCKSTRING-58,200,49,10,sample_map,33,MMP13
DOCKSTRING-58,200,49,10,sample_map,36,PPARG
DOCKSTRING-58,200,49,10,sample_map,38,ADORA2A
DOCKSTRING-58,200,49,10,sample_map,47,DRD3
DOCKSTRING-58,200,49,10,sample_map,52,MAPK14
DOCKSTRING-58,200,49,10,sample_map,55,THRB
DOCKSTRING-58,200,50,6,full_map,6,MAOB
DOCKSTRING-58,200,50,6,full_map,7,CASP3
DOCKSTRING-58,200,50,6,full_map,20,PGR
DOCKSTRING-58,200,50,6,full_map,21,PTPN1
DOCKSTRING-58,200,50,6,full_map,31,LCK
DOCKSTRING-58,200,50,6,full_map,57,KDR
DOCKSTRING-58,200,50,6,sample_map,6,MAOB
DOCKSTRING-58,200,50,6,sample_map,7,CASP3
DOCKSTRING-58,200,50,6,sample_map,20,PGR
DOCKSTRING-58,200,50,6,sample_map,27,ESR1
DOCKSTRING-58,200,50,6,sample_map,33,MMP13
DOCKSTRING-58,200,50,6,sample_map,57,KDR
DOCKSTRING-58,200,50,8,full_map,6,MAOB
DOCKSTRING-58,200,50,8,full_map,7,CASP3
DOCKSTRING-58,200,50,8,full_map,9,ESR2
DOCKSTRING-58,200,50,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,50,8,full_map,20,PGR
DOCKSTRING-58,200,50,8,full_map,21,PTPN1
DOCKSTRING-58,200,50,8,full_map,31,LCK
DOCKSTRING-58,200,50,8,full_map,57,KDR
DOCKSTRING-58,200,50,8,sample_map,6,MAOB
DOCKSTRING-58,200,50,8,sample_map,7,CASP3
DOCKSTRING-58,200,50,8,sample_map,14,KIT
DOCKSTRING-58,200,50,8,sample_map,17,NOS1
DOCKSTRING-58,200,50,8,sample_map,20,PGR
DOCKSTRING-58,200,50,8,sample_map,27,ESR1
DOCKSTRING-58,200,50,8,sample_map,33,MMP13
DOCKSTRING-58,200,50,8,sample_map,57,KDR
DOCKSTRING-58,200,50,10,full_map,6,MAOB
DOCKSTRING-58,200,50,10,full_map,7,CASP3
DOCKSTRING-58,200,50,10,full_map,9,ESR2
DOCKSTRING-58,200,50,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,50,10,full_map,17,NOS1
DOCKSTRING-58,200,50,10,full_map,20,PGR
DOCKSTRING-58,200,50,10,full_map,21,PTPN1
DOCKSTRING-58,200,50,10,full_map,31,LCK
DOCKSTRING-58,200,50,10,full_map,33,MMP13
DOCKSTRING-58,200,50,10,full_map,57,KDR
DOCKSTRING-58,200,50,10,sample_map,6,MAOB
DOCKSTRING-58,200,50,10,sample_map,7,CASP3
DOCKSTRING-58,200,50,10,sample_map,10,PTK2
DOCKSTRING-58,200,50,10,sample_map,13,HSP90AA1
DOCKSTRING-58,200,50,10,sample_map,14,KIT
DOCKSTRING-58,200,50,10,sample_map,17,NOS1
DOCKSTRING-58,200,50,10,sample_map,20,PGR
DOCKSTRING-58,200,50,10,sample_map,27,ESR1
DOCKSTRING-58,200,50,10,sample_map,33,MMP13
DOCKSTRING-58,200,50,10,sample_map,57,KDR
DOCKSTRING-58,200,51,6,full_map,6,MAOB
DOCKSTRING-58,200,51,6,full_map,7,CASP3
DOCKSTRING-58,200,51,6,full_map,20,PGR
DOCKSTRING-58,200,51,6,full_map,21,PTPN1
DOCKSTRING-58,200,51,6,full_map,31,LCK
DOCKSTRING-58,200,51,6,full_map,57,KDR
DOCKSTRING-58,200,51,6,sample_map,6,MAOB
DOCKSTRING-58,200,51,6,sample_map,14,KIT
DOCKSTRING-58,200,51,6,sample_map,20,PGR
DOCKSTRING-58,200,51,6,sample_map,38,ADORA2A
DOCKSTRING-58,200,51,6,sample_map,55,THRB
DOCKSTRING-58,200,51,6,sample_map,57,KDR
DOCKSTRING-58,200,51,8,full_map,6,MAOB
DOCKSTRING-58,200,51,8,full_map,7,CASP3
DOCKSTRING-58,200,51,8,full_map,9,ESR2
DOCKSTRING-58,200,51,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,51,8,full_map,20,PGR
DOCKSTRING-58,200,51,8,full_map,21,PTPN1
DOCKSTRING-58,200,51,8,full_map,31,LCK
DOCKSTRING-58,200,51,8,full_map,57,KDR
DOCKSTRING-58,200,51,8,sample_map,6,MAOB
DOCKSTRING-58,200,51,8,sample_map,14,KIT
DOCKSTRING-58,200,51,8,sample_map,20,PGR
DOCKSTRING-58,200,51,8,sample_map,36,PPARG
DOCKSTRING-58,200,51,8,sample_map,38,ADORA2A
DOCKSTRING-58,200,51,8,sample_map,52,MAPK14
DOCKSTRING-58,200,51,8,sample_map,55,THRB
DOCKSTRING-58,200,51,8,sample_map,57,KDR
DOCKSTRING-58,200,51,10,full_map,6,MAOB
DOCKSTRING-58,200,51,10,full_map,7,CASP3
DOCKSTRING-58,200,51,10,full_map,9,ESR2
DOCKSTRING-58,200,51,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,51,10,full_map,17,NOS1
DOCKSTRING-58,200,51,10,full_map,20,PGR
DOCKSTRING-58,200,51,10,full_map,21,PTPN1
DOCKSTRING-58,200,51,10,full_map,31,LCK
DOCKSTRING-58,200,51,10,full_map,33,MMP13
DOCKSTRING-58,200,51,10,full_map,57,KDR
DOCKSTRING-58,200,51,10,sample_map,6,MAOB
DOCKSTRING-58,200,51,10,sample_map,13,HSP90AA1
DOCKSTRING-58,200,51,10,sample_map,14,KIT
DOCKSTRING-58,200,51,10,sample_map,20,PGR
DOCKSTRING-58,200,51,10,sample_map,31,LCK
DOCKSTRING-58,200,51,10,sample_map,36,PPARG
DOCKSTRING-58,200,51,10,sample_map,38,ADORA2A
DOCKSTRING-58,200,51,10,sample_map,52,MAPK14
DOCKSTRING-58,200,51,10,sample_map,55,THRB
DOCKSTRING-58,200,51,10,sample_map,57,KDR
DOCKSTRING-58,200,52,6,full_map,6,MAOB
DOCKSTRING-58,200,52,6,full_map,7,CASP3
DOCKSTRING-58,200,52,6,full_map,20,PGR
DOCKSTRING-58,200,52,6,full_map,21,PTPN1
DOCKSTRING-58,200,52,6,full_map,31,LCK
DOCKSTRING-58,200,52,6,full_map,57,KDR
DOCKSTRING-58,200,52,6,sample_map,6,MAOB
DOCKSTRING-58,200,52,6,sample_map,7,CASP3
DOCKSTRING-58,200,52,6,sample_map,9,ESR2
DOCKSTRING-58,200,52,6,sample_map,20,PGR
DOCKSTRING-58,200,52,6,sample_map,43,CYP3A4
DOCKSTRING-58,200,52,6,sample_map,57,KDR
DOCKSTRING-58,200,52,8,full_map,6,MAOB
DOCKSTRING-58,200,52,8,full_map,7,CASP3
DOCKSTRING-58,200,52,8,full_map,9,ESR2
DOCKSTRING-58,200,52,8,full_map,13,HSP90AA1
DOCKSTRING-58,200,52,8,full_map,20,PGR
DOCKSTRING-58,200,52,8,full_map,21,PTPN1
DOCKSTRING-58,200,52,8,full_map,31,LCK
DOCKSTRING-58,200,52,8,full_map,57,KDR
DOCKSTRING-58,200,52,8,sample_map,6,MAOB
DOCKSTRING-58,200,52,8,sample_map,7,CASP3
DOCKSTRING-58,200,52,8,sample_map,9,ESR2
DOCKSTRING-58,200,52,8,sample_map,10,PTK2
DOCKSTRING-58,200,52,8,sample_map,20,PGR
DOCKSTRING-58,200,52,8,sample_map,39,ACHE
DOCKSTRING-58,200,52,8,sample_map,43,CYP3A4
DOCKSTRING-58,200,52,8,sample_map,57,KDR
DOCKSTRING-58,200,52,10,full_map,6,MAOB
DOCKSTRING-58,200,52,10,full_map,7,CASP3
DOCKSTRING-58,200,52,10,full_map,9,ESR2
DOCKSTRING-58,200,52,10,full_map,13,HSP90AA1
DOCKSTRING-58,200,52,10,full_map,17,NOS1
