support_kind,surface,support_id,target_a,target_b,correlation,percentile_rank
scaffold,residual,0,IGF1R,MAPK1,0.115207680456607,0.80952380952381
scaffold,residual,0,IGF1R,MAPK14,0.141504302207802,0.851851851851852
scaffold,residual,0,IGF1R,MAPKAPK2,0.0437914517716789,0.666666666666667
scaffold,residual,0,IGF1R,MET,-0.158430014654188,0.264550264550265
scaffold,residual,0,IGF1R,PLK1,0.044374013032833,0.677248677248677
scaffold,residual,0,IGF1R,ROCK1,-0.0454356810179274,0.529100529100529
scaffold,residual,0,IGF1R,SRC,0.0459886961057635,0.687830687830688
scaffold,residual,0,JAK2,KDR,-0.353183364865324,0.0317460317460317
scaffold,residual,0,JAK2,KIT,-0.130586518033643,0.328042328042328
scaffold,residual,0,JAK2,LCK,0.114703522773495,0.804232804232804
scaffold,residual,0,JAK2,MAP2K1,-0.158223788454421,0.26984126984127
scaffold,residual,0,JAK2,MAPK1,0.173113511727093,0.894179894179894
scaffold,residual,0,JAK2,MAPK14,0.000569421973937111,0.62962962962963
scaffold,residual,0,JAK2,MAPKAPK2,0.152045879390397,0.862433862433862
scaffold,residual,0,JAK2,MET,-0.27381207310889,0.105820105820106
scaffold,residual,0,JAK2,PLK1,0.181807973520176,0.899470899470899
scaffold,residual,0,JAK2,ROCK1,-0.0061105041883631,0.613756613756614
scaffold,residual,0,JAK2,SRC,0.0888417457813746,0.761904761904762
scaffold,residual,0,KDR,KIT,0.22773052193866,0.947089947089947
scaffold,residual,0,KDR,LCK,-0.487608779346047,0
scaffold,residual,0,KDR,MAP2K1,-0.1852750919313,0.222222222222222
scaffold,residual,0,KDR,MAPK1,-0.161677233219356,0.259259259259259
scaffold,residual,0,KDR,MAPK14,-0.14460366376773,0.306878306878307
scaffold,residual,0,KDR,MAPKAPK2,-0.140336183471707,0.312169312169312
scaffold,residual,0,KDR,MET,0.455000257757606,0.989417989417989
scaffold,residual,0,KDR,PLK1,-0.315358368872835,0.0634920634920635
scaffold,residual,0,KDR,ROCK1,-0.383778908570412,0.0264550264550265
scaffold,residual,0,KDR,SRC,-0.43732233181301,0.0211640211640212
scaffold,residual,0,KIT,LCK,-0.219775892107869,0.17989417989418
scaffold,residual,0,KIT,MAP2K1,-0.21069900129933,0.206349206349206
scaffold,residual,0,KIT,MAPK1,-0.0700277236025545,0.465608465608466
scaffold,residual,0,KIT,MAPK14,-0.112564527211736,0.391534391534392
scaffold,residual,0,KIT,MAPKAPK2,-0.150647665708055,0.296296296296296
scaffold,residual,0,KIT,MET,0.136988712537785,0.835978835978836
scaffold,residual,0,KIT,PLK1,-0.166238958128732,0.248677248677249
scaffold,residual,0,KIT,ROCK1,-0.269627640215517,0.116402116402116
scaffold,residual,0,KIT,SRC,-0.286203892634722,0.0899470899470899
scaffold,residual,0,LCK,MAP2K1,0.0443737377652393,0.671957671957672
scaffold,residual,0,LCK,MAPK1,-0.117554599665826,0.37037037037037
scaffold,residual,0,LCK,MAPK14,0.156499271136247,0.873015873015873
scaffold,residual,0,LCK,MAPKAPK2,-0.0340300984120714,0.544973544973545
scaffold,residual,0,LCK,MET,-0.44847000699021,0.0105820105820106
scaffold,residual,0,LCK,PLK1,0.160273939973193,0.883597883597884
scaffold,residual,0,LCK,ROCK1,0.204416144037197,0.931216931216931
scaffold,residual,0,LCK,SRC,0.477568801262766,1
scaffold,residual,0,MAP2K1,MAPK1,-0.144869771434768,0.301587301587302
scaffold,residual,0,MAP2K1,MAPK14,-0.0502061020667692,0.507936507936508
scaffold,residual,0,MAP2K1,MAPKAPK2,-0.019545121362177,0.576719576719577
scaffold,residual,0,MAP2K1,MET,-0.112768127741163,0.386243386243386
scaffold,residual,0,MAP2K1,PLK1,0.0430137419137268,0.661375661375661
scaffold,residual,0,MAP2K1,ROCK1,0.262054568563204,0.962962962962963
scaffold,residual,0,MAP2K1,SRC,0.0684444904551631,0.740740740740741
scaffold,residual,0,MAPK1,MAPK14,-0.16551071675832,0.253968253968254
scaffold,residual,0,MAPK1,MAPKAPK2,0.0901768944037256,0.767195767195767
scaffold,residual,0,MAPK1,MET,-0.0640172463280265,0.492063492063492
scaffold,residual,0,MAPK1,PLK1,0.0852135980048411,0.751322751322751
scaffold,residual,0,MAPK1,ROCK1,-0.0790347487852968,0.433862433862434
scaffold,residual,0,MAPK1,SRC,-0.0548612153726497,0.502645502645503
scaffold,residual,0,MAPK14,MAPKAPK2,-0.0704656096925034,0.455026455026455
scaffold,residual,0,MAPK14,MET,-0.216112382750397,0.185185185185185
scaffold,residual,0,MAPK14,PLK1,-0.127968465225777,0.338624338624339
scaffold,residual,0,MAPK14,ROCK1,0.0472877901247927,0.693121693121693
scaffold,residual,0,MAPK14,SRC,0.0975142679334084,0.777777777777778
scaffold,residual,0,MAPKAPK2,MET,-0.0937170228750266,0.412698412698413
scaffold,residual,0,MAPKAPK2,PLK1,0.039332900175958,0.656084656084656
scaffold,residual,0,MAPKAPK2,ROCK1,-0.00697528807254555,0.603174603174603
scaffold,residual,0,MAPKAPK2,SRC,-0.0215132959808609,0.571428571428571
scaffold,residual,0,MET,PLK1,-0.212704329567752,0.19047619047619
scaffold,residual,0,MET,ROCK1,-0.27076470636985,0.111111111111111
scaffold,residual,0,MET,SRC,-0.322047509251728,0.0529100529100529
scaffold,residual,0,PLK1,ROCK1,0.10712467236317,0.788359788359788
scaffold,residual,0,PLK1,SRC,0.149684695779338,0.857142857142857
scaffold,residual,0,ROCK1,SRC,0.225306439957321,0.941798941798942
scaffold,residual,1,ABL1,AKT1,-0.452542703366088,0.00529100529100529
scaffold,residual,1,ABL1,AKT2,-0.170641149373376,0.253968253968254
scaffold,residual,1,ABL1,CDK2,-0.287565997686295,0.0899470899470899
scaffold,residual,1,ABL1,CSF1R,0.0439165419682354,0.693121693121693
scaffold,residual,1,ABL1,EGFR,-0.0938439300502676,0.417989417989418
scaffold,residual,1,ABL1,FGFR1,0.403212398295978,0.984126984126984
scaffold,residual,1,ABL1,IGF1R,-0.219732009616146,0.19047619047619
scaffold,residual,1,ABL1,JAK2,-0.184605005815155,0.238095238095238
scaffold,residual,1,ABL1,KDR,0.357929670271942,0.973544973544973
scaffold,residual,1,ABL1,KIT,0.240555127709726,0.952380952380952
scaffold,residual,1,ABL1,LCK,-0.109200542875601,0.375661375661376
scaffold,residual,1,ABL1,MAP2K1,-0.318864543497142,0.0423280423280423
scaffold,residual,1,ABL1,MAPK1,-0.157445444398464,0.28042328042328
scaffold,residual,1,ABL1,MAPK14,-0.0479205138253336,0.523809523809524
scaffold,residual,1,ABL1,MAPKAPK2,-0.189649074669565,0.222222222222222
scaffold,residual,1,ABL1,MET,0.175615858139053,0.888888888888889
scaffold,residual,1,ABL1,PLK1,-0.258371557409986,0.105820105820106
scaffold,residual,1,ABL1,ROCK1,-0.442187076236639,0.0105820105820106
scaffold,residual,1,ABL1,SRC,-0.268189173169828,0.100529100529101
scaffold,residual,1,AKT1,AKT2,0.17688346944439,0.894179894179894
scaffold,residual,1,AKT1,CDK2,0.055257466625242,0.71957671957672
scaffold,residual,1,AKT1,CSF1R,-0.239380858246588,0.158730158730159
scaffold,residual,1,AKT1,EGFR,-0.0153530050337616,0.566137566137566
scaffold,residual,1,AKT1,FGFR1,-0.257458997779535,0.111111111111111
scaffold,residual,1,AKT1,IGF1R,-0.0700971945781764,0.481481481481481
scaffold,residual,1,AKT1,JAK2,-0.0790554359678456,0.44973544973545
scaffold,residual,1,AKT1,KDR,-0.254300389730998,0.116402116402116
scaffold,residual,1,AKT1,KIT,-0.249393076455798,0.132275132275132
scaffold,residual,1,AKT1,LCK,-0.0165595110619189,0.560846560846561
scaffold,residual,1,AKT1,MAP2K1,0.467625462273605,1
scaffold,residual,1,AKT1,MAPK1,-0.0646111090049609,0.502645502645503
scaffold,residual,1,AKT1,MAPK14,-0.0997151214957653,0.396825396825397
scaffold,residual,1,AKT1,MAPKAPK2,0.0228442600152143,0.661375661375661
scaffold,residual,1,AKT1,MET,-0.156078283033353,0.285714285714286
scaffold,residual,1,AKT1,PLK1,0.115327266078059,0.793650793650794
scaffold,residual,1,AKT1,ROCK1,0.397126612133768,0.978835978835979
scaffold,residual,1,AKT1,SRC,0.129623773130272,0.830687830687831
scaffold,residual,1,AKT2,CDK2,-0.0121378626539773,0.576719576719577
scaffold,residual,1,AKT2,CSF1R,-0.119470285204195,0.349206349206349
scaffold,residual,1,AKT2,EGFR,-0.11153574917999,0.354497354497354
scaffold,residual,1,AKT2,FGFR1,-0.0799397603463268,0.439153439153439
scaffold,residual,1,AKT2,IGF1R,-0.110271909597188,0.37037037037037
scaffold,residual,1,AKT2,JAK2,-0.131017558848069,0.328042328042328
scaffold,residual,1,AKT2,KDR,-0.095578388927422,0.402116402116402
scaffold,residual,1,AKT2,KIT,-0.0941661880208127,0.412698412698413
scaffold,residual,1,AKT2,LCK,0.0078208082402474,0.62962962962963
scaffold,residual,1,AKT2,MAP2K1,0.0503712128019892,0.708994708994709
scaffold,residual,1,AKT2,MAPK1,-0.0123531692117622,0.571428571428571
scaffold,residual,1,AKT2,MAPK14,-0.128836138710117,0.338624338624339
scaffold,residual,1,AKT2,MAPKAPK2,0.00640250836621469,0.624338624338624
scaffold,residual,1,AKT2,MET,-0.129553546444163,0.333333333333333
scaffold,residual,1,AKT2,PLK1,-0.0509941660993938,0.518518518518518
scaffold,residual,1,AKT2,ROCK1,0.190436492589928,0.904761904761905
scaffold,residual,1,AKT2,SRC,0.0461759728523908,0.698412698412698
scaffold,residual,1,CDK2,CSF1R,0.0111137885844628,0.634920634920635
scaffold,residual,1,CDK2,EGFR,0.0335177121350625,0.671957671957672
scaffold,residual,1,CDK2,FGFR1,-0.348356364296594,0.0317460317460317
scaffold,residual,1,CDK2,IGF1R,0.138714856939846,0.867724867724868
scaffold,residual,1,CDK2,JAK2,0.225857061819752,0.941798941798942
scaffold,residual,1,CDK2,KDR,-0.316952325192054,0.0476190476190476
scaffold,residual,1,CDK2,KIT,-0.243980109706672,0.148148148148148
scaffold,residual,1,CDK2,LCK,0.13442450767515,0.846560846560847
scaffold,residual,1,CDK2,MAP2K1,0.012062222479362,0.64021164021164
scaffold,residual,1,CDK2,MAPK1,0.133703486804953,0.841269841269841
scaffold,residual,1,CDK2,MAPK14,-0.0704541269295377,0.476190476190476
scaffold,residual,1,CDK2,MAPKAPK2,0.210462390017881,0.931216931216931
scaffold,residual,1,CDK2,MET,-0.239828903740986,0.153439153439153
scaffold,residual,1,CDK2,PLK1,0.114519388773725,0.788359788359788
scaffold,residual,1,CDK2,ROCK1,0.137783167425195,0.862433862433862
scaffold,residual,1,CDK2,SRC,0.118325208363008,0.80952380952381
scaffold,residual,1,CSF1R,EGFR,-0.252494794743109,0.121693121693122
scaffold,residual,1,CSF1R,FGFR1,-0.106190175097855,0.386243386243386
scaffold,residual,1,CSF1R,IGF1R,0.077141899975586,0.751322751322751
scaffold,residual,1,CSF1R,JAK2,0.11658911707015,0.798941798941799
scaffold,residual,1,CSF1R,KDR,-0.164056280950926,0.275132275132275
scaffold,residual,1,CSF1R,KIT,0.0705873155357745,0.740740740740741
scaffold,residual,1,CSF1R,LCK,0.0834237571015064,0.761904761904762
scaffold,residual,1,CSF1R,MAP2K1,-0.299824581713082,0.0793650793650794
scaffold,residual,1,CSF1R,MAPK1,-0.00199651808619651,0.592592592592593
scaffold,residual,1,CSF1R,MAPK14,0.205206032465455,0.915343915343915
scaffold,residual,1,CSF1R,MAPKAPK2,-0.0764100892355858,0.46031746031746
scaffold,residual,1,CSF1R,MET,-0.141175732818687,0.317460317460317
scaffold,residual,1,CSF1R,PLK1,-0.0371599153147199,0.53968253968254
scaffold,residual,1,CSF1R,ROCK1,-0.0242863617067303,0.55026455026455
scaffold,residual,1,CSF1R,SRC,0.00157098375530809,0.603174603174603
scaffold,residual,1,EGFR,FGFR1,-0.077617167087267,0.455026455026455
scaffold,residual,1,EGFR,IGF1R,-0.0222217618856488,0.555555555555556
scaffold,residual,1,EGFR,JAK2,0.0190917911622074,0.650793650793651
scaffold,residual,1,EGFR,KDR,-0.0715600073539514,0.465608465608466
scaffold,residual,1,EGFR,KIT,-0.0706833108015772,0.470899470899471
scaffold,residual,1,EGFR,LCK,-0.0421414724370285,0.529100529100529
scaffold,residual,1,EGFR,MAP2K1,0.136681967874736,0.857142857142857
scaffold,residual,1,EGFR,MAPK1,0.0383362448556518,0.677248677248677
scaffold,residual,1,EGFR,MAPK14,-0.15235073446226,0.291005291005291
scaffold,residual,1,EGFR,MAPKAPK2,0.0214841532205992,0.656084656084656
scaffold,residual,1,EGFR,MET,-0.0250696786079776,0.544973544973545
scaffold,residual,1,EGFR,PLK1,0.00139762071781031,0.597883597883598
scaffold,residual,1,EGFR,ROCK1,-0.0531055295966624,0.507936507936508
scaffold,residual,1,EGFR,SRC,-0.0954191207707176,0.407407407407407
scaffold,residual,1,FGFR1,IGF1R,-0.229097980537988,0.174603174603175
scaffold,residual,1,FGFR1,JAK2,-0.31115000441019,0.0529100529100529
scaffold,residual,1,FGFR1,KDR,0.350725856685262,0.968253968253968
scaffold,residual,1,FGFR1,KIT,0.245123591255342,0.962962962962963
scaffold,residual,1,FGFR1,LCK,-0.198049238806711,0.206349206349206
scaffold,residual,1,FGFR1,MAP2K1,-0.188418898082965,0.232804232804233
scaffold,residual,1,FGFR1,MAPK1,-0.194553789223122,0.216931216931217
scaffold,residual,1,FGFR1,MAPK14,-0.0790844168428,0.444444444444444
scaffold,residual,1,FGFR1,MAPKAPK2,-0.227692562840539,0.17989417989418
scaffold,residual,1,FGFR1,MET,0.202896280164375,0.91005291005291
scaffold,residual,1,FGFR1,PLK1,-0.308279378344598,0.0634920634920635
scaffold,residual,1,FGFR1,ROCK1,-0.299959537619506,0.0740740740740741
scaffold,residual,1,FGFR1,SRC,-0.247493307753801,0.142857142857143
scaffold,residual,1,IGF1R,JAK2,0.146778662017147,0.878306878306878
scaffold,residual,1,IGF1R,KDR,-0.247783275609481,0.137566137566138
scaffold,residual,1,IGF1R,KIT,-0.188611613691434,0.227513227513228
scaffold,residual,1,IGF1R,LCK,0.0494882354481126,0.703703703703704
scaffold,residual,1,IGF1R,MAP2K1,-0.0677267449406308,0.486772486772487
scaffold,residual,1,IGF1R,MAPK1,0.138936798004024,0.873015873015873
scaffold,residual,1,IGF1R,MAPK14,0.0671332660427989,0.735449735449735
scaffold,residual,1,IGF1R,MAPKAPK2,0.0124215089239277,0.645502645502645
scaffold,residual,1,IGF1R,MET,-0.142364464981522,0.312169312169312
scaffold,residual,1,IGF1R,PLK1,0.0421108006405621,0.682539682539683
scaffold,residual,1,IGF1R,ROCK1,-0.0395177575080153,0.534391534391534
scaffold,residual,1,IGF1R,SRC,0.0788561781412727,0.756613756613757
scaffold,residual,1,JAK2,KDR,-0.346508389359821,0.037037037037037
scaffold,residual,1,JAK2,KIT,-0.125945521828321,0.343915343915344
scaffold,residual,1,JAK2,LCK,0.128522325347549,0.825396825396825
scaffold,residual,1,JAK2,MAP2K1,-0.147075272224013,0.296296296296296
scaffold,residual,1,JAK2,MAPK1,0.117608028777705,0.804232804232804
scaffold,residual,1,JAK2,MAPK14,0.00382389996209416,0.613756613756614
scaffold,residual,1,JAK2,MAPKAPK2,0.161907956732589,0.883597883597884
scaffold,residual,1,JAK2,MET,-0.237809027776058,0.164021164021164
scaffold,residual,1,JAK2,PLK1,0.207049120482795,0.925925925925926
scaffold,residual,1,JAK2,ROCK1,0.0430826632770971,0.687830687830688
scaffold,residual,1,JAK2,SRC,0.0636179474539212,0.724867724867725
scaffold,residual,1,KDR,KIT,0.210745426197619,0.936507936507937
scaffold,residual,1,KDR,LCK,-0.452629525576645,0
scaffold,residual,1,KDR,MAP2K1,-0.195949082456131,0.211640211640212
scaffold,residual,1,KDR,MAPK1,-0.143207504131587,0.301587301587302
scaffold,residual,1,KDR,MAPK14,-0.164315652376991,0.26984126984127
scaffold,residual,1,KDR,MAPKAPK2,-0.168440678807964,0.259259259259259
scaffold,residual,1,KDR,MET,0.417085260050772,0.989417989417989
scaffold,residual,1,KDR,PLK1,-0.297279530968425,0.0846560846560847
scaffold,residual,1,KDR,ROCK1,-0.360876896218753,0.0264550264550265
scaffold,residual,1,KDR,SRC,-0.411503274442422,0.0158730158730159
scaffold,residual,1,KIT,LCK,-0.236659631271796,0.169312169312169
scaffold,residual,1,KIT,MAP2K1,-0.227500916702008,0.185185185185185
scaffold,residual,1,KIT,MAPK1,-0.0831754841046995,0.428571428571429
scaffold,residual,1,KIT,MAPK14,-0.10336440646167,0.391534391534392
scaffold,residual,1,KIT,MAPKAPK2,-0.131965526165337,0.322751322751323
scaffold,residual,1,KIT,MET,0.121592884554198,0.82010582010582
scaffold,residual,1,KIT,PLK1,-0.172247373204222,0.243386243386243
scaffold,residual,1,KIT,ROCK1,-0.251549764829773,0.126984126984127
scaffold,residual,1,KIT,SRC,-0.284239139775811,0.0952380952380952
scaffold,residual,1,LCK,MAP2K1,0.00224866190167952,0.608465608465608
scaffold,residual,1,LCK,MAPK1,-0.107267279191564,0.380952380952381
scaffold,residual,1,LCK,MAPK14,0.206396374627363,0.920634920634921
scaffold,residual,1,LCK,MAPKAPK2,-0.00364296560930942,0.587301587301587
scaffold,residual,1,LCK,MET,-0.399354928751608,0.0211640211640212
scaffold,residual,1,LCK,PLK1,0.105102452314445,0.777777777777778
scaffold,residual,1,LCK,ROCK1,0.184991455351669,0.899470899470899
scaffold,residual,1,LCK,SRC,0.460993327856119,0.994708994708995
scaffold,residual,1,MAP2K1,MAPK1,-0.142800167717147,0.306878306878307
scaffold,residual,1,MAP2K1,MAPK14,-0.0648638815459253,0.497354497354497
scaffold,residual,1,MAP2K1,MAPKAPK2,0.00447183205554868,0.619047619047619
scaffold,residual,1,MAP2K1,MET,-0.110820476210214,0.35978835978836
scaffold,residual,1,MAP2K1,PLK1,0.0527463945465925,0.714285714285714
scaffold,residual,1,MAP2K1,ROCK1,0.242893236767139,0.957671957671958
scaffold,residual,1,MAP2K1,SRC,0.120301507793395,0.814814814814815
scaffold,residual,1,MAPK1,MAPK14,-0.216956431008524,0.195767195767196
scaffold,residual,1,MAPK1,MAPKAPK2,0.112580336244344,0.783068783068783
scaffold,residual,1,MAPK1,MET,-0.05113485608331,0.513227513227513
scaffold,residual,1,MAPK1,PLK1,0.104488034455957,0.772486772486772
scaffold,residual,1,MAPK1,ROCK1,-0.110317786673087,0.365079365079365
scaffold,residual,1,MAPK1,SRC,-0.0927565674660064,0.423280423280423
scaffold,residual,1,MAPK14,MAPKAPK2,-0.0676735270289009,0.492063492063492
scaffold,residual,1,MAPK14,MET,-0.165007372166457,0.264550264550265
scaffold,residual,1,MAPK14,PLK1,-0.0801508986831588,0.433862433862434
scaffold,residual,1,MAPK14,ROCK1,0.0841700221299675,0.767195767195767
scaffold,residual,1,MAPK14,SRC,0.13019520086757,0.835978835978836
