path,kind,level,role,license,bytes,sha256
analysis/test_public_chemical_domain_controls.py,code,producer_test,tests for chemical-domain controls,MIT,4002,31b399d020e6a55a80139ba875e7b6557d732a7c0a116760dbba8c60fce2e69f
analysis/test_public_descriptor_domain_specificity.py,code,producer_test,tests for descriptor-domain sensitivity,MIT,5242,a15af2ad894151d22c759ed18ec1baab302c364f9566eae4a7999a18de8eae2b
analysis/test_public_docking44_missing_data_sensitivity.py,code,producer_test,tests for Docking-44 missing-data sensitivity,MIT,4761,4ad1e36a685a5c0423aa72cecbffed36fe1b8dc691cba35fadae5653a578e4af
analysis/test_public_panel_selector_controls.py,code,producer_test,tests for panel selector and size controls,MIT,7446,97a80c9fea18828ba8ecb7128497c8b117f04f884ce03d5463ac7ec7565102e0
analysis/test_public_panel_selector_robustness.py,code,producer_test,tests for k=8 selector robustness,MIT,5617,d46c8128d9214ac0cfc4034dca1b337faf33bdd0250c5348aa31d166274ee6c8
analysis/test_public_residual_null_audit.py,code,producer_test,tests for the standalone residual-null audit,MIT,7596,4423b960149c11beaddcdf2439beb9fd41173e50612168b54539bddd809d4bc1
analysis/test_public_scaffold_holdout_recovery.py,code,producer_test,tests for chemical-group-held-out recovery,MIT,6659,feb4450de5e080267e9f8011ff7ae2c0757167352d82d4a1407a4366e16da2a8
analysis/test_residual_mechanism_analysis.py,code,supporting_test,tests for the public row-level Vina loaders,MIT,10139,0af87de885d7311eed05001bc1236675c7dea93a43f1f0a4010ea0a85fb6b5b4
analysis/test_revision_map_decision_sensitivities.py,code,producer_test,tests for support-dependence and pilot-recovery outputs,MIT,6332,1e6a7af1d4564368b1af7e10f9235030dcfdd7dfb4e96d5e3001c46560cdca4d
analysis/test_target_map_audit.py,code,research_tool_test,tests for the generic target-map audit CLI,MIT,10411,e098206ca3da7cc254996ed9e3a264a6fb0a1efb2469196a6f7d2da0f5167ed0
analysis/test_v4_submission_consistency.py,code,report_test,submission-facing consistency tests for the strict-public v4 package,MIT,5974,99aabdf762eb4aac233875e2b3049e710393594612ec2d4c56984a793386fa57
analysis/fixtures/target_map_audit_synthetic.csv,input,synthetic_fixture,synthetic support-shift fixture for the generic audit,CC0-1.0,984,671ceb5d959fca0ee70613b4a94a581e4b235f1def7f7be3bef1edb97a1cbc83
data/frozen/anastassiadis2011_pubchem_identity_2026-08-10.csv,input,row_level_derived_public,audited PubChem identity crosswalk for the HotSpot compounds,PubChem public data; derived crosswalk CC0-1.0,130364,a3fb9469484ca94f34c51497ab28e447a2a0d9cce0a42829c927726148b767b2
data/frozen/anastassiadis2011_pubchem_identity_2026-08-10.provenance.json,input,derived_public,provenance for the HotSpot identity crosswalk,CC0-1.0,4075,08c11247309b186a52f593639a39e5fb89ec6583faabd108366d0587adec1937
data/frozen/davis_complete.tab.gz,input,row_level,DAVIS-Complete row-level affinity table,CC0-1.0,581856,e5614549ec970bf24bd58d04d8a74feb8f8a53806410eaa8d84d24e96a4ff827
data/frozen/df_final_v4.csv.gz,input,row_level,Docking-44 row-level matrix,CC BY 4.0,13283042,25436e49b9fc80421d8499ef289ed8ef00b4ab35b904c7d930fc377f493e1d51
data/frozen/dockstring-dataset.tsv.gz,input,row_level,DOCKSTRING row-level matrix,Apache-2.0,26561332,e15a58258dbd613374e499bb17e5428a0df3f1f53b34758042f8e3cd3b53eb64
data/frozen/dockstring_identity_contract_2026-08-03.csv.gz,input,row_level_derived_public,public DOCKSTRING molecular-identity contract,Apache-2.0,10817845,5c5d06635cb276f543f9744487d6b8d4015432087e5f87b7875628973b8f32b3
data/frozen/dockstring_identity_contract_2026-08-03.provenance.json,input,derived_public,provenance for the public DOCKSTRING molecular-identity contract,Apache-2.0,1758,a448285ffe5b9ced1f82179ae59e29fe1f74b6a5050ac55f1173fb1106963459
data/frozen/dockstring_kinase_receptors.fasta,input,derived_public,fixed-21 DOCKSTRING receptor sequences,Apache-2.0,9174,c80e13dcb7e00dd297c85198b7afccd81d582950b6c9449b760a1c618322b244
data/frozen/dockstring_kinase_receptors_manifest.csv,input,derived_public,provenance manifest for the fixed-21 receptor sequences,Apache-2.0,9262,6e144d60256ad8f1c62daa78b778ee67bfd95ca6ed281a62d1a8f3ea6d99cda0
data/frozen/pkis2_s4.xlsx,input,row_level,PKIS2 public source workbook,CC BY 4.0,1264461,48ead22a1f860cd0d5096fa87d5acd329f722fe8d65e693bb0be682a333e2a2c
data/target_families.csv,input,curated_public,public broad target-family labels,CC BY 4.0,5617,bc313ba0d28d7de7981a67c0088d44cb7cdd86c09e7b319bfb2e609040e3c9a6
results/cross_panel_overlap_audit/summary.json,input,derived_public,cross-panel chemical and target overlap audit,derived from redistributed public inputs,3816,d79006901ce3d289353396b2a8e740fe5da0267b5f62d1ee1fcd00a22940b6a8
results/experimental_map_reliability/cross_panel_geometry.csv,input,derived_public,cross-panel DAVIS--PKIS2 experimental-map geometry,derived from redistributed public inputs,1328,5629af9b1312a3668ae794e55f70ac5d1a0d242fc50ab61d4408c5c49d18ec57
results/experimental_map_reliability/edge_stability.csv,input,derived_public,experimental-map edge-stability summary,derived from redistributed public inputs,207904,f04971832b764bf4d2677192702dd50feb6a4e3ed2b0183bfc8f202eac6c7108
results/experimental_map_reliability/map_reliability.csv,input,derived_public,experimental-map reliability summary,derived from redistributed public inputs,8669459,5474af302ae84e829379f18e640f79e8e4a596fe2ee8be636f8d761c2606ccea
results/experimental_map_reliability/output_checksums.json,input,derived_public,checksum manifest for experimental reliability outputs,derived from redistributed public inputs,1079,afc7acc91d2c3cd290a90e76f8056bd3edf40f2ef186a9816310ed647050e901
results/experimental_map_reliability/same_support_bootstrap.csv,input,derived_public,same-support geometry bootstrap summary,derived from redistributed public inputs,4283515,78d971da7db268c2295e9345ac20be8659ec8d0e2aef93f0f910264673e850d3
results/experimental_map_reliability/same_support_geometry.csv,input,derived_public,same-ligand-support docking--experiment geometry summary,derived from redistributed public inputs,3216,dae29a282f1f4514c64cb6783ea29859d493823470c7a6d407dbc0fa37b0256a
results/experimental_map_reliability/same_support_split_half.csv,input,derived_public,same-support experimental split-half reliability,derived from redistributed public inputs,4483379,36b63577f49f5eb5c81b5b9c67488189c112fe55df03d7b5d7085659f6145ade
results/experimental_map_reliability/summary.json,input,derived_public,public experimental reliability analysis contract,derived from redistributed public inputs,198512,a03fdeccb1d64707c153a08f5c680c7caae791a177d648a4c2e343da28ea74cd
results/public_anastassiadis_panel_validation/README.md,input,derived_public,HotSpot validation interpretation contract,derived from redistributed public inputs,2593,5339d8639a8268aca285fc47f6e654925af49f0d65a82f1ef394edd11cdbf1dc
results/public_anastassiadis_panel_validation/bundle_checksums.sha256,input,derived_public,SHA-256 manifest for the HotSpot validation bundle,derived from redistributed public inputs,1586,9776fa0a5c33eb4ba4e8895f81248fec733e66a39af36e0b15baf484f09d6899
results/public_anastassiadis_panel_validation/chemical_cluster_multiplier.csv,input,derived_public,HotSpot chemical-cluster multiplier sensitivity,derived from redistributed public inputs,177370,b428dfde2d56882bf623f6924471b04636e85fa40fed4d8231868644d65942e4
results/public_anastassiadis_panel_validation/excluded_ligands.csv,input,derived_public,HotSpot missing-cell exclusions,derived from redistributed public inputs,821,45a2f7131b93db1965ac2fe5c629d7ad86dad703dc433a8b04c71751fe7dd431
results/public_anastassiadis_panel_validation/identity_overlap_summary.csv,input,derived_public,HotSpot identity and overlap summary,derived from redistributed public inputs,395,d6e0a7db8d03e376429fc7fddc3812354ea94c4664bac72b100d396344bec572
results/public_anastassiadis_panel_validation/joint_cross_assay_qap.csv,input,derived_public,shared-target-label panel-transfer inference,derived from redistributed public inputs,6049,50572168eb1b714115ee9a92252ac834d6202de840281f70b6501bedeb49f811
results/public_anastassiadis_panel_validation/ligand_bootstrap_descriptive.csv,input,derived_public,HotSpot ligand-bootstrap map sensitivity,derived from redistributed public inputs,124382,432931476f24b20093fe46e4c09583848947f1c9a349418ab38a4f45a6e95606
results/public_anastassiadis_panel_validation/map_concordance.csv,input,derived_public,HotSpot cross-assay target-map concordance,derived from redistributed public inputs,542,e49aec1d6a4c3e67b1592d46cd9a3d4e7b6ae55e92bcad54d2f63989cbaa3094
results/public_anastassiadis_panel_validation/mapping_sensitivities.csv,input,derived_public,HotSpot mapping sensitivity grid,derived from redistributed public inputs,47416,096589349e7f6f3a9f16abf04ed46a240f3b2a2ff2fadefaeb1760b78f2bc710
results/public_anastassiadis_panel_validation/mapping_sensitivity_summary.csv,input,derived_public,HotSpot mapping sensitivity summaries,derived from redistributed public inputs,6617,0f5198a76155c4698ac1c42cff3bc8b2317cfd7705b018f8ee0fba56354b2720
results/public_anastassiadis_panel_validation/optimal_panel_selections.csv,input,derived_public,exact fixed-21 panel selections and numerical tie sets,derived from redistributed public inputs,37262,c7551c32a8400c857bac6bc59b1b7507334919898a8b1c9be07011d468a06b05
results/public_anastassiadis_panel_validation/reference_deleak_sensitivity.csv,input,derived_public,HotSpot molecular-overlap exclusion sensitivity,derived from redistributed public inputs,1731,d7990fb16d9504891e5e0034b4ed1ee3c36b17b83ad28383a62149c17cd9022f
results/public_anastassiadis_panel_validation/same_endpoint_panel_transfer.csv,input,derived_public,raw-versus-residual panel transfer results,derived from redistributed public inputs,64439,8c1a4681c11e841c1f7ca39445a756d621880e785a534c4ff287da2c8a80691e
results/public_anastassiadis_panel_validation/split_half_reliability.csv,input,derived_public,HotSpot split-half map reliability,derived from redistributed public inputs,122317,82f9fc71cb86bd7f0686744548ca3e395fd22209f410a96bbf830d27ebdc05a1
results/public_anastassiadis_panel_validation/summary.json,input,derived_public,HotSpot fixed-21 panel validation contract,derived from redistributed public inputs,46977,2a2e1b41d674edda5935c85e3a594abf8ad44adf8b06481a8ea42f787bae64b3
results/public_anastassiadis_panel_validation/target_leave_one_out_map_concordance.csv,input,derived_public,fixed-panel leave-one-target-out assay-map concordance,derived from redistributed public inputs,5137,d5390f61b649f8dc57a4b116c9207cef4470d060d74d33d2e88bd3c413a64b13
results/public_anastassiadis_panel_validation/target_leave_one_out_panel_transfer.csv,input,derived_public,fixed-panel leave-one-target-out panel-transfer sensitivity,derived from redistributed public inputs,20533,6aa5f9fd8a9553d90a5dd5a05bb1fb8745e9725e2fd207dbbdebf830434c68aa
results/public_anastassiadis_panel_validation/target_mapping.csv,input,derived_public,HotSpot-to-fixed-21 target mapping,derived from redistributed public inputs,898,f25683106c3971173bf52ec6c6dcf70e6a89f14359990d1c2b87594e23e811de
results/public_chemical_domain_controls/README.md,input,derived_public,interpretation contract for chemical-domain controls,derived from redistributed public inputs,1321,0e35b76d784c29d3025add9dfac3527b676a6d92ca351ad3319df7b07011dd72
results/public_chemical_domain_controls/causal_boundary_summary.csv,input,derived_public,compact chemical-domain causal-boundary table,derived from redistributed public inputs,1481,2282941cb66d3ab66db8fdd0078f8768f49da3766a8b2bf774f6582deeefee63
results/public_chemical_domain_controls/dockstring_support_seed_contrasts.csv,input,derived_public,DOCKSTRING support-seed map contrasts,derived from redistributed public inputs,3704,1a8c9b1e4581c03febc7b168b466e118067ffa402ab4ca088a018a3984a1d296
results/public_chemical_domain_controls/dockstring_support_seed_summary.csv,input,derived_public,DOCKSTRING support-seed sensitivity summary,derived from redistributed public inputs,428,e40ceba4486f3c7e2f3892991dd257dc37fcb1f9d011adb168616ea1125060ae
results/public_chemical_domain_controls/mw_matched_group_disjoint_controls.csv,input,derived_public,MW-matched chemical-group-disjoint control replicates,derived from redistributed public inputs,269202,3e014c0bc6f9702b360838b0b94d560a8bbdb326351f1db0a4edfcba4121ac0e
results/public_chemical_domain_controls/mw_matched_group_disjoint_summary.csv,input,derived_public,MW-matched chemical-group-disjoint control summary,derived from redistributed public inputs,3245,3f5bb845bf80e2a78b01e2ff5b99df121a9990ed7f88153fc78277a68f2c3648
results/public_chemical_domain_controls/observed_low_high_mw_contrasts.csv,input,derived_public,observed low- versus high-MW map contrasts,derived from redistributed public inputs,1446,18f524e924d322f4e76e3f66c2d0c79ab78284d927b779d010dc7768b87e8e40
results/public_chemical_domain_controls/output_checksums.json,input,derived_public,checksum manifest for chemical-domain controls,derived from redistributed public inputs,1174,ffbc7c7e63db4e125e615b402d9c1575e7d1055e27173bcc81caf1730d12ec46
results/public_chemical_domain_controls/summary.json,input,derived_public,standalone public chemical-domain control contract,derived from redistributed public inputs,7207,0da44981b58dd209fb98ebd94bf87ec2c6aa306c6a816e54985e13a6591fa973
results/public_chemical_domain_controls/within_band_reproducibility_controls.csv,input,derived_public,within-MW-band reproducibility control replicates,derived from redistributed public inputs,1018285,57ee005defbc2ba6fbc64a16152191770f168251beab9f37d8666c3f9b0f29b2
results/public_chemical_domain_controls/within_band_reproducibility_summary.csv,input,derived_public,within-MW-band reproducibility summary,derived from redistributed public inputs,9363,0dc6e101d9e3d871a9540270f858241237c1916df8f4ca33b2b4f57a9b5a87d9
results/public_descriptor_domain_specificity/README.md,input,derived_public,interpretation contract for descriptor-domain sensitivity,derived from redistributed public inputs,649,586c7ed36f4081363179c83cb19a911fde076027e0380adc66ac02ae31126f5a
results/public_descriptor_domain_specificity/descriptor_correlations.csv,input,derived_public,descriptor correlation table for domain-axis interpretation,derived from redistributed public inputs,2342,3366300933e16922925db9a1995fb58917fd619d8461a1438f9f5958162e2fc6
results/public_descriptor_domain_specificity/descriptor_extremes.csv,input,derived_public,inclusive-threshold descriptor-domain target-map contrasts,derived from redistributed public inputs,6927,612ddebc50aa7e16fb1e0521fce77405e48085253a7aad09d0458f3e6d6d339f
results/public_descriptor_domain_specificity/descriptor_family_summary.csv,input,derived_public,size-related versus other descriptor-axis summary,derived from redistributed public inputs,441,7a82b6389842bda9c0ad539ea51c6761d9f5a6adc8162e4f49e46e2a8a90b76a
results/public_descriptor_domain_specificity/descriptor_random_disjoint_controls.csv,input,derived_public,matched-size random-row-disjoint descriptor controls,derived from redistributed public inputs,159601,7fcd38c3ee980e0a44e8c30490c282a2ed98b089cbbf093f5ca315e284ddcb80
results/public_descriptor_domain_specificity/descriptor_random_disjoint_summary.csv,input,derived_public,matched-size descriptor-control summary,derived from redistributed public inputs,3483,c1fae7298fe7360d7b0ab32d7dc459720c51919cea7f9d481f2a14f94270d225
results/public_descriptor_domain_specificity/output_checksums.json,input,derived_public,checksum manifest for descriptor-domain sensitivity,derived from redistributed public inputs,815,474956dfa9783a3b80b2980ee9d7126ee8761294b98ea4e501d712c7ac2afa28
results/public_descriptor_domain_specificity/summary.json,input,derived_public,strict-public descriptor-domain analysis contract,derived from redistributed public inputs,13265,228659ba8b4c94374dd054895137f524b60a84f5b43203a947b1a9f2a01fb577
results/public_docking44_missing_data_sensitivity/README.md,input,derived_public,interpretation contract for the missing-data bundle,derived from redistributed public inputs,1450,be9f8e27c9fe79aeef80911cee58aaef0935f63bf1cf48cc167764d4806cb2cc
results/public_docking44_missing_data_sensitivity/chemistry_effect_sizes.csv,input,derived_public,chemical-support effect-size table,derived from redistributed public inputs,836,e512af36859d47e00dcdd177c301bc1c975c84926a8fda1cc161e66fe0c5114a
results/public_docking44_missing_data_sensitivity/chemistry_group_summary.csv,input,derived_public,complete- versus incomplete-row chemistry summaries,derived from redistributed public inputs,1925,17a37431084473dd59520c939d137d97c894616e13ee2cb9625d895dd0421073
results/public_docking44_missing_data_sensitivity/equal_n_random_controls.csv,input,derived_public,equal-size random-support control replicates,derived from redistributed public inputs,63124,e36a43d48cda682bb9b175b25736d888fea7e31dbb6f8a437085fe01810ea526
results/public_docking44_missing_data_sensitivity/missingness_by_target.csv,input,derived_public,target-wise Docking-44 missingness table,derived from redistributed public inputs,1151,bbf46af4b7b6d3e2bd3e34716008a1c11c11bca57c60ee5be591b056ffa5198b
results/public_docking44_missing_data_sensitivity/output_checksums.json,input,derived_public,checksum manifest for the missing-data bundle,derived from redistributed public inputs,788,8f7cf91df971c2bf37249b56b814d7b0801d3d8b436f87aa7c9d530adf247ebd
results/public_docking44_missing_data_sensitivity/spectral_sensitivity.csv,input,derived_public,Docking-44 spectral missing-data sensitivity table,derived from redistributed public inputs,1453,baa72611bc9217efc68cbcf7e64c654b2699d914e3579efeaffa19ff3d97030e
results/public_docking44_missing_data_sensitivity/summary.json,input,derived_public,standalone Docking-44 missing-data sensitivity contract,derived from redistributed public inputs,6835,77b6f4fde54d3d628723d1188413c316d0f32233e8e063c5c1f9a18eb4b4d603
results/public_panel_selector_controls/README.md,input,derived_public,interpretation contract for selector controls,derived from redistributed public inputs,927,55a5c8ca230712e5d69ce98e3522153536b31d191d4247747d3041a165c3e630
results/public_panel_selector_controls/baseline_contrast_summary.csv,input,derived_public,five-fold selector baseline contrast summaries,derived from redistributed public inputs,11034,30e07e5725079521a6b6006b982c2ddbb3d864c83ae79bafd8dfbe6e2b7a5c90
results/public_panel_selector_controls/checksums.sha256,input,derived_public,SHA-256 manifest for selector controls,derived from redistributed public inputs,891,1cc66ff40fd92be3cc6304902bfb35437bbf85a965948ef423f4527c412af122
results/public_panel_selector_controls/paired_baseline_contrasts.csv,input,derived_public,"fold-paired selector contrasts against random, PC1 and descriptor controls",derived from redistributed public inputs,50874,0e28f3f880a546ac0eef63bd18bc261ff5a5b6d7d82df7979123b7c77fd65967
results/public_panel_selector_controls/paired_selector_contrasts.csv,input,derived_public,fold-paired exact-medoid and pivoted-QR selector contrasts,derived from redistributed public inputs,17114,17a5d970a440d139e42c236058d54d7ae4e50cf17ea013b723af017c8dcae83b
results/public_panel_selector_controls/panel_metrics.csv.gz,input,derived_public,fold-level target-panel selector reconstruction metrics,derived from redistributed public inputs,629203,7a5ac93ec048c86c8d3d48a30b3508f3ec9856798ca342b331a31fa7249d2ffb
results/public_panel_selector_controls/panel_selections.csv,input,derived_public,selected targets for deterministic panel selectors,derived from redistributed public inputs,64980,82431ec0a34ec1939ed3df51e1662afae7e78583b5bda62a098125b6576f45fc
results/public_panel_selector_controls/selector_metric_summary.csv,input,derived_public,five-fold selector metric summaries,derived from redistributed public inputs,58335,2dc9823f0ca92370fe938659b7320279b80db98809b20a7e62b6da4298375f29
results/public_panel_selector_controls/selector_pair_summary.csv,input,derived_public,five-fold selector-pair summaries,derived from redistributed public inputs,2889,c2a7edcd1bafa439643bca9c705028bb03bb7c3aece9fdd473d5661623b6500d
results/public_panel_selector_controls/split_diagnostics.csv,input,derived_public,chemical-group-disjoint selector split diagnostics,derived from redistributed public inputs,2328,0f8b0a022eb1858ccc44e79f059a9a0d7b5c69a3d64a7855f7ba27d1e0b6e452
results/public_panel_selector_controls/summary.json,input,derived_public,strict-public target-panel selector and size control contract,derived from redistributed public inputs,53661,805d0a8a973241f9a86502714418ebc5cbb09d41d8cbd48681a441f4c9f3e52f
results/public_panel_selector_robustness/README.md,input,derived_public,interpretation contract for k=8 selector robustness,derived from redistributed public inputs,606,76f45e6dbfd2ac629b9dcb76a711249e5933c01c0797690400fb9e4d7f1de7c4
results/public_panel_selector_robustness/checksums.sha256,input,derived_public,SHA-256 manifest for k=8 selector robustness,derived from redistributed public inputs,904,7b22f26544476b43a91351f4e406b9a369a29efca19a7a7ee0089027b8ed881f
results/public_panel_selector_robustness/common_omitted_pair_contrasts.csv,input,derived_public,designed-versus-random contrasts on common omitted targets,derived from redistributed public inputs,57087,1cee815070f035c58aa5f410c4343534b758c2213c59770027c7c29f9c213269
results/public_panel_selector_robustness/common_omitted_split_contrasts.csv,input,derived_public,random-panel-aggregated common-omitted split contrasts,derived from redistributed public inputs,7836,caf09ca375aac1e5121b540d7947d2ea257ebe9bf7e63bcf49fcb7089eb81a9b
results/public_panel_selector_robustness/common_omitted_summary.csv,input,derived_public,five-fold common-omitted selector summaries,derived from redistributed public inputs,7287,16b2279ac1089653dc3e68a270314ac13e3737d5c08633121da774fb17657798
results/public_panel_selector_robustness/direct_residual_contrasts.csv,input,derived_public,paired direct-versus-derived residual fold contrasts,derived from redistributed public inputs,8863,adb7fc21122dfd3e56da4aa14822a4e372c2ead5c3e1c80e3aa8efa0f48937e9
results/public_panel_selector_robustness/direct_residual_summary.csv,input,derived_public,five-fold direct-residual sensitivity summaries,derived from redistributed public inputs,9461,7af07cd731eeeceaa3f56245244787852900b77f5e25c612b6d25a6b2a6f1277
results/public_panel_selector_robustness/panel_metrics.csv,input,derived_public,k=8 selector robustness fold metrics,derived from redistributed public inputs,44256,f52cda21ce76d0afc4988f9e23df838c5dd939631dcfd5e7e9ba5c0bb85c58f9
results/public_panel_selector_robustness/primary_target_metrics.csv,input,derived_public,target-level primary-model selector robustness metrics,derived from redistributed public inputs,910269,1bf1f113c33563a8555139a7d2c0496d4c2ef45aab77f8f44817fff7bfccec6d
results/public_panel_selector_robustness/split_diagnostics.csv,input,derived_public,reproduced chemical-group fold diagnostics,derived from redistributed public inputs,1732,a636bd5fff0d1e60c98bd804739a954f72f0c0f2d03ec6f3c90f1f6ffc21d003
results/public_panel_selector_robustness/summary.json,input,derived_public,strict-public k=8 common-omitted and direct-residual contract,derived from redistributed public inputs,2683,659645ddd71bf4cd7b8643f0e99e4d0a3961d1318838e4002c0dc49d25e010ae
results/public_residual_null_audit/README.md,input,derived_public,interpretation and reproduction contract for residual nulls,derived from redistributed public inputs,505,9d70a68020805ce870a855a965d52e983905c55cc870577a646adecd02843afd
results/public_residual_null_audit/mw_conditional_bin_contract.csv,input,derived_public,molecular-weight bin membership and support contract,derived from redistributed public inputs,11248,a0b5e1f50ea023030c9e6668543c05e3abfa2b98e6f662bb4267b6e63a3bf474
results/public_residual_null_audit/mw_conditional_null_repeats.csv,input,derived_public,molecular-weight-conditioned residual-null replicate table,derived from redistributed public inputs,1668428,7089462b2d3ab0d8f8fbc86e2cc69b875f0956d204ac0f7e507d459a3bc38823
results/public_residual_null_audit/output_checksums.json,input,derived_public,checksum manifest for the standalone residual-null audit,derived from redistributed public inputs,493,fe4b0f3670f8ccd18f16b544c62092c7be26b3449a7b5ab5c013d23d935bc1ed
results/public_residual_null_audit/summary.json,input,derived_public,standalone residual-null audit including molecular-weight conditioning,derived from redistributed public inputs,149498,d7954b5a5a9a017d79f1feb0f4a326e620dbe4ba623560070e9e35bad84edc25
results/public_scaffold_holdout_recovery/README.md,input,derived_public,interpretation contract for chemical-group-held-out recovery,derived from redistributed public inputs,1057,0f3d9108363295e3866fcac1d386fa5d33ee123f8ecb0f31c05828bbb4aa4129
results/public_scaffold_holdout_recovery/chemical_group_fold_diagnostics.csv,input,derived_public,fold-level chemical-group and missing-data diagnostics,derived from redistributed public inputs,2802,0b2018e33adfb02b35bf50fe1e57dc2e06af10b04088c78dd0df0fabebfd14a6
results/public_scaffold_holdout_recovery/chemical_group_minus_random_summary.csv,input,derived_public,paired chemical-group-minus-random holdout contrasts,derived from redistributed public inputs,549,f1fc3aedacfb646312984c65581aca27f44b3e5bb7f22d7063d257511ec6d28b
