target_a,target_b,docking_raw_correlation,docking_local_20_centered_correlation,docking_all_58_centered_then_extract_correlation,DAVIS_experimental_raw_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_raw_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_raw_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_raw_correlation,KiRHub_experimental_centered_correlation,locked_endpoint_positive
AKT1,MAPK14,0.7370648937598321,-0.12225543279198997,-0.03761525349082922,-0.08396487749612931,0.11597665361776534,-0.0376153821066003,-0.04012697434733213,-0.08794121896036851,0.06754229515033941,-0.007355704957129494,0.17171010400417083,False
AKT1,MAPKAPK2,0.8270011315252204,0.0828260079497171,0.21150520192399058,0.30701739585139876,0.58527207920848,-0.11498184730041448,0.21292354166515468,0.012951516610016983,0.531964203667623,-0.1581655756510026,0.7240460338587361,True
AKT1,MET,0.678166957353124,-0.18260925851017806,-0.12067916678417129,0.01679943962786393,-0.019902454197614623,0.006662039893980177,-0.1639028155531148,-0.10675726802852094,-0.07545587453857897,-0.0624238987991954,0.0672927603615367,False
AKT1,PLK1,0.8131609310087115,0.1196717206129548,0.22584301885442526,0.05001361834847025,0.20237721133184453,0.02031482444131362,0.14543703429855917,-0.050691105643647386,0.09683867958616153,-0.054907311145579674,0.5918291757055631,False
AKT1,ROCK1,0.8808631004702732,0.4445822937964307,0.5152899062619265,0.5868634418906109,0.5508640355752609,0.3936108235709609,0.36148469771907843,0.2530125961881518,0.3354474000478611,0.5724805329377182,0.7391734082487404,True
AKT1,SRC,0.816837521874291,0.13436953424102738,0.2434226331788766,-0.001357288955158425,-0.37813347956870264,0.054946355136318153,-0.30280791994948353,-0.0821608773063447,-0.5091623611080522,-0.09439721997816836,-0.569591552281479,False
AKT2,CDK2,0.8129472992608193,0.005362635327267141,0.15340887797976838,0.2263771723379024,0.3744659342623898,0.02534777160696595,0.12534316906528375,-0.04671935797781623,-0.18299409049525345,0.11432292620482563,0.45001455767560405,False
AKT2,CSF1R,0.7236603505463409,-0.12168384046648931,-0.010882837419035512,-0.010871829985601936,-0.416041283977248,0.062288523167665824,-0.3414080581587303,-0.08963924161545232,-0.4499125407890878,-0.028571360780893756,-0.5505770194502154,False
AKT2,EGFR,0.7850082520327093,-0.1273724602903926,0.04245390224936722,-0.031057131771878986,0.040211866608778866,0.09997352864687122,-0.004616777330841287,-0.07115967616591405,0.08150330469495769,-0.05469424684938561,-0.054964256971017166,False
AKT2,FGFR1,0.6700377714999142,-0.10220334461159887,-0.0030871889686392316,0.1018370325466227,-0.17502840237062936,0.16306663032761134,-0.009880586459347217,-0.042938424665864235,0.10622673523349442,-0.0035152081983978903,-0.4115791765358117,False
AKT2,IGF1R,0.7221621291011261,-0.10239798430909737,-0.02112400393808389,0.08457154157519424,0.12419747961128765,0.07356949513654788,0.16973666176323884,-0.039130712208143834,0.02116782786620208,-0.018813216635916688,0.06087994120520692,False
AKT2,JAK2,0.7546995254138273,-0.11728541511394805,0.018325659956646936,0.11213101599998739,-0.1430519361585755,0.1058871640188238,0.009230445437766209,-0.03314380256508838,0.15143193428672116,0.056064269634091043,-0.23801841216891056,False
AKT2,KDR,0.5856812339967196,-0.13382874692317387,-0.10186822735313049,-0.0070817779774664125,-0.2485822785542959,0.009426513576910853,-0.37436148490411764,0.24053499876298517,-0.0929824285776985,-0.0017666093472285369,-0.4349422713611585,False
AKT2,KIT,0.7381024259951011,-0.10561676356896231,0.04107294405732099,-0.029837156327270086,-0.4530902049542426,0.013600748100731447,-0.35063708013137773,-0.10505084439821465,-0.4728761793297178,0.09890209813419784,-0.3527393741122114,False
AKT2,LCK,0.8037794267004119,0.02079612894833526,0.1878449695048541,-0.020988999891923266,-0.5385583830171794,0.05710294872272478,-0.36936825990668243,-0.10820290465673918,-0.40540788380335646,-0.013391532484468758,-0.6845233601947582,False
AKT2,MAP2K1,0.802804704621651,0.05415656382446735,0.1920674750814714,0.11586863081441069,-0.10713522623174955,-0.02916674861657966,-0.04067835535140086,0.006416690979043508,0.2209783260886415,0.1353346233341288,0.32100349014072954,False
AKT2,MAPK1,0.7658378312720007,-0.024211283177804497,0.08280112956357726,0.016840250372302485,0.5153993286575239,0.15685307664806486,0.35235816383524393,0.02054955666157099,0.2688247410698677,0.22265635122985683,0.7510759654298311,True
AKT2,MAPK14,0.7366481195208086,-0.11888136708036945,-0.015121230245688067,-0.08501660639811806,0.12032301752163105,-0.00774698045422025,-0.008642613288244632,-0.0890151314853654,0.06489791645103771,-0.06670315411486397,0.1129025743473273,False
AKT2,MAPKAPK2,0.8227188062398029,0.007043159981231147,0.1746128345498234,0.363825403258789,0.6236116779914281,0.09574160703835886,0.37003289502069436,0.030000165806311842,0.5299210268560269,0.011265863152977208,0.749260942979729,True
AKT2,MET,0.7083268138933413,-0.12604315934187824,-0.05262975905317765,0.03328987350890984,-0.021569449618994107,0.026429185507825335,-0.14008199034943808,-0.10475645953088412,-0.07504863345146522,-0.007995672147486475,0.08234799777931164,False
AKT2,PLK1,0.8019203191082946,-0.01548084358746863,0.13151943092825139,0.061690270258851654,0.21450271828726664,-0.03903001466740732,0.10158398787557187,-0.0433478466778648,0.10115143051227518,0.027088520819078678,0.6138879937775833,False
AKT2,ROCK1,0.8376544439241236,0.18945743117850838,0.3132090022874967,0.5373466516900963,0.477754607160799,0.28332336533711233,0.2561747815246255,0.21858641680834465,0.3059962701407519,0.5204622104905485,0.7102169832253499,False
AKT2,SRC,0.8055497800654966,0.049274646731343096,0.19318643710104172,0.017402537960438273,-0.4094513491546162,0.06665821135266045,-0.29217716211928935,-0.07937552064121209,-0.5035177753283872,0.01984763614645209,-0.5206598032980576,False
CDK2,CSF1R,0.7597594282575342,-0.008503438111213985,0.059173265172832515,-0.04810983295086751,-0.36516959215360745,0.08763623432399877,-0.3627046473800616,0.349634218888897,0.0684209925071733,0.16751730805794146,-0.3940418397828209,False
CDK2,EGFR,0.8367743061607271,0.05958065308163328,0.17890370035890832,-0.0527982685680474,-0.010852366669977869,0.05428283291117456,-0.10588341460108362,-0.134671569521447,-0.223883136283895,0.1457229941728727,0.04149675211399765,False
CDK2,FGFR1,0.6107945658193025,-0.3669956672883681,-0.27255784188438525,0.11929454203390795,-0.08268485772048577,0.21620409652697223,-0.017372903055597654,0.16863388595909468,-0.24331477720592676,0.13894611627147663,-0.33087461607530905,False
CDK2,IGF1R,0.7862094015269089,0.12966087600708873,0.15986330558150935,0.10931077653865932,0.12554061116200896,0.2054878898289992,0.20935021347168448,0.15294641013254665,-0.02303453240882478,0.26745774598618577,0.20781123561289702,False
CDK2,JAK2,0.838002043283202,0.22601874451369303,0.29616782932094754,0.12276013441076003,-0.06417654682645162,0.16362350854650837,0.029398569938928726,0.3333451824284297,0.008024906444546837,0.3219968287716076,-0.007869886059185318,False
CDK2,KDR,0.5378102642342355,-0.33580087505516604,-0.3238756152762201,-0.02251375627476614,-0.21557831123267834,0.21539298364881326,-0.17336813528614775,0.3005770330134345,-0.009603812641431253,0.05247933712755559,-0.45819141751674397,False
CDK2,KIT,0.7188170294851491,-0.25919654949022564,-0.11940769092695509,-0.08503238291510018,-0.41845953976131556,0.15375732684511312,-0.2312067840260967,0.4059234161198015,0.16689000819534494,0.12682272504472739,-0.36481686518547723,False
CDK2,LCK,0.8320253985411501,0.1129424673107106,0.2429742873543429,-0.04409800053054091,-0.4518214064892807,0.16541210938398584,-0.28710681778827046,0.16106819086148588,-0.23264696498593057,0.1661874980448433,-0.5271406397422052,False
CDK2,MAP2K1,0.8136475466327806,0.03188102623783721,0.15404098549163012,0.16616065061740523,0.009042746952277877,0.11174657103701943,0.030151864050867807,0.5115261331625598,0.22311136045556468,-0.004692659575531115,0.10793214948112995,False
CDK2,MAPK1,0.8209085752887874,0.1805911785141979,0.23975307520847855,0.04162711290816196,0.3633455072483989,0.15791983373496368,0.2678178098996101,0.46832612920682726,0.17342069294055307,0.22955502699509625,0.5495304388303887,False
CDK2,MAPK14,0.7587469389178961,-0.05732651202132656,0.0026737111043930936,-0.060213858399426036,0.07184502845481287,0.03073973682787362,-0.017832760998430435,-0.1843474084170369,-0.2795376191779615,-0.14252806543259652,-0.10614878747423949,False
CDK2,MAPKAPK2,0.8642503483088466,0.18397248605979913,0.29467625936157993,0.5223176349151092,0.5693509700344416,-0.01660377775425718,0.21139953515958257,0.04227388642260651,-0.19169758772748155,0.10861374130056367,0.5447240170165624,False
CDK2,MET,0.694559816533852,-0.2447233873345803,-0.19966183727207698,0.022621390284390617,-0.028859555582190236,0.22616437992329652,0.02349598117029082,0.29313962203393046,-0.017892295288750908,0.1904176957280174,0.1474654921606405,False
CDK2,PLK1,0.8402791349172708,0.11309988562736728,0.21754227820152308,0.08204779178541037,0.18202309995665636,0.11014673750326644,0.1762677723441639,-0.05723513133540683,-0.17272585553811604,0.44789639934376485,0.6310771899568752,False
CDK2,ROCK1,0.8441172600781338,0.1621452270536581,0.2699592644802088,0.4062199974941291,0.3867061060643182,0.005103074871119567,-0.06296889511514184,0.09467387879090738,-0.06687978061656907,0.24311497738269772,0.46092612930993604,False
CDK2,SRC,0.8251575562282715,0.09616768640847381,0.2083552805336472,-0.003813647507413204,-0.3388874731592152,0.21295168704068188,-0.16594332439458995,0.3195459197736925,-0.01782560355342673,0.18759345562521162,-0.39031027966107745,False
CSF1R,EGFR,0.7244767831994748,-0.21306842542259688,-0.115423292106322,-0.077931568127072,-0.3509829182921262,0.19842859032955998,-0.1808132166182901,-0.11377101047541179,-0.3283835619029959,-0.00813368748046865,-0.43367296653369053,False
CSF1R,FGFR1,0.6091321088468602,-0.10666716603359776,-0.06709713692161905,0.4235638141727598,-0.1007409249315613,0.40002406450616707,-0.0808005381785757,0.46170779366591413,-0.184421452289865,0.668011561302429,0.4025969291456566,False
CSF1R,IGF1R,0.7152538935504956,0.10786034068611058,0.11311962604291384,0.16071370565484938,-0.3321086638182632,0.20345494060667302,-0.31921596610050545,0.32050974367133706,0.04828765756563808,0.23569798773539513,-0.23836517759914347,False
CSF1R,JAK2,0.7619952616165993,0.12821502822553404,0.17181497569050638,0.1887005095965203,-0.1947565746497631,0.1578889038599374,-0.1837727263141867,0.38426867961609973,-0.23971979189524,0.4370800313922267,0.10074419965350707,False
CSF1R,KDR,0.5266540296820609,-0.1551668682907852,-0.17223929821657014,0.6576222391345868,0.48526510937381195,0.70443542107356,0.48507837989833846,0.5019682227800987,0.1783701020080872,0.7245292514400296,0.49733724782477445,True
CSF1R,KIT,0.7429923686528622,0.0855394446801429,0.15034317370764574,0.8809054621416356,0.8195402241632167,0.7935787240950141,0.6754413304274739,0.7682841106621228,0.6449029848499277,0.8773895324739541,0.7822755644211619,True
CSF1R,LCK,0.7525097205460552,0.03236207622897269,0.12326345218564749,0.5402388172227248,0.223675539672779,0.5949212297917196,0.2954239579359231,0.4390825071003195,0.025936298523269764,0.70671777179106,0.44372717172379894,False
CSF1R,MAP2K1,0.6779136123453521,-0.3045412036895258,-0.19851261135232365,0.2925749209020468,-0.1472728591131095,0.20971223536024278,-0.2311721956959049,0.3014141142277601,-0.3332328412355213,0.04591383362111923,-0.3680016977658425,False
CSF1R,MAPK1,0.7345606913061284,0.05191436466305783,0.08648952189860977,0.08823953856131243,-0.4615653062113587,0.05086981791576141,-0.4317516100977916,0.21088832005551747,-0.42047841972215555,0.0034834505757428166,-0.5700940232469361,False
CSF1R,MAPK14,0.7529623594965642,0.19221996500833197,0.20894094912211575,0.1103046653228719,-0.15151313796291935,0.1236659247850398,-0.15178754602007102,-0.1110206861107373,-0.32642694129605354,0.29916494943491945,-0.11322598953119808,False
CSF1R,MAPKAPK2,0.7526315476266722,-0.07047615328261381,0.017960024067393804,0.09572218530952677,-0.504843926918303,-0.015312555954501749,-0.3501235092612368,-0.000772205999189322,-0.5573325381871417,-0.20775187846307894,-0.5884062491629553,False
CSF1R,MET,0.6561624763434979,-0.1274896499368941,-0.12077280923325459,0.21942511146738036,-0.1074246357978766,0.3987422308987413,-0.021087174269920846,0.46866221598933383,-0.022858291770631034,0.2233600936588295,-0.2272635949989701,False
CSF1R,PLK1,0.7611152250359229,-0.012284537807345626,0.06001651516601973,-0.12558131672833742,-0.41363447472047155,-0.03459767724485934,-0.36559860646042724,0.09978857773498222,-0.12170397186869915,0.03957327179839109,-0.5642602128394739,False
CSF1R,ROCK1,0.7380243294426573,-0.07643893023350525,0.010795328511136012,0.0886616662873261,-0.3950103397604529,0.101787838350479,-0.23862897532149205,0.1370252094009301,-0.1771558949370198,-0.07309263461057303,-0.4825967991782746,False
CSF1R,SRC,0.7364139365692912,-0.01960908146888046,0.05798673772487832,0.42538531804525487,0.02216461108620768,0.49673357960464676,0.11359913954917077,0.5673434518393212,0.2516183331287043,0.5013681162678143,0.04361157197285862,False
EGFR,FGFR1,0.685577952268778,-0.11117939229112066,-0.027579592343437043,0.027428031417820152,-0.22252160144063282,0.14999648010545313,-0.19679021197872174,-0.02844945388803602,0.02866995745464393,0.1635987941117266,-0.15473546402277316,False
EGFR,IGF1R,0.7702396443007534,-0.0075292437046399355,0.047414047435218876,0.004021022943331181,-0.05832950694642542,0.21314589082088936,0.026320944915901773,-0.08200072718138966,-0.0603539502396327,0.2555830111899833,0.11870237305994051,False
EGFR,JAK2,0.7981448643374945,0.006302802299013143,0.10769719776747712,-0.0562331738988665,-0.24721607936728576,0.07074827465766921,-0.1320634823274522,-0.07557754283237726,0.00034650515376443125,0.06305465716981833,-0.20715624807798177,False
EGFR,KDR,0.6252951649737415,-0.048686810535425874,-0.035098143088475774,-0.11859896086444482,-0.3176964364071139,0.15990200618272882,-0.24422002986095553,-0.05321187342583303,-0.25607676483203423,0.09063938042506188,-0.2724327029092834,False
EGFR,KIT,0.7575795226570452,-0.07726182039257708,0.04756348645930035,-0.07619116248024832,-0.35215376002102705,0.1808043639915849,-0.16135534561962525,-0.11497518639257093,-0.32657403235125054,-0.030122453728528713,-0.42923183821623045,False
EGFR,LCK,0.8060402243877177,-0.052697876413252985,0.10554253505227118,0.3401892123057176,0.14873558225018613,0.46834530503461635,0.1971155426011707,0.16998727714703288,0.06682738257938244,0.3621691019982353,0.05032365645439837,False
EGFR,MAP2K1,0.8213852730343175,0.11645394449164606,0.23034304898962826,0.15653328535915795,0.008954889774092015,0.2743318917434976,0.0979556870894151,-0.07004851111134786,0.02798753516445269,0.06236617327789266,-0.017015814215531402,False
EGFR,MAPK1,0.78637143277584,-0.0011838920535571006,0.08477763039576856,0.10417443495040744,0.18525013581785432,0.08771510171634518,-0.034492995542850714,-0.0326480639295414,0.08629327416088783,0.00917136518959902,-0.0007022197358474772,False
EGFR,MAPK14,0.7592074133442204,-0.13689744997386089,-0.05420609031339241,0.03096822921670166,0.06808113794797162,0.19041566794986656,0.07973374758581407,-0.03459872433516663,0.033958534156345206,0.14254194459349345,0.019409533519087696,False
EGFR,MAPKAPK2,0.8364263641489347,-0.003213831161597462,0.14252468428137272,0.04080910203195242,0.13574894803369364,0.10974448566476046,0.07237013891723679,-0.022836041885206153,0.2500880970274899,0.021535680835463953,0.03732015163763177,False
EGFR,MET,0.746603869521643,-0.02316441216545569,0.02538138362740899,0.002099408222048499,-0.08089271954005862,0.13495644990698735,-0.17307948287488478,-0.01311428717703885,-0.011190265831706396,0.11105100311238096,-0.03772162706805464,False
EGFR,PLK1,0.8130832098729976,-0.008235671742591422,0.11782912421124515,0.001233508609526151,0.03257598276328238,0.033851645015859994,-0.04985525889216063,-0.13267253003431004,-0.0593615839342859,0.2112014656760389,0.10279728314859315,False
EGFR,ROCK1,0.8043072707208246,-0.031541367037114985,0.10608323135831042,-0.011558907579675749,-0.10640932931506167,0.06442235977793634,-0.09523102874301088,-0.12135000056708788,-0.059999962474009495,-0.11171342701510402,-0.11592174720857747,False
EGFR,SRC,0.7956421656223579,-0.08032261195457553,0.06124917386722705,0.33509647948963145,0.1755587680201528,0.38323882031519124,0.09191380444761084,0.07105125334308905,-0.12579368287708076,0.4944129707358222,0.29137764230967367,False
FGFR1,IGF1R,0.5419613462245484,-0.2671466318624631,-0.24861770411992673,0.44012518869240713,0.09436531914806937,0.3080334535402347,0.026083397518763,0.06745580542326651,-0.09049670542128475,0.22788090003062675,-0.1926482963102055,False
FGFR1,JAK2,0.571668946169278,-0.3396411295442495,-0.2701022255964543,0.5228700568855492,0.20577531677882577,0.3068947218207598,0.07243475753428173,0.2712630621963268,0.08075073416972163,0.5157395439655341,0.2392605782399809,False
FGFR1,KDR,0.7240211920980261,0.39543495605564594,0.38786078159250287,0.6297179606812849,0.3957577043850089,0.5284724466447817,0.13604764233042022,0.5715415484416289,-0.025593278590419082,0.6739017878023136,0.41510309982308957,False
FGFR1,KIT,0.7565265251713664,0.27462493669893084,0.32069498610015496,0.5458289743688073,0.12572743786182947,0.326697035503171,-0.13756457870018296,0.47295081010878004,-0.16398743179246453,0.5993522687279016,0.2992750726208103,False
FGFR1,LCK,0.6314694353825613,-0.21641296103009836,-0.10727167651212378,0.5134233444351096,-0.09363174275847101,0.4039940978282845,-0.11283101435145772,0.511381047316462,-0.04028005364775598,0.6054311805165511,0.23861365852960714,False
FGFR1,MAP2K1,0.6487666477086862,-0.1707304012193431,-0.08234020763365538,0.43767866387354804,-0.037676174564684056,0.19695210275304206,-0.12399377362540318,0.25803137402879256,0.11888654636776093,-0.029969398764903492,-0.4005614555625207,False
FGFR1,MAPK1,0.592628637297283,-0.24121566110808812,-0.19173199702379906,0.3116520463186459,-0.10662005206916464,0.1701532196315057,-0.040552457918222776,0.22169812438868525,0.13820646530064823,0.0709278961573217,-0.39654252852496613,False
FGFR1,MAPK14,0.6366087248624921,-0.043491867969047825,-0.014119109591646722,0.021421876720418002,-0.1894810554935022,0.10640415637980732,-0.09624444203044619,0.01547089780847323,0.07499485996573459,0.1490028406336576,-0.25816881679865217,False
FGFR1,MAPKAPK2,0.6573539349168621,-0.22789624371821796,-0.12703553614824367,0.2894574030997641,-0.16531098787692308,-0.11355877383945275,-0.1807085847530299,0.1732955894316685,0.3736677622063198,-0.19187305557714116,-0.4461366234438204,False
FGFR1,MET,0.7274141076523529,0.23057140132093973,0.24219315287400056,0.2748211291763768,-0.06630084054944667,0.3965891170109699,0.03976583805766915,0.28241005343114317,-0.04428613900403024,0.2117788239650749,-0.18788978676954374,False
FGFR1,PLK1,0.6267144800549449,-0.2940005966831332,-0.20312119747399165,0.10477481858531609,-0.06657929427259195,0.16989977649470178,0.04752388040394326,0.04275499716038591,0.0685650754009405,0.06650862541353275,-0.416803461125564,False
FGFR1,ROCK1,0.6135542023012266,-0.3121061604483873,-0.20993900461301332,0.3640852723496767,-0.02430843102949487,0.15942229296791918,-0.07325717585458538,0.07936849682345497,0.02541519418225732,-0.09451675655237846,-0.41760339054872664,False
FGFR1,SRC,0.6122478335550945,-0.26848175936487606,-0.17398127312127148,0.5712043518551858,0.07374671433601865,0.45684179675734804,0.011316961937320348,0.5394686692609826,-0.15975099555276143,0.5539839603326059,0.1511285105358834,False
IGF1R,JAK2,0.7709200008496656,0.18282179677980892,0.20155863801356352,0.4030464713893041,0.11684739178091726,0.13636224656114682,-0.03961335317781946,0.21004171319440154,0.11186702939035122,0.42004556931408404,0.16716901416748475,False
IGF1R,KDR,0.4781425181114429,-0.2552032804123789,-0.2951921194511832,0.17798090650914544,-0.16982921991178204,0.24598429783048834,-0.23609898232562992,0.012376149116628031,-0.367438866159602,0.1250113115699982,-0.36237769000227926,False
IGF1R,KIT,0.6551612610818359,-0.19144960349723752,-0.13499124594080344,0.12701699264892152,-0.38500588139052777,0.14639638704801652,-0.33317998624110623,0.11274605380575045,-0.2152085961818221,0.09924937945690909,-0.38482754006794284,False
IGF1R,LCK,0.7473769717698748,0.041976947531900684,0.10562477592860336,0.2654884439741686,-0.3076735548674569,0.2158356849371792,-0.3325950124299296,4.781296567199063e-05,-0.36660852559234386,0.2802106044126406,-0.2657747742920877,False
IGF1R,MAP2K1,0.7297288596230729,-0.09013080605713272,-0.026171573804568957,0.33972011103170796,0.023547205227762456,0.2533645277445021,0.15069645679858795,0.2985263978601934,0.2236437495688822,0.028398517268577023,-0.028657702373552342,False
